,English,English_human
2777,perturbation analysis,perturbation analysis
2778,perturbation variance,perturbation variance
2779,phase retrieval,phase retrieval
2780,phoneme,phoneme
2781,phoneme segmentation,phoneme segmentation
2782,photoconsistency,photoconsistency
2783,photometric consistency,photometric consistency
2784,photometric error,photometric error
2785,photometric loss,photometric loss
2786,photometric stereo,photometric stereo
2787,phrase structure tree,phrase structure tree
2788,phrase table,phrase table
2789,piecewise linear,piecewise linear
2790,piecewise planar,piecewise planar
2791,pipeline,pipeline
2792,pixel,pixel
2793,pixel labeling,pixel labeling
2794,pixel-level,pixel-level
2795,pixel-wise,pixel-wise
2796,place recognition,place recognition
2797,placeholder,placeholder
2798,planning,planning
2799,planning problem,planning problem
2800,planning task,planning task
2801,platt scaling,Platt scaling
2802,plug-in estimator,plug-in estimator
2803,pobj,pobj
2804,point cloud,point cloud
2805,point correspondence,point correspondence
2806,point estimate,point estimate
2807,point match,point match
2808,pointwise,pointwise
2809,pointwise multiplication,pointwise multiplication
2810,poisson distribution,Poisson distribution
2811,poisson point process,Poisson point process
2812,poisson random variable,Poisson random variable
2813,poisson rate,Poisson rate
2814,policy,policy
2815,policy class,policy class
2816,policy distribution,policy distribution
2817,policy entropy,policy entropy
2818,policy evaluation,policy evaluation
2819,policy gradient,policy gradient
2820,policy gradient algorithm,policy gradient algorithm
2821,policy gradient estimator,policy gradient estimator
2822,policy gradient method,policy gradient method
2823,policy gradient theorem,policy gradient theorem
2824,policy improvement,policy improvement
2825,policy iteration,policy iteration
2826,policy learning,policy learning
2827,policy network,policy network
2828,policy optimization,policy optimization
2829,policy parameter,policy parameter
2830,policy representation,policy representation
2831,policy sketch,policy sketch
2832,policy space,policy space
2833,polygon mesh,polygon mesh
2834,polylog,polylog
2835,polylogarithmic,polylogarithmic
2836,polynomial,polynomial
2837,polynomial delay,polynomial delay
2838,polynomial kernel,polynomial kernel
2839,polynomial time,polynomial time
2840,polynomial time algorithm,polynomial time algorithm
2841,pooling layer,pooling layer
2842,pooling operation,pooling operation
2843,pose estimation,pose estimation
2844,pose parameter,pose parameter
2845,pose prior,pose prior
2846,pose space,pose space
2847,position bias,position bias
2848,position embedding,position embedding
2849,positional bias,positional bias
2850,positional embedding,positional embedding
2851,positional encoding,positional encoding
2852,positive definite,positive definite
2853,positive pair,positive pair
2854,positive semidefinite,positive semidefinite
2855,positive semidefinite kernel,positive semidefinite kernel
2856,positive semidefinite matrix,positive semidefinite matrix
2857,post-editing,post-editing
2858,post-hoc,post-hoc
2859,post-hoc analysis,post-hoc analysis
2860,post-processing,post-processing
2861,posterior,posterior
2862,posterior approximation,posterior approximation
2863,posterior density,posterior density
2864,posterior distribution,posterior distribution
2865,posterior entropy,posterior entropy
2866,posterior estimation,posterior estimation
2867,posterior inference,posterior inference
2868,posterior mean,posterior mean
2869,posterior mean function,posterior mean function
2870,posterior probability,posterior probability
2871,posterior probability distribution,posterior probability distribution
2872,posterior sample,posterior sample
2873,posterior variance,posterior variance
2874,potential function,potential function
2875,potential heuristic,potential heuristic
2876,power iteration method,power iteration method
2877,power law distribution,power law distribution
2878,power method,power method
2879,pre-logit,pre-logit
2880,pre-processing,pre-processing
2881,pre-terminals,pre-terminals
2882,pre-train,pre-train
2883,pre-trained checkpoint,pre-trained checkpoint
2884,pre-trained embedding,pre-trained embedding
2885,pre-trained language model,pre-trained language model
2886,pre-trained model,pre-trained model
2887,pre-trained weight,pre-trained weight
2888,pre-training corpus,pre-training corpus
2889,pre-training datum,pre-training datum
2890,pre-training objective,pre-training objective
2891,pre-training task,pre-training task
2892,precision,precision
2893,precision matrix,precision matrix
2894,precision-at-10,precision-at-10
2895,precision-recall curve,precision-recall curve
2896,precision-recall graph,precision-recall graph
2897,precondition,precondition
2898,preconditioner,preconditioner
2899,predicate logic,predicate logic
2900,predicate symbol,predicate symbol
2901,predicate-argument relation,predicate-argument relation
2902,predicate-argument structure,predicate-argument structure
2903,prediction,prediction
2904,prediction accuracy,prediction accuracy
2905,prediction entropy,prediction entropy
2906,prediction error,prediction error
2907,prediction head,prediction head
2908,prediction invariance,prediction invariance
2909,prediction model,prediction model
2910,prediction network,prediction network
2911,prediction variance,prediction variance
2912,predictive coding,predictive coding
2913,predictive distribution,predictive distribution
2914,predictive likelihood,predictive likelihood
2915,predictive model,predictive model
2916,predictive performance,predictive performance
2917,predictor,predictor
2918,prefix,prefix
2919,prefix sum,prefix sum
2920,prefix tree,prefix tree
2921,preimage,preimage
2922,prepositional phrase,prepositional phrase
2923,preprocessing phase,preprocessing phase
2924,presence penalty,presence penalty
2925,pretrained multilingual model,pretrained multilingual model
2926,primal objective function,primal objective function
2927,primal optimization,primal optimization
2928,primal problem,primal problem
2929,primal variable,primal variable
2930,primal-dual algorithm,primal-dual algorithm
2931,primal-dual method,primal-dual method
2932,primitive,primitive
2933,principal component,principal component
2934,principal component analysis,principal component analysis
2935,prior distribution,prior distribution
2936,prior hyperparameter,prior hyperparameter
2937,prior knowledge,prior knowledge
2938,prior mean,prior mean
2939,prior probability,prior probability
2940,prior probability distribution,prior probability distribution
2941,prior variance,prior variance
2942,priority queue,priority queue
2943,privacy budget,privacy budget
2944,probabilistic context-free grammar,probabilistic context-free grammar
2945,probabilistic distribution,probabilistic distribution
2946,probabilistic formulation,probabilistic formulation
2947,probabilistic framework,probabilistic framework
2948,probabilistic generative model,probabilistic generative model
2949,probabilistic graphical model,probabilistic graphical model
2950,probabilistic inference,probabilistic inference
2951,probabilistic logic,probabilistic logic
2952,probabilistic method,probabilistic method
2953,probabilistic model,probabilistic model
2954,probabilistic relational model,probabilistic relational model
2955,probabilistic representation,probabilistic representation
2956,probabilistic semantic,probabilistic semantic
2957,probabilistic topic modeling,probabilistic topic modeling
2958,probabilistic tree,probabilistic tree
2959,probability density,probability density
2960,probability density function,probability density function
2961,probability distribution,probability distribution
2962,probability flow,probability flow
2963,probability map,probability map
2964,probability mass,probability mass
2965,probability mass function,probability mass function
2966,probability matrix,probability matrix
2967,probability measure,probability measure
2968,probability model,probability model
2969,probability multiset,probability multiset
2970,probability simplex,probability simplex
2971,probability space,probability space
2972,probability threshold,probability threshold
2973,probability transition matrix,probability transition matrix
2974,probability vector,probability vector
2975,problem space,problem space
2976,product distribution,product distribution
2977,product-of-expert,product-of-expert
2978,program induction,program induction
2979,projection algorithm,projection algorithm
2980,projection layer,projection layer
2981,projection matrix,projection matrix
2982,projection operator,projection operator
2983,projection step,projection step
2984,projective camera,projective camera
2985,projective dependency parsing,projective dependency parsing
2986,projective dependency tree,projective dependency tree
2987,projective parsing,projective parsing
2988,projective transformation,projective transformation
2989,prompt,prompt
2990,prompt engineering,prompt engineering
2991,prompt learning,prompt learning
2992,prompt tuning,prompt tuning
2993,pronoun resolution,pronoun resolution
2994,proof complexity,proof complexity
2995,proof number,proof number
2996,proof tree,proof tree
2997,propensity score,propensity score
2998,proposal distribution,proposal distribution
2999,proposal probability,proposal probability
3000,proposition,Proposition
3001,propositional,propositional
3002,propositional formula,propositional formula
3003,propositional language,propositional language
3004,propositional logic,propositional logic
3005,propositional variable,propositional variable
3006,protected attribute,protected attribute
3007,protein folding,protein folding
3008,prototype embedding,prototype embedding
3009,proximal operator,proximal operator
3010,proximal policy optimization,Proximal Policy Optimization
3011,pruning algorithm,pruning algorithm
3012,pseudo-inverse,pseudo-inverse
3013,pure strategy,pure strategy
3014,pyramid level,pyramid level
3015,q function,Q function
3016,q value,Q value
3017,q-learning,Q-learning
3018,q-network,Q-network
3019,quadratic assignment problem,quadratic assignment problem
3020,quadratic loss,quadratic loss
3021,quadratic program,quadratic program
3022,quadratic regularizer,quadratic regularizer
3023,quality estimation,Quality Estimation
3024,quantal response equilibrium,quantal response equilibrium
3025,quantified variable,quantified variable
3026,quantifier,quantifier
3027,quantile,quantile
3028,quantization,quantization
3029,quantization function,quantization function
3030,quantizer,quantizer
3031,quaternion,quaternion
3032,query complexity,query complexity
3033,query context,query context
3034,query embedding,query embedding
3035,query expansion,Query expansion
3036,query image,query image
3037,query language,query language
3038,query phase,query phase
3039,query point,query point
3040,query processing,query processing
3041,query reformulation,query reformulation
3042,query representation,query representation
3043,query strategy,query strategy
3044,query time,query time
3045,query vector,query vector
3046,query-document pair,query-document pair
3047,r-precision,R-Precision
3048,rademacher complexity,Rademacher complexity
3049,radiance field,radiance field
3050,random crop,random crop
3051,random feature,random feature
3052,random forest classifier,Random Forest classifier
3053,random matrix theory,random matrix theory
3054,random policy,random policy
3055,random projection,random projection
3056,random projection algorithm,random projection algorithm
3057,random sampling,random sampling
3058,random seed,random seed
3059,random variable,random variable
3060,random vector,random vector
3061,random walk model,random walk model
3062,randomization,randomization
3063,randomized algorithm,randomized algorithm
3064,randomized smoothing,randomized smoothing
3065,range query,range query
3066,rank,rank
3067,rank-one update,rank-one update
3068,ranking algorithm,ranking algorithm
3069,ranking function,ranking function
3070,reachable state,reachable state
3071,reading comprehension,Reading Comprehension
3072,readout function,readout function
3073,recall,recall
3074,receiver operating characteristic curve,Receiver Operating Characteristic Curve
3075,receptive field,receptive field
3076,recognition,recognition
3077,recognition model,recognition model
3078,recommendation algorithm,recommendation algorithm
3079,recommendation model,recommendation model
3080,recommendation system,recommendation system
3081,recommender,recommender
3082,recommender system,recommender system
3083,reconstruction algorithm,reconstruction algorithm
3084,reconstruction error,reconstruction error
3085,reconstruction loss,reconstruction loss
3086,recovery algorithm,recovery algorithm
3087,recurrent,recurrent
3088,recurrent architecture,recurrent architecture
3089,recurrent autoencoder,recurrent autoencoder
3090,recurrent connection,recurrent connection
3091,recurrent dynamic,recurrent dynamic
3092,recurrent layer,Recurrent layer
3093,recurrent model,recurrent model
3094,recurrent network,recurrent network
3095,recurrent state,recurrent state
3096,recursion,recursion
3097,recursive call,recursive call
3098,recursive neural model,recursive neural model
3099,recursive neural network,recursive neural network
3100,reference distribution,reference distribution
3101,reference resolution,reference resolution
3102,reference text,reference text
3103,refinement network,refinement network
3104,regression,regression
3105,regression analysis,regression analysis
3106,regression coefficient,regression coefficient
3107,regression function,regression function
3108,regression model,regression model
3109,regression problem,regression problem
3110,regression task,regression task
3111,regression tree,regression tree
3112,regressor,Regressor
3113,regret matching,regret matching
3114,regret minimization,regret minimization
3115,regret minimization algorithm,regret minimization algorithm
3116,regret minimizer,regret minimizer
3117,regular expression,regular expression
3118,regularisation,regularisation
3119,regularization,regularization
3120,regularization constant,regularization constant
3121,regularization function,regularization function
3122,regularization loss,regularization loss
3123,regularization parameter,regularization parameter
3124,regularization path,regularization path
3125,regularization penalty,regularization penalty
3126,regularization strength,regularization strength
3127,regularization term,regularization term
3128,regularization weight,regularization weight
3129,regularizer,regularizer
3130,reinforcement learning algorithm,reinforcement learning algorithm
3131,rejection sampling,rejection sampling
3132,relation extraction,relation extraction
3133,relation type,relation type
3134,relational tuple,relational tuple
3135,relative entropy,relative entropy
3136,relative positional embedding,relative positional embedding
3137,relevance score,relevance score
3138,renormalization,renormalization
3139,reparameterization,reparameterization
3140,reparameterization trick,reparameterization trick
3141,replay buffer,replay buffer
3142,replay memory,replay memory
3143,representation learning,representation learning
3144,representation matrix,representation matrix
3145,representation space,representation space
3146,representation vector,representation vector
3147,representer theorem,representer theorem
3148,reprojection,reprojection
3149,reprojection error,reprojection error
3150,reranker,reranker
3151,reranking model,reranking model
3152,reranking parser,reranking parser
3153,reservoir sampling,reservoir sampling
3154,residual block,residual block
3155,residual branch,residual branch
3156,residual connection,residual connection
3157,residual error,residual error
3158,residual function,residual function
3159,residual graph,residual graph
3160,residual learning,residual learning
3161,residual network,residual network
3162,restricted isometry property,restricted isometry property
3163,retrieval,retrieval
3164,retrieval function,retrieval function
3165,retrieval method,retrieval method
3166,retrieval model,retrieval model
3167,retrieval system,retrieval system
3168,reverse-mode,reverse-mode
3169,reward,reward
3170,reward function,reward function
3171,reward model,reward model
3172,reward shaping,reward shaping
3173,reward signal,reward signal
3174,rhetorical structure theory,Rhetorical Structure Theory
3175,ridge regression,ridge regression
3176,ridge regularization,ridge regularization
3177,riemannian geometry,Riemannian geometry
3178,riemannian gradient,Riemannian gradient
3179,riemannian manifold,Riemannian manifold
3180,right-to-left model,right-to-left model
3181,rigid body transformation,rigid body transformation
3182,rigid transformation,rigid transformation
3183,risk minimization,risk minimization
3184,roberta-large,roberta-large
3185,robotic,robotic
3186,robust optimization,robust optimization
3187,robust risk,robust risk
3188,robustness,robustness
3189,role assertion,role assertion
3190,role atom,role atom
3191,role classification,role classification
3192,role name,role name
3193,roll-out policy,roll-out policy
3194,rollout,rollout
3195,rollout length,rollout length
3196,root mean square error,root mean square error
3197,root node,root node
3198,rotation angle,rotation angle
3199,rotation invariance,rotation invariance
3200,rotation matrix,rotation matrix
3201,row vector,row vector
3202,rule body,rule body
3203,runtime complexity,runtime complexity
3204,s node,S node
3205,saddle-point problem,saddle-point problem
3206,saliency,saliency
3207,saliency map,saliency map
3208,sample complexity,sample complexity
3209,sample covariance matrix,sample covariance matrix
3210,sample efficiency,sample efficiency
3211,sample selection,sample selection
3212,sample space,sample space
3213,sample variance,sample variance
3214,sample-efficient,sample-efficient
3215,sampler,sampler
3216,sampling algorithm,sampling algorithm
3217,satisfiability,satisfiability
3218,satisfiability problem,satisfiability problem
3219,scalability,scalability
3220,scalar,scalar
3221,scalar product,scalar product
3222,scalarization,scalarization
3223,scale invariance,scale invariance
3224,scale parameter,scale parameter
3225,scaled dot-product,scaled dot-product
3226,scene category,scene category
3227,scene classification,scene classification
3228,scene classifier,scene classifier
3229,scene flow,scene flow
3230,scene flow estimation,scene flow estimation
3231,scene geometry,scene geometry
3232,scene graph,scene graph
3233,scene parsing,scene parsing
3234,scene recognition,scene recognition
3235,scene reconstruction,scene reconstruction
3236,scene representation,scene representation
3237,scene understanding,scene understanding
3238,scheduler,scheduler
3239,schema item,schema item
3240,score function,score function
3241,score matching,score matching
3242,score vector,score vector
3243,scoring function,scoring function
3244,search algorithm,search algorithm
3245,search problem,search problem
3246,search procedure,search procedure
3247,search space,search space
3248,search tree,search tree
3249,second order,second order
3250,second order statistic,second order statistic
3251,second-order optimization,second-order optimization
3252,second-order potential,second-order potential
3253,segmentation,segmentation
3254,segmentation algorithm,segmentation algorithm
3255,segmentation map,segmentation map
3256,segmentation mask,segmentation mask
3257,selection bias,selection bias
3258,selectional preference,selectional preference
3259,self-attention,self-attention
3260,self-attention head,self-attention head
3261,self-attention layer,self-attention layer
3262,self-attention matrix,self-attention matrix
3263,self-attention mechanism,self-attention mechanism
3264,self-attention model,self-attention model
3265,self-attention module,self-attention module
3266,self-learning,self-learning
3267,self-loop,self-loop
3268,self-play,self-play
3269,self-supervision,self-supervision
3270,self-training,self-training
3271,semantic alignment,semantic alignment
3272,semantic analysis,semantic analysis
3273,semantic annotation,semantic annotation
3274,semantic category,semantic category
3275,semantic class,semantic class
3276,semantic constraint,semantic constraint
3277,semantic distance,semantic distance
3278,semantic encoder,semantic encoder
3279,semantic equivalence,semantic equivalence
3280,semantic feature,semantic feature
3281,semantic graph,semantic graph
3282,semantic information,semantic information
3283,semantic interpretation,semantic interpretation
3284,semantic label,semantic label
3285,semantic memory,semantic memory
3286,semantic model,semantic model
3287,semantic network,semantic network
3288,semantic object,semantic object
3289,semantic operator,semantic operator
3290,semantic parse,semantic parse
3291,semantic parser,semantic parser
3292,semantic priming,semantic priming
3293,semantic relation,semantic relation
3294,semantic representation,semantic representation
3295,semantic role,semantic role
3296,semantic role label,semantic role label
3297,semantic search,semantic search
3298,semantic segmentation,semantic segmentation
3299,semantic similarity,semantic similarity
3300,semantic similarity measure,semantic similarity measure
3301,semantic space,semantic space
3302,semantic structure,semantic structure
3303,semantic symbol,semantic symbol
3304,semantic textual similarity,semantic textual similarity
3305,semantic unit,semantic unit
3306,semantic vector,semantic vector
3307,semantic vector space,semantic vector space
3308,semi-definite programming,semi-definite programming
3309,semi-supervised clustering,semi-supervised clustering
3310,semi-supervised learning,semi-supervised learning
3311,semi-supervision,semi-supervision
3312,semidefinite program,semidefinite program
3313,sense disambiguation,sense disambiguation
3314,sensitive attribute,sensitive attribute
3315,sensitivity analysis,sensitivity analysis
3316,sentence classification,sentence classification
3317,sentence compression,sentence compression
3318,sentence embedding,sentence embedding
3319,sentence encoder,sentence encoder
3320,sentence representation,sentence representation
3321,sentence segmentation,sentence segmentation
3322,sentence vector,sentence vector
3323,sentence-level,sentence-level
3324,sentence-level classification,sentence-level classification
3325,sentence-level representation,sentence-level representation
3326,sentence-piece,Sentence-Piece
3327,sentiment analysis,sentiment analysis
3328,sentiment analysis model,sentiment analysis model
3329,sentiment classification,sentiment classification
3330,sentiment classifier,sentiment classifier
3331,sentiment detection,sentiment detection
3332,sentiment transfer,sentiment transfer
3333,separation oracle,separation oracle
3334,separation parameter,separation parameter
3335,separator token,separator token
3336,seq2seq model,seq2seq model
3337,sequence alignment,sequence alignment
3338,sequence classification,sequence classification
3339,sequence database,sequence database
3340,sequence generation,sequence generation
3341,sequence labeling,sequence labeling
3342,sequence labeling model,sequence labeling model
3343,sequence length,sequence length
3344,sequence model,sequence model
3345,sequence prediction,sequence prediction
3346,sequence tagging,sequence tagging
3347,sequence transduction,sequence transduction
3348,sequence-to-sequence,sequence-to-sequence
3349,sequence-to-sequence architecture,sequence-to-sequence architecture
3350,sequence-to-sequence generation,sequence-to-sequence generation
3351,sequence-to-sequence model,sequence-to-sequence model
3352,sequence-to-sequence transduction,sequence-to-sequence transduction
3353,sequential datum,sequential datum
3354,sequential decision making,sequential decision making
3355,sequential decision-making process,sequential decision-making process
3356,sequential sampler,sequential sampler
3357,sequential tagging,sequential tagging
3358,set cover problem,set cover problem
3359,set function,set function
3360,shallow network,shallow network
3361,shape matching,shape matching
3362,shape prior,shape prior
3363,shift invariant,shift invariant
3364,shift reduce parser,shift reduce parser
3365,siamese architecture,Siamese architecture
3366,siamese network,Siamese network
3367,sibling model,sibling model
3368,sigmoid,sigmoid
3369,sigmoid activation,sigmoid activation
3370,sigmoid activation function,sigmoid activation function
3371,sigmoid function,sigmoid function
3372,signal-to-noise ratio,signal-to-noise ratio
3373,sim,sim
3374,similarity function,similarity function
3375,similarity graph,similarity graph
3376,similarity matrix,similarity matrix
3377,similarity measure,similarity measure
3378,similarity metric,similarity metric
3379,similarity score,similarity score
3380,similarity search,similarity search
3381,simplicial complex,simplicial complex
3382,simulated annealing,simulated annealing
3383,single task learning,single task learning
3384,single-label classification,single-label classification
3385,single-view data,single-view data
3386,singleton,singleton
3387,singular value,singular value
3388,singular value decomposition,singular value decomposition
3389,singular vector,singular vector
3390,skip connection,skip connection
3391,skip-gram,skip-gram
3392,skip-gram model,skip-gram model
3393,slack variable,slack variable
3394,slot,slot
3395,slot filling,slot filling
3396,slot value,slot value
3397,slot-value pair,slot-value pair
3398,smoothing parameter,smoothing parameter
3399,smoothness term,smoothness term
3400,social bias,social bias
3401,social network analysis,social network analysis
3402,soft margin,soft margin
3403,softmax activation,softmax activation
3404,softmax activation function,softmax activation function
3405,softmax classifier,softmax classifier
3406,softmax distribution,softmax distribution
3407,softmax function,softmax function
3408,softmax layer,Softmax layer
3409,softmax loss,softmax loss
3410,softplus,softplus
3411,softplus activation,softplus activation
3412,softplus function,softplus function
3413,solution space,solution space
3414,solver,solver
3415,source domain,source domain
3416,source model,source model
3417,source node,source node
3418,source sequence,source sequence
3419,source token,source token
3420,source word,source word
3421,space carving,space carving
3422,space complexity,space complexity
3423,space partitioning,space partitioning
3424,spam detection,spam detection
3425,spam filtering,spam filtering
3426,span,span
3427,sparse,sparse
3428,sparse approximation,sparse approximation
3429,sparse attention,sparse attention
3430,sparse attention pattern,sparse attention pattern
3431,sparse graph,sparse graph
3432,sparse matrix,sparse matrix
3433,sparse model,sparse model
3434,sparse reconstruction,Sparse reconstruction
3435,sparse recovery,sparse recovery
3436,sparse representation,sparse representation
3437,sparse sampling,sparse sampling
3438,sparse vector,sparse vector
3439,sparsification,sparsification
3440,sparsity,sparsity
3441,sparsity level,sparsity level
3442,sparsity regularization,sparsity regularization
3443,spatial domain,spatial domain
3444,spatial gradient,spatial gradient
3445,spatial pooling,spatial pooling
3446,spatial pyramid,spatial pyramid
3447,spearman correlation,Spearman correlation
3448,spearman rank correlation,Spearman rank correlation
3449,special token,special token
3450,spectral algorithm,spectral algorithm
3451,spectral clustering,spectral clustering
3452,spectral decomposition,spectral decomposition
3453,spectral embedding,spectral embedding
3454,spectral gap,spectral gap
3455,spectral learning,spectral learning
3456,spectral matching,spectral matching
3457,spectral method,spectral method
3458,spectral norm,spectral norm
3459,spectral property,spectral property
3460,spectrogram,spectrogram
3461,speech recognition,speech recognition
3462,speech recognizer,speech recognizer
3463,speech synthesis model,speech synthesis model
3464,speech synthesizer,speech synthesizer
3465,spurious correlation,spurious correlation
3466,squared error loss,squared error loss
3467,stable model,stable model
3468,stable model semantic,stable model semantic
3469,stance detection,stance detection
3470,standard normal distribution,standard normal distribution
3471,start token,start token
3472,state,state
3473,state action pair,state action pair
3474,state distribution,state distribution
3475,state estimation,state estimation
3476,state machine,state machine
3477,state matrix,state matrix
3478,state of the art algorithm,state of the art algorithm
3479,state representation,state representation
3480,state sequence,state sequence
3481,state space,state space
3482,state trajectory,state trajectory
3483,state transition,state transition
3484,state transition function,state transition function
3485,state transition matrix,state transition matrix
3486,state transition model,state transition model
3487,state transition probability,state transition probability
3488,state value function,state value function
3489,state variable,state variable
3490,state vector,state vector
3491,state-action distribution,state-action distribution
3492,state-action space,state-action space
3493,state-action value,state-action value
3494,state-action value function,state-action value function
3495,state-of-the-art,State-of-the-art
3496,state-of-the-art baseline,state-of-the-art baseline
3497,state-of-the-art method,state-of-the-art method
3498,state-of-the-art model,state-of-the-art model
3499,state-of-the-art system,state-of-the-art system
3500,static analysis,static analysis
3501,stationarity,stationarity
3502,stationary distribution,stationary distribution
3503,stationary kernel,stationary kernel
3504,stationary policy,stationary policy
3505,statistical analysis,statistical analysis
3506,statistical independence,statistical independence
3507,statistical learning,statistical learning
3508,statistical learning algorithm,statistical learning algorithm
3509,statistical learning theory,statistical learning theory
3510,statistical machine translation,Statistical Machine Translation
3511,statistical machine translation system,statistical machine translation system
3512,statistical measure,statistical measure
3513,statistical model,statistical model
3514,statistical translation model,statistical translation model
3515,steerable filter,steerable filter
3516,stemmer,stemmer
3517,stereo algorithm,stereo algorithm
3518,stereo benchmark,stereo benchmark
3519,stereo disparity,stereo disparity
3520,stereo image,stereo image
3521,stereo matching,stereo matching
3522,stereo pair,stereo pair
3523,stereo reconstruction,stereo reconstruction
3524,stereo vision,stereo vision
3525,stochastic algorithm,stochastic algorithm
3526,stochastic approximation,stochastic approximation
3527,stochastic depth,stochastic depth
3528,stochastic differential equation,stochastic differential equation
3529,stochastic dynamic,stochastic dynamic
3530,stochastic environment,stochastic environment
3531,stochastic game,stochastic game
3532,stochastic gradient,stochastic gradient
3533,stochastic gradient algorithm,stochastic gradient algorithm
3534,stochastic gradient ascent,stochastic gradient ascent
3535,stochastic gradient descent,stochastic gradient descent
3536,stochastic gradient method,stochastic gradient method
3537,stochastic grammar,stochastic grammar
3538,stochastic matrix,stochastic matrix
3539,stochastic model,stochastic model
3540,stochastic objective,stochastic objective
3541,stochastic optimization,stochastic optimization
3542,stochastic policy,stochastic policy
3543,stochastic process,stochastic process
3544,stochastic sampling,stochastic sampling
3545,stochastic search algorithm,stochastic search algorithm
3546,stochastic subgradient descent,stochastic subgradient descent
3547,stochastic transition matrix,stochastic transition matrix
3548,stochastic variational inference,stochastic variational inference
3549,stochasticity,stochasticity
3550,stop word,stop word
3551,stop-gradient,stop-gradient
3552,stop-gradient operation,stop-gradient operation
3553,stopping condition,stopping condition
3554,stopping criterion,stopping criterion
3555,story cloze test,Story Cloze Test
3556,stratified sampling,stratified sampling
3557,streaming algorithm,streaming algorithm
3558,streaming datum,streaming datum
3559,streaming model,streaming model
3560,stride,stride
3561,string kernel metric,string kernel metric
3562,structural learning,structural learning
3563,structural risk minimization,structural risk minimization
3564,structure from motion,Structure from motion
3565,structure learning,structure learning
3566,structured datum,structured datum
3567,structured output,structured output
3568,structured perceptron,structured perceptron
3569,structured prediction,structured prediction
3570,structured prediction model,structured prediction model
3571,structured prediction problem,structured prediction problem
3572,structured support vector machine,structured support vector machine
3573,student model,student model
3574,style transfer,style transfer
3575,sub-gradient,sub-gradient
3576,sub-gradient descent,sub-gradient descent
3577,sub-networks,sub-networks
3578,sub-population,sub-population
3579,sub-word,sub-word
3580,sub-word tokenization,sub-word tokenization
3581,subgame,subgame
3582,subgradient method,subgradient method
3583,subgraph isomorphism,subgraph isomorphism
3584,subgraph selection,subgraph selection
3585,submatrice,submatrice
3586,submatrix,submatrix
3587,submodular,submodular
3588,submodular function,submodular function
3589,submodular function optimization,submodular function optimization
3590,submodular influence function,submodular influence function
3591,submodular optimization,submodular optimization
3592,submodular polyhedron,submodular polyhedron
3593,submodular set function,submodular set function
3594,submodularity,Submodularity
3595,subnetwork,subnetwork
3596,suboptimal,suboptimal
3597,subpixel,subpixel
3598,subsample,subsample
3599,subsampling factor,subsampling factor
3600,subspace learning,subspace learning
3601,subspace method,subspace method
3602,subspace projection,subspace projection
3603,substitution,substitution
3604,subsumption,subsumption
3605,subsumption relation,subsumption relation
3606,subtree,subtree
3607,subwindow,subwindow
3608,subword token,subword token
3609,subword unit,subword unit
3610,successor function,successor function
3611,successor state,successor state
3612,successor state axiom,successor state axiom
3613,sufficient statistic,sufficient statistic
3614,suffix tree,suffix tree
3615,summarization,summarization
3616,summarization algorithm,summarization algorithm
3617,summarization model,summarization model
3618,summarization system,summarization system
3619,super-pixel,super-pixel
3620,super-resolution,super-resolution
3621,supergradient,supergradient
3622,supertag,supertag
3623,support,support
3624,support set,support set
3625,support threshold,support threshold
3626,support vector,support vector
3627,surface normal,surface normal
3628,surface normal estimator,surface normal estimator
3629,surface normal prediction,surface normal prediction
3630,surface realization,surface realization
3631,surrogate,surrogate
3632,surrogate function,surrogate function
3633,surrogate loss,surrogate loss
3634,surrogate loss function,surrogate loss function
3635,surrogate model,surrogate model
3636,symbol grounding problem,symbol grounding problem
3637,symbolic representation,symbolic representation
3638,symmetric matrix,symmetric matrix
3639,symmetric positive semidefinite matrix,symmetric positive semidefinite matrix
3640,symmetrization,symmetrization
3641,synchronous context-free grammar,synchronous context-free grammar
3642,synonymy,synonymy
3643,synset,synset
3644,syntactic analysis,syntactic analysis
3645,syntactic category,syntactic category
3646,syntactic constraint,syntactic constraint
3647,syntactic dependency,syntactic dependency
3648,syntactic dependency parsing,syntactic dependency parsing
3649,syntactic dependency tree,syntactic dependency tree
3650,syntactic feature,syntactic feature
3651,syntactic information,syntactic information
3652,syntactic parse,syntactic parse
3653,syntactic parser,syntactic parser
3654,syntactic regularity,syntactic regularity
3655,syntactic representation,syntactic representation
3656,syntactic similarity,syntactic similarity
3657,syntactic structure,syntactic structure
3658,syntactic tree,syntactic tree
3659,syntax tree,syntax tree
3660,synthetic dataset,synthetic dataset
3661,system identification,system identification
3662,t-test,t-test
3663,t5 model,T5 model
3664,t5-base,T5-base
3665,t5-base model,T5-base model
3666,t5-large model,T5-large model
3667,tag recommendation,tag recommendation
3668,tag sequence,tag sequence
3669,tagger,tagger
3670,tagset,tagset
3671,tail entity,tail entity
3672,tangent space,tangent space
3673,tanh activation function,tanh activation function
3674,target,target
3675,target classifier,target classifier
3676,target distribution,target distribution
3677,target domain,target domain
3678,target function,target function
3679,target instance,target instance
3680,target model,target model
3681,target network,target network
3682,target node,target node
3683,target policy,target policy
3684,target sentence,target sentence
3685,target sequence,target sequence
3686,target task,target task
3687,target token,target token
3688,target variable,target variable
3689,target vector,target vector
3690,target vocabulary,target vocabulary
3691,target word,target word
3692,target-to-source model,target-to-source model
