,English,English_human
2776,perturbation analysis,perturbation analysis
2777,perturbation variance,perturbation variance
2778,phase retrieval,phase retrieval
2779,phoneme,phoneme
2780,phoneme segmentation,phoneme segmentation
2781,photoconsistency,photoconsistency
2782,photometric consistency,photometric consistency
2783,photometric error,photometric error
2784,photometric loss,photometric loss
2785,photometric stereo,photometric stereo
2786,phrase structure tree,phrase structure tree
2787,phrase table,phrase table
2788,piecewise linear,piecewise linear
2789,piecewise planar,piecewise planar
2790,pipeline,pipeline
2791,pixel,pixel
2792,pixel labeling,pixel labeling
2793,pixel-level,pixel-level
2794,pixel-wise,pixel-wise
2795,place recognition,place recognition
2796,placeholder,placeholder
2797,planning,planning
2798,planning problem,planning problem
2799,planning task,planning task
2800,platt scaling,Platt scaling
2801,plug-in estimator,plug-in estimator
2802,pobj,pobj
2803,point cloud,point cloud
2804,point correspondence,point correspondence
2805,point estimate,point estimate
2806,point match,point match
2807,pointwise,pointwise
2808,pointwise multiplication,pointwise multiplication
2809,poisson distribution,Poisson distribution
2810,poisson point process,Poisson point process
2811,poisson random variable,Poisson random variable
2812,poisson rate,Poisson rate
2813,policy,policy
2814,policy class,policy class
2815,policy distribution,policy distribution
2816,policy entropy,policy entropy
2817,policy evaluation,policy evaluation
2818,policy gradient,policy gradient
2819,policy gradient algorithm,policy gradient algorithm
2820,policy gradient estimator,policy gradient estimator
2821,policy gradient method,policy gradient method
2822,policy gradient theorem,policy gradient theorem
2823,policy improvement,policy improvement
2824,policy iteration,policy iteration
2825,policy learning,policy learning
2826,policy network,policy network
2827,policy optimization,policy optimization
2828,policy parameter,policy parameter
2829,policy representation,policy representation
2830,policy sketch,policy sketch
2831,policy space,policy space
2832,polygon mesh,polygon mesh
2833,polylog,polylog
2834,polylogarithmic,polylogarithmic
2835,polynomial,polynomial
2836,polynomial delay,polynomial delay
2837,polynomial kernel,polynomial kernel
2838,polynomial time,polynomial time
2839,polynomial time algorithm,polynomial time algorithm
2840,pooling layer,pooling layer
2841,pooling operation,pooling operation
2842,pose estimation,pose estimation
2843,pose parameter,pose parameter
2844,pose prior,pose prior
2845,pose space,pose space
2846,position bias,position bias
2847,position embedding,position embedding
2848,positional bias,positional bias
2849,positional embedding,positional embedding
2850,positional encoding,positional encoding
2851,positive definite,positive definite
2852,positive pair,positive pair
2853,positive semidefinite,positive semidefinite
2854,positive semidefinite kernel,positive semidefinite kernel
2855,positive semidefinite matrix,positive semidefinite matrix
2856,post-editing,post-editing
2857,post-hoc,post-hoc
2858,post-hoc analysis,post-hoc analysis
2859,post-processing,post-processing
2860,posterior,posterior
2861,posterior approximation,posterior approximation
2862,posterior density,posterior density
2863,posterior distribution,posterior distribution
2864,posterior entropy,posterior entropy
2865,posterior estimation,posterior estimation
2866,posterior inference,posterior inference
2867,posterior mean,posterior mean
2868,posterior mean function,posterior mean function
2869,posterior probability,posterior probability
2870,posterior probability distribution,posterior probability distribution
2871,posterior sample,posterior sample
2872,posterior variance,posterior variance
2873,potential function,potential function
2874,potential heuristic,potential heuristic
2875,power iteration method,power iteration method
2876,power law distribution,power law distribution
2877,power method,power method
2878,pre-logit,pre-logit
2879,pre-processing,pre-processing
2880,pre-terminals,pre-terminals
2881,pre-train,pre-train
2882,pre-trained checkpoint,pre-trained checkpoint
2883,pre-trained embedding,pre-trained embedding
2884,pre-trained language model,pre-trained language model
2885,pre-trained model,pre-trained model
2886,pre-trained weight,pre-trained weight
2887,pre-training corpus,pre-training corpus
2888,pre-training datum,pre-training datum
2889,pre-training objective,pre-training objective
2890,pre-training task,pre-training task
2891,precision,precision
2892,precision matrix,precision matrix
2893,precision-at-10,precision-at-10
2894,precision-recall curve,precision-recall curve
2895,precision-recall graph,precision-recall graph
2896,precondition,precondition
2897,preconditioner,preconditioner
2898,predicate logic,predicate logic
2899,predicate symbol,predicate symbol
2900,predicate-argument relation,predicate-argument relation
2901,predicate-argument structure,predicate-argument structure
2902,prediction,prediction
2903,prediction accuracy,prediction accuracy
2904,prediction entropy,prediction entropy
2905,prediction error,prediction error
2906,prediction head,prediction head
2907,prediction invariance,prediction invariance
2908,prediction model,prediction model
2909,prediction network,prediction network
2910,prediction variance,prediction variance
2911,predictive coding,predictive coding
2912,predictive distribution,predictive distribution
2913,predictive likelihood,predictive likelihood
2914,predictive model,predictive model
2915,predictive performance,predictive performance
2916,predictor,predictor
2917,prefix,prefix
2918,prefix sum,prefix sum
2919,prefix tree,prefix tree
2920,preimage,preimage
2921,prepositional phrase,prepositional phrase
2922,preprocessing phase,preprocessing phase
2923,presence penalty,presence penalty
2924,pretrained multilingual model,pretrained multilingual model
2925,primal objective function,primal objective function
2926,primal optimization,primal optimization
2927,primal problem,primal problem
2928,primal variable,primal variable
2929,primal-dual algorithm,primal-dual algorithm
2930,primal-dual method,primal-dual method
2931,primitive,primitive
2932,principal component,principal component
2933,principal component analysis,principal component analysis
2934,prior distribution,prior distribution
2935,prior hyperparameter,prior hyperparameter
2936,prior knowledge,prior knowledge
2937,prior mean,prior mean
2938,prior probability,prior probability
2939,prior probability distribution,prior probability distribution
2940,prior variance,prior variance
2941,priority queue,priority queue
2942,privacy budget,privacy budget
2943,probabilistic context-free grammar,probabilistic context-free grammar
2944,probabilistic distribution,probabilistic distribution
2945,probabilistic formulation,probabilistic formulation
2946,probabilistic framework,probabilistic framework
2947,probabilistic generative model,probabilistic generative model
2948,probabilistic graphical model,probabilistic graphical model
2949,probabilistic inference,probabilistic inference
2950,probabilistic logic,probabilistic logic
2951,probabilistic method,probabilistic method
2952,probabilistic model,probabilistic model
2953,probabilistic relational model,probabilistic relational model
2954,probabilistic representation,probabilistic representation
2955,probabilistic semantic,probabilistic semantic
2956,probabilistic topic modeling,probabilistic topic modeling
2957,probabilistic tree,probabilistic tree
2958,probability density,probability density
2959,probability density function,probability density function
2960,probability distribution,probability distribution
2961,probability flow,probability flow
2962,probability map,probability map
2963,probability mass,probability mass
2964,probability mass function,probability mass function
2965,probability matrix,probability matrix
2966,probability measure,probability measure
2967,probability model,probability model
2968,probability multiset,probability multiset
2969,probability simplex,probability simplex
2970,probability space,probability space
2971,probability threshold,probability threshold
2972,probability transition matrix,probability transition matrix
2973,probability vector,probability vector
2974,problem space,problem space
2975,product distribution,product distribution
2976,product-of-expert,product-of-expert
2977,program induction,program induction
2978,projection algorithm,projection algorithm
2979,projection layer,projection layer
2980,projection matrix,projection matrix
2981,projection operator,projection operator
2982,projection step,projection step
2983,projective camera,projective camera
2984,projective dependency parsing,projective dependency parsing
2985,projective dependency tree,projective dependency tree
2986,projective parsing,projective parsing
2987,projective transformation,projective transformation
2988,prompt,prompt
2989,prompt engineering,prompt engineering
2990,prompt learning,prompt learning
2991,prompt tuning,prompt tuning
2992,pronoun resolution,pronoun resolution
2993,proof complexity,proof complexity
2994,proof number,proof number
2995,proof tree,proof tree
2996,propensity score,propensity score
2997,proposal distribution,proposal distribution
2998,proposal probability,proposal probability
2999,proposition,Proposition
3000,propositional,propositional
3001,propositional formula,propositional formula
3002,propositional language,propositional language
3003,propositional logic,propositional logic
3004,propositional variable,propositional variable
3005,protected attribute,protected attribute
3006,protein folding,protein folding
3007,prototype embedding,prototype embedding
3008,proximal operator,proximal operator
3009,proximal policy optimization,Proximal Policy Optimization
3010,pruning algorithm,pruning algorithm
3011,pseudo-inverse,pseudo-inverse
3012,pure strategy,pure strategy
3013,pyramid level,pyramid level
3014,q function,Q function
3015,q value,Q value
3016,q-learning,Q-learning
3017,q-network,Q-network
3018,quadratic assignment problem,quadratic assignment problem
3019,quadratic loss,quadratic loss
3020,quadratic program,quadratic program
3021,quadratic regularizer,quadratic regularizer
3022,quality estimation,Quality Estimation
3023,quantal response equilibrium,quantal response equilibrium
3024,quantified variable,quantified variable
3025,quantifier,quantifier
3026,quantile,quantile
3027,quantization,quantization
3028,quantization function,quantization function
3029,quantizer,quantizer
3030,quaternion,quaternion
3031,query complexity,query complexity
3032,query context,query context
3033,query embedding,query embedding
3034,query expansion,Query expansion
3035,query image,query image
3036,query language,query language
3037,query phase,query phase
3038,query point,query point
3039,query processing,query processing
3040,query reformulation,query reformulation
3041,query representation,query representation
3042,query strategy,query strategy
3043,query time,query time
3044,query vector,query vector
3045,query-document pair,query-document pair
3046,r-precision,R-Precision
3047,rademacher complexity,Rademacher complexity
3048,radiance field,radiance field
3049,random crop,random crop
3050,random feature,random feature
3051,random forest classifier,Random Forest classifier
3052,random matrix theory,random matrix theory
3053,random policy,random policy
3054,random projection,random projection
3055,random projection algorithm,random projection algorithm
3056,random sampling,random sampling
3057,random seed,random seed
3058,random variable,random variable
3059,random vector,random vector
3060,random walk model,random walk model
3061,randomization,randomization
3062,randomized algorithm,randomized algorithm
3063,randomized smoothing,randomized smoothing
3064,range query,range query
3065,rank,rank
3066,rank-one update,rank-one update
3067,ranking algorithm,ranking algorithm
3068,ranking function,ranking function
3069,reachable state,reachable state
3070,reading comprehension,Reading Comprehension
3071,readout function,readout function
3072,recall,recall
3073,receiver operating characteristic curve,Receiver Operating Characteristic Curve
3074,receptive field,receptive field
3075,recognition,recognition
3076,recognition model,recognition model
3077,recommendation algorithm,recommendation algorithm
3078,recommendation model,recommendation model
3079,recommendation system,recommendation system
3080,recommender,recommender
3081,recommender system,recommender system
3082,reconstruction algorithm,reconstruction algorithm
3083,reconstruction error,reconstruction error
3084,reconstruction loss,reconstruction loss
3085,recovery algorithm,recovery algorithm
3086,recurrent,recurrent
3087,recurrent architecture,recurrent architecture
3088,recurrent autoencoder,recurrent autoencoder
3089,recurrent connection,recurrent connection
3090,recurrent dynamic,recurrent dynamic
3091,recurrent layer,Recurrent layer
3092,recurrent model,recurrent model
3093,recurrent network,recurrent network
3094,recurrent state,recurrent state
3095,recursion,recursion
3096,recursive call,recursive call
3097,recursive neural model,recursive neural model
3098,recursive neural network,recursive neural network
3099,reference distribution,reference distribution
3100,reference resolution,reference resolution
3101,reference text,reference text
3102,refinement network,refinement network
3103,regression,regression
3104,regression analysis,regression analysis
3105,regression coefficient,regression coefficient
3106,regression function,regression function
3107,regression model,regression model
3108,regression problem,regression problem
3109,regression task,regression task
3110,regression tree,regression tree
3111,regressor,Regressor
3112,regret matching,regret matching
3113,regret minimization,regret minimization
3114,regret minimization algorithm,regret minimization algorithm
3115,regret minimizer,regret minimizer
3116,regular expression,regular expression
3117,regularisation,regularisation
3118,regularization,regularization
3119,regularization constant,regularization constant
3120,regularization function,regularization function
3121,regularization loss,regularization loss
3122,regularization parameter,regularization parameter
3123,regularization path,regularization path
3124,regularization penalty,regularization penalty
3125,regularization strength,regularization strength
3126,regularization term,regularization term
3127,regularization weight,regularization weight
3128,regularizer,regularizer
3129,reinforcement learning algorithm,reinforcement learning algorithm
3130,rejection sampling,rejection sampling
3131,relation extraction,relation extraction
3132,relation type,relation type
3133,relational tuple,relational tuple
3134,relative entropy,relative entropy
3135,relative positional embedding,relative positional embedding
3136,relevance score,relevance score
3137,renormalization,renormalization
3138,reparameterization,reparameterization
3139,reparameterization trick,reparameterization trick
3140,replay buffer,replay buffer
3141,replay memory,replay memory
3142,representation learning,representation learning
3143,representation matrix,representation matrix
3144,representation space,representation space
3145,representation vector,representation vector
3146,representer theorem,representer theorem
3147,reprojection,reprojection
3148,reprojection error,reprojection error
3149,reranker,reranker
3150,reranking model,reranking model
3151,reranking parser,reranking parser
3152,reservoir sampling,reservoir sampling
3153,residual block,residual block
3154,residual branch,residual branch
3155,residual connection,residual connection
3156,residual error,residual error
3157,residual function,residual function
3158,residual graph,residual graph
3159,residual learning,residual learning
3160,residual network,residual network
3161,restricted isometry property,restricted isometry property
3162,retrieval,retrieval
3163,retrieval function,retrieval function
3164,retrieval method,retrieval method
3165,retrieval model,retrieval model
3166,retrieval system,retrieval system
3167,reverse-mode,reverse-mode
3168,reward,reward
3169,reward function,reward function
3170,reward model,reward model
3171,reward shaping,reward shaping
3172,reward signal,reward signal
3173,rhetorical structure theory,Rhetorical Structure Theory
3174,ridge regression,ridge regression
3175,ridge regularization,ridge regularization
3176,riemannian geometry,Riemannian geometry
3177,riemannian gradient,Riemannian gradient
3178,riemannian manifold,Riemannian manifold
3179,right-to-left model,right-to-left model
3180,rigid body transformation,rigid body transformation
3181,rigid transformation,rigid transformation
3182,risk minimization,risk minimization
3183,roberta-large,roberta-large
3184,robotic,robotic
3185,robust optimization,robust optimization
3186,robust risk,robust risk
3187,robustness,robustness
3188,role assertion,role assertion
3189,role atom,role atom
3190,role classification,role classification
3191,role name,role name
3192,roll-out policy,roll-out policy
3193,rollout,rollout
3194,rollout length,rollout length
3195,root mean square error,root mean square error
3196,root node,root node
3197,rotation angle,rotation angle
3198,rotation invariance,rotation invariance
3199,rotation matrix,rotation matrix
3200,row vector,row vector
3201,rule body,rule body
3202,runtime complexity,runtime complexity
3203,s node,S node
3204,saddle-point problem,saddle-point problem
3205,saliency,saliency
3206,saliency map,saliency map
3207,sample complexity,sample complexity
3208,sample covariance matrix,sample covariance matrix
3209,sample efficiency,sample efficiency
3210,sample selection,sample selection
3211,sample space,sample space
3212,sample variance,sample variance
3213,sample-efficient,sample-efficient
3214,sampler,sampler
3215,sampling algorithm,sampling algorithm
3216,satisfiability,satisfiability
3217,satisfiability problem,satisfiability problem
3218,scalability,scalability
3219,scalar,scalar
3220,scalar product,scalar product
3221,scalarization,scalarization
3222,scale invariance,scale invariance
3223,scale parameter,scale parameter
3224,scaled dot-product,scaled dot-product
3225,scene category,scene category
3226,scene classification,scene classification
3227,scene classifier,scene classifier
3228,scene flow,scene flow
3229,scene flow estimation,scene flow estimation
3230,scene geometry,scene geometry
3231,scene graph,scene graph
3232,scene parsing,scene parsing
3233,scene recognition,scene recognition
3234,scene reconstruction,scene reconstruction
3235,scene representation,scene representation
3236,scene understanding,scene understanding
3237,scheduler,scheduler
3238,schema item,schema item
3239,score function,score function
3240,score matching,score matching
3241,score vector,score vector
3242,scoring function,scoring function
3243,search algorithm,search algorithm
3244,search problem,search problem
3245,search procedure,search procedure
3246,search space,search space
3247,search tree,search tree
3248,second order,second order
3249,second order statistic,second order statistic
3250,second-order optimization,second-order optimization
3251,second-order potential,second-order potential
3252,segmentation,segmentation
3253,segmentation algorithm,segmentation algorithm
3254,segmentation map,segmentation map
3255,segmentation mask,segmentation mask
3256,selection bias,selection bias
3257,selectional preference,selectional preference
3258,self-attention,self-attention
3259,self-attention head,self-attention head
3260,self-attention layer,self-attention layer
3261,self-attention matrix,self-attention matrix
3262,self-attention mechanism,self-attention mechanism
3263,self-attention model,self-attention model
3264,self-attention module,self-attention module
3265,self-learning,self-learning
3266,self-loop,self-loop
3267,self-play,self-play
3268,self-supervision,self-supervision
3269,self-training,self-training
3270,semantic alignment,semantic alignment
3271,semantic analysis,semantic analysis
3272,semantic annotation,semantic annotation
3273,semantic category,semantic category
3274,semantic class,semantic class
3275,semantic constraint,semantic constraint
3276,semantic distance,semantic distance
3277,semantic encoder,semantic encoder
3278,semantic equivalence,semantic equivalence
3279,semantic feature,semantic feature
3280,semantic graph,semantic graph
3281,semantic information,semantic information
3282,semantic interpretation,semantic interpretation
3283,semantic label,semantic label
3284,semantic memory,semantic memory
3285,semantic model,semantic model
3286,semantic network,semantic network
3287,semantic object,semantic object
3288,semantic operator,semantic operator
3289,semantic parse,semantic parse
3290,semantic parser,semantic parser
3291,semantic priming,semantic priming
3292,semantic relation,semantic relation
3293,semantic representation,semantic representation
3294,semantic role,semantic role
3295,semantic role label,semantic role label
3296,semantic search,semantic search
3297,semantic segmentation,semantic segmentation
3298,semantic similarity,semantic similarity
3299,semantic similarity measure,semantic similarity measure
3300,semantic space,semantic space
3301,semantic structure,semantic structure
3302,semantic symbol,semantic symbol
3303,semantic textual similarity,semantic textual similarity
3304,semantic unit,semantic unit
3305,semantic vector,semantic vector
3306,semantic vector space,semantic vector space
3307,semi-definite programming,semi-definite programming
3308,semi-supervised clustering,semi-supervised clustering
3309,semi-supervised learning,semi-supervised learning
3310,semi-supervision,semi-supervision
3311,semidefinite program,semidefinite program
3312,sense disambiguation,sense disambiguation
3313,sensitive attribute,sensitive attribute
3314,sensitivity analysis,sensitivity analysis
3315,sentence classification,sentence classification
3316,sentence compression,sentence compression
3317,sentence embedding,sentence embedding
3318,sentence encoder,sentence encoder
3319,sentence representation,sentence representation
3320,sentence segmentation,sentence segmentation
3321,sentence vector,sentence vector
3322,sentence-level,sentence-level
3323,sentence-level classification,sentence-level classification
3324,sentence-level representation,sentence-level representation
3325,sentence-piece,Sentence-Piece
3326,sentiment analysis,sentiment analysis
3327,sentiment analysis model,sentiment analysis model
3328,sentiment classification,sentiment classification
3329,sentiment classifier,sentiment classifier
3330,sentiment detection,sentiment detection
3331,sentiment transfer,sentiment transfer
3332,separation oracle,separation oracle
3333,separation parameter,separation parameter
3334,separator token,separator token
3335,seq2seq model,seq2seq model
3336,sequence alignment,sequence alignment
3337,sequence classification,sequence classification
3338,sequence database,sequence database
3339,sequence generation,sequence generation
3340,sequence labeling,sequence labeling
3341,sequence labeling model,sequence labeling model
3342,sequence length,sequence length
3343,sequence model,sequence model
3344,sequence prediction,sequence prediction
3345,sequence tagging,sequence tagging
3346,sequence transduction,sequence transduction
3347,sequence-to-sequence,sequence-to-sequence
3348,sequence-to-sequence architecture,sequence-to-sequence architecture
3349,sequence-to-sequence generation,sequence-to-sequence generation
3350,sequence-to-sequence model,sequence-to-sequence model
3351,sequence-to-sequence transduction,sequence-to-sequence transduction
3352,sequential datum,sequential datum
3353,sequential decision making,sequential decision making
3354,sequential decision-making process,sequential decision-making process
3355,sequential sampler,sequential sampler
3356,sequential tagging,sequential tagging
3357,set cover problem,set cover problem
3358,set function,set function
3359,shallow network,shallow network
3360,shape matching,shape matching
3361,shape prior,shape prior
3362,shift invariant,shift invariant
3363,shift reduce parser,shift reduce parser
3364,siamese architecture,Siamese architecture
3365,siamese network,Siamese network
3366,sibling model,sibling model
3367,sigmoid,sigmoid
3368,sigmoid activation,sigmoid activation
3369,sigmoid activation function,sigmoid activation function
3370,sigmoid function,sigmoid function
3371,signal-to-noise ratio,signal-to-noise ratio
3372,sim,sim
3373,similarity function,similarity function
3374,similarity graph,similarity graph
3375,similarity matrix,similarity matrix
3376,similarity measure,similarity measure
3377,similarity metric,similarity metric
3378,similarity score,similarity score
3379,similarity search,similarity search
3380,simplicial complex,simplicial complex
3381,simulated annealing,simulated annealing
3382,single task learning,single task learning
3383,single-label classification,single-label classification
3384,single-view data,single-view data
3385,singleton,singleton
3386,singular value,singular value
3387,singular value decomposition,singular value decomposition
3388,singular vector,singular vector
3389,skip connection,skip connection
3390,skip-gram,skip-gram
3391,skip-gram model,skip-gram model
3392,slack variable,slack variable
3393,slot,slot
3394,slot filling,slot filling
3395,slot value,slot value
3396,slot-value pair,slot-value pair
3397,smoothing parameter,smoothing parameter
3398,smoothness term,smoothness term
3399,social bias,social bias
3400,social network analysis,social network analysis
3401,soft margin,soft margin
3402,softmax activation,softmax activation
3403,softmax activation function,softmax activation function
3404,softmax classifier,softmax classifier
3405,softmax distribution,softmax distribution
3406,softmax function,softmax function
3407,softmax layer,Softmax layer
3408,softmax loss,softmax loss
3409,softplus,softplus
3410,softplus activation,softplus activation
3411,softplus function,softplus function
3412,solution space,solution space
3413,solver,solver
3414,source domain,source domain
3415,source model,source model
3416,source node,source node
3417,source sequence,source sequence
3418,source token,source token
3419,source word,source word
3420,space carving,space carving
3421,space complexity,space complexity
3422,space partitioning,space partitioning
3423,spam detection,spam detection
3424,spam filtering,spam filtering
3425,span,span
3426,sparse,sparse
3427,sparse approximation,sparse approximation
3428,sparse attention,sparse attention
3429,sparse attention pattern,sparse attention pattern
3430,sparse graph,sparse graph
3431,sparse matrix,sparse matrix
3432,sparse model,sparse model
3433,sparse reconstruction,Sparse reconstruction
3434,sparse recovery,sparse recovery
3435,sparse representation,sparse representation
3436,sparse sampling,sparse sampling
3437,sparse vector,sparse vector
3438,sparsification,sparsification
3439,sparsity,sparsity
3440,sparsity level,sparsity level
3441,sparsity regularization,sparsity regularization
3442,spatial domain,spatial domain
3443,spatial gradient,spatial gradient
3444,spatial pooling,spatial pooling
3445,spatial pyramid,spatial pyramid
3446,spearman correlation,Spearman correlation
3447,spearman rank correlation,Spearman rank correlation
3448,special token,special token
3449,spectral algorithm,spectral algorithm
3450,spectral clustering,spectral clustering
3451,spectral decomposition,spectral decomposition
3452,spectral embedding,spectral embedding
3453,spectral gap,spectral gap
3454,spectral learning,spectral learning
3455,spectral matching,spectral matching
3456,spectral method,spectral method
3457,spectral norm,spectral norm
3458,spectral property,spectral property
3459,spectrogram,spectrogram
3460,speech recognition,speech recognition
3461,speech recognizer,speech recognizer
3462,speech synthesis model,speech synthesis model
3463,speech synthesizer,speech synthesizer
3464,spurious correlation,spurious correlation
3465,squared error loss,squared error loss
3466,stable model,stable model
3467,stable model semantic,stable model semantic
3468,stance detection,stance detection
3469,standard normal distribution,standard normal distribution
3470,start token,start token
3471,state,state
3472,state action pair,state action pair
3473,state distribution,state distribution
3474,state estimation,state estimation
3475,state machine,state machine
3476,state matrix,state matrix
3477,state of the art algorithm,state of the art algorithm
3478,state representation,state representation
3479,state sequence,state sequence
3480,state space,state space
3481,state trajectory,state trajectory
3482,state transition,state transition
3483,state transition function,state transition function
3484,state transition matrix,state transition matrix
3485,state transition model,state transition model
3486,state transition probability,state transition probability
3487,state value function,state value function
3488,state variable,state variable
3489,state vector,state vector
3490,state-action distribution,state-action distribution
3491,state-action space,state-action space
3492,state-action value,state-action value
3493,state-action value function,state-action value function
3494,state-of-the-art,State-of-the-art
3495,state-of-the-art baseline,state-of-the-art baseline
3496,state-of-the-art method,state-of-the-art method
3497,state-of-the-art model,state-of-the-art model
3498,state-of-the-art system,state-of-the-art system
3499,static analysis,static analysis
3500,stationarity,stationarity
3501,stationary distribution,stationary distribution
3502,stationary kernel,stationary kernel
3503,stationary policy,stationary policy
3504,statistical analysis,statistical analysis
3505,statistical independence,statistical independence
3506,statistical learning,statistical learning
3507,statistical learning algorithm,statistical learning algorithm
3508,statistical learning theory,statistical learning theory
3509,statistical machine translation,Statistical Machine Translation
3510,statistical machine translation system,statistical machine translation system
3511,statistical measure,statistical measure
3512,statistical model,statistical model
3513,statistical translation model,statistical translation model
3514,steerable filter,steerable filter
3515,stemmer,stemmer
3516,stereo algorithm,stereo algorithm
3517,stereo benchmark,stereo benchmark
3518,stereo disparity,stereo disparity
3519,stereo image,stereo image
3520,stereo matching,stereo matching
3521,stereo pair,stereo pair
3522,stereo reconstruction,stereo reconstruction
3523,stereo vision,stereo vision
3524,stochastic algorithm,stochastic algorithm
3525,stochastic approximation,stochastic approximation
3526,stochastic depth,stochastic depth
3527,stochastic differential equation,stochastic differential equation
3528,stochastic dynamic,stochastic dynamic
3529,stochastic environment,stochastic environment
3530,stochastic game,stochastic game
3531,stochastic gradient,stochastic gradient
3532,stochastic gradient algorithm,stochastic gradient algorithm
3533,stochastic gradient ascent,stochastic gradient ascent
3534,stochastic gradient descent,stochastic gradient descent
3535,stochastic gradient method,stochastic gradient method
3536,stochastic grammar,stochastic grammar
3537,stochastic matrix,stochastic matrix
3538,stochastic model,stochastic model
3539,stochastic objective,stochastic objective
3540,stochastic optimization,stochastic optimization
3541,stochastic policy,stochastic policy
3542,stochastic process,stochastic process
3543,stochastic sampling,stochastic sampling
3544,stochastic search algorithm,stochastic search algorithm
3545,stochastic subgradient descent,stochastic subgradient descent
3546,stochastic transition matrix,stochastic transition matrix
3547,stochastic variational inference,stochastic variational inference
3548,stochasticity,stochasticity
3549,stop word,stop word
3550,stop-gradient,stop-gradient
3551,stop-gradient operation,stop-gradient operation
3552,stopping condition,stopping condition
3553,stopping criterion,stopping criterion
3554,story cloze test,Story Cloze Test
3555,stratified sampling,stratified sampling
3556,streaming algorithm,streaming algorithm
3557,streaming datum,streaming datum
3558,streaming model,streaming model
3559,stride,stride
3560,string kernel metric,string kernel metric
3561,structural learning,structural learning
3562,structural risk minimization,structural risk minimization
3563,structure from motion,Structure from motion
3564,structure learning,structure learning
3565,structured datum,structured datum
3566,structured output,structured output
3567,structured perceptron,structured perceptron
3568,structured prediction,structured prediction
3569,structured prediction model,structured prediction model
3570,structured prediction problem,structured prediction problem
3571,structured support vector machine,structured support vector machine
3572,student model,student model
3573,style transfer,style transfer
3574,sub-gradient,sub-gradient
3575,sub-gradient descent,sub-gradient descent
3576,sub-networks,sub-networks
3577,sub-population,sub-population
3578,sub-word,sub-word
3579,sub-word tokenization,sub-word tokenization
3580,subgame,subgame
3581,subgradient method,subgradient method
3582,subgraph isomorphism,subgraph isomorphism
3583,subgraph selection,subgraph selection
3584,submatrice,submatrice
3585,submatrix,submatrix
3586,submodular,submodular
3587,submodular function,submodular function
3588,submodular function optimization,submodular function optimization
3589,submodular influence function,submodular influence function
3590,submodular optimization,submodular optimization
3591,submodular polyhedron,submodular polyhedron
3592,submodular set function,submodular set function
3593,submodularity,Submodularity
3594,subnetwork,subnetwork
3595,suboptimal,suboptimal
3596,subpixel,subpixel
3597,subsample,subsample
3598,subsampling factor,subsampling factor
3599,subspace learning,subspace learning
3600,subspace method,subspace method
3601,subspace projection,subspace projection
3602,substitution,substitution
3603,subsumption,subsumption
3604,subsumption relation,subsumption relation
3605,subtree,subtree
3606,subwindow,subwindow
3607,subword token,subword token
3608,subword unit,subword unit
3609,successor function,successor function
3610,successor state,successor state
3611,successor state axiom,successor state axiom
3612,sufficient statistic,sufficient statistic
3613,suffix tree,suffix tree
3614,summarization,summarization
3615,summarization algorithm,summarization algorithm
3616,summarization model,summarization model
3617,summarization system,summarization system
3618,super-pixel,super-pixel
3619,super-resolution,super-resolution
3620,supergradient,supergradient
3621,supertag,supertag
3622,support,support
3623,support set,support set
3624,support threshold,support threshold
3625,support vector,support vector
3626,surface normal,surface normal
3627,surface normal estimator,surface normal estimator
3628,surface normal prediction,surface normal prediction
3629,surface realization,surface realization
3630,surrogate,surrogate
3631,surrogate function,surrogate function
3632,surrogate loss,surrogate loss
3633,surrogate loss function,surrogate loss function
3634,surrogate model,surrogate model
3635,symbol grounding problem,symbol grounding problem
3636,symbolic representation,symbolic representation
3637,symmetric matrix,symmetric matrix
3638,symmetric positive semidefinite matrix,symmetric positive semidefinite matrix
3639,symmetrization,symmetrization
3640,synchronous context-free grammar,synchronous context-free grammar
3641,synonymy,synonymy
3642,synset,synset
3643,syntactic analysis,syntactic analysis
3644,syntactic category,syntactic category
3645,syntactic constraint,syntactic constraint
3646,syntactic dependency,syntactic dependency
3647,syntactic dependency parsing,syntactic dependency parsing
3648,syntactic dependency tree,syntactic dependency tree
3649,syntactic feature,syntactic feature
3650,syntactic information,syntactic information
3651,syntactic parse,syntactic parse
3652,syntactic parser,syntactic parser
3653,syntactic regularity,syntactic regularity
3654,syntactic representation,syntactic representation
3655,syntactic similarity,syntactic similarity
3656,syntactic structure,syntactic structure
3657,syntactic tree,syntactic tree
3658,syntax tree,syntax tree
3659,synthetic dataset,synthetic dataset
3660,system identification,system identification
3661,t-test,t-test
3662,t5 model,T5 model
3663,t5-base,T5-base
3664,t5-base model,T5-base model
3665,t5-large model,T5-large model
3666,tag recommendation,tag recommendation
3667,tag sequence,tag sequence
3668,tagger,tagger
3669,tagset,tagset
3670,tail entity,tail entity
3671,tangent space,tangent space
3672,tanh activation function,tanh activation function
3673,target,target
3674,target classifier,target classifier
3675,target distribution,target distribution
3676,target domain,target domain
3677,target function,target function
3678,target instance,target instance
3679,target model,target model
3680,target network,target network
3681,target node,target node
3682,target policy,target policy
3683,target sentence,target sentence
3684,target sequence,target sequence
3685,target task,target task
3686,target token,target token
3687,target variable,target variable
3688,target vector,target vector
3689,target vocabulary,target vocabulary
3690,target word,target word
3691,target-to-source model,target-to-source model
