Input.index,WorkerId,Input.English,Input.Arabic,Answer.translation
989,A1WPT6LLCRWMDY,مفردات,vocabulary,المفردات
989,A1WPT6LLCRWMDY,مفردات,vocabulary,المفردات
989,A1WPT6LLCRWMDY,حجم المفردات,vocabulary size,حجم المفردات
989,A1YA58RRBN7NI4,تقدير حركة الرؤية,visual odometry,محدد مسبق
989,A1YA58RRBN7NI4,نظام التعرف البصري,visual recognition system,محدد مسبق
989,A1YA58RRBN7NI4,مفردات,vocabulary,محدد مسبق
989,A1YA58RRBN7NI4,مفردات,vocabulary,محدد مسبق
989,A1YA58RRBN7NI4,حجم المفردات,vocabulary size,محدد مسبق
989,A2OTFVI83FT0QL,تقدير حركة الرؤية,visual odometry,قياس الحركة البصرية
989,A2OTFVI83FT0QL,نظام التعرف البصري,visual recognition system,نظام التعرف البصري
989,A2OTFVI83FT0QL,مفردات,vocabulary,المفردات
989,A2OTFVI83FT0QL,مفردات,vocabulary,المفردات
989,A2OTFVI83FT0QL,حجم المفردات,vocabulary size,حجم المفردات
989,A33S3NQJEHPOMN,تقدير حركة الرؤية,visual odometry,قياس الحركة البصرية
989,A33S3NQJEHPOMN,نظام التعرف البصري,visual recognition system,نظام التعرف البصري
989,A33S3NQJEHPOMN,مفردات,vocabulary,المفردات
989,A33S3NQJEHPOMN,مفردات,vocabulary,المفردات
989,A33S3NQJEHPOMN,حجم المفردات,vocabulary size,حجم المفردات
989,A3A6RGC6U41CM5,تقدير حركة الرؤية,visual odometry,قياس المسافات البصري
989,A3A6RGC6U41CM5,نظام التعرف البصري,visual recognition system,نظام التعرف البصري
989,A3A6RGC6U41CM5,مفردات,vocabulary,المفردات
989,A3A6RGC6U41CM5,مفردات,vocabulary,قاموس الكلمات
989,A3A6RGC6U41CM5,حجم المفردات,vocabulary size,حجم المفردات
989,A3HDXVNO786Z0L,تقدير حركة الرؤية,visual odometry,قياس الحركة البصرية
989,A3HDXVNO786Z0L,نظام التعرف البصري,visual recognition system,نظام التعرف البصري
989,A3HDXVNO786Z0L,مفردات,vocabulary,مفردات
989,A3HDXVNO786Z0L,مفردات,vocabulary,مفردات
989,A3HDXVNO786Z0L,حجم المفردات,vocabulary size,حجم المفردات
989,A5LL8EKITZLQ0,تقدير حركة الرؤية,visual odometry,القياس البصري للحركة
989,A5LL8EKITZLQ0,نظام التعرف البصري,visual recognition system,نظام التعرف البصري
989,A5LL8EKITZLQ0,مفردات,vocabulary,المفردات
989,A5LL8EKITZLQ0,مفردات,vocabulary,المفردات
989,A5LL8EKITZLQ0,حجم المفردات,vocabulary size,حجم المفردات
989,AMDP4QV7L82Q,تقدير حركة الرؤية,visual odometry,حساب المسافة البصرية
989,AMDP4QV7L82Q,نظام التعرف البصري,visual recognition system,نظام التعرف البصري
989,AMDP4QV7L82Q,مفردات,vocabulary,المفردات
989,AMDP4QV7L82Q,مفردات,vocabulary,المفردات
989,AMDP4QV7L82Q,حجم المفردات,vocabulary size,حجم المفردات
990,A155OW7UP21THF,فوكودر,vocoder,محلل الأصوات
990,A155OW7UP21THF,تصوير حجمي,volume rendering,تصيير الحجم
990,A155OW7UP21THF,توزيع فون ميزس-فيشر,von Mises-Fisher distribution,توزيع فون ميسيس-فيشر
990,A155OW7UP21THF,قاعدة التصويت,voting rule,قاعدة التصويت
990,A155OW7UP21THF,فوكسل,voxel,فوكسل
990,A1WPT6LLCRWMDY,فوكودر,vocoder,محلل الصوت
990,A1WPT6LLCRWMDY,تصوير حجمي,volume rendering,تصوير الحجم
990,A1WPT6LLCRWMDY,توزيع فون ميزس-فيشر,von Mises-Fisher distribution,توزيع فون ميسيس-فيشر
990,A1WPT6LLCRWMDY,قاعدة التصويت,voting rule,قاعدة التصويت
990,A1WPT6LLCRWMDY,فوكسل,voxel,فوكسل
990,A1YA58RRBN7NI4,فوكودر,vocoder,نموذج توزيعي
990,A1YA58RRBN7NI4,تصوير حجمي,volume rendering,نموذج توزيعي
990,A1YA58RRBN7NI4,توزيع فون ميزس-فيشر,von Mises-Fisher distribution,نموذج توزيعي
990,A1YA58RRBN7NI4,قاعدة التصويت,voting rule,نموذج توزيعي
990,A1YA58RRBN7NI4,فوكسل,voxel,نموذج توزيعي
990,A2OTFVI83FT0QL,فوكودر,vocoder,مشفّر الصوت
990,A2OTFVI83FT0QL,تصوير حجمي,volume rendering,التصيير الحجمي
990,A2OTFVI83FT0QL,توزيع فون ميزس-فيشر,von Mises-Fisher distribution,توزيع فون ميزيس-فيشر
990,A2OTFVI83FT0QL,قاعدة التصويت,voting rule,قاعدة التصويت
990,A2OTFVI83FT0QL,فوكسل,voxel,الفيكسل
990,A33S3NQJEHPOMN,فوكودر,vocoder,محلل الصوت
990,A33S3NQJEHPOMN,تصوير حجمي,volume rendering,تصيير الحجم
990,A33S3NQJEHPOMN,توزيع فون ميزس-فيشر,von Mises-Fisher distribution,توزيع فون ميسيس-فيشر
990,A33S3NQJEHPOMN,قاعدة التصويت,voting rule,قاعدة التصويت
990,A33S3NQJEHPOMN,فوكسل,voxel,فوكسل
990,A3A6RGC6U41CM5,فوكودر,vocoder,المحول الصوتي
990,A3A6RGC6U41CM5,تصوير حجمي,volume rendering,التصيير الحجمي
990,A3A6RGC6U41CM5,توزيع فون ميزس-فيشر,von Mises-Fisher distribution,توزيع فون ميزس-فيشر
990,A3A6RGC6U41CM5,قاعدة التصويت,voting rule,قاعدة التصويت
990,A3A6RGC6U41CM5,فوكسل,voxel,وحدة حجمية
990,A3EBN8D8YBZ205,فوكودر,vocoder,المُشفِّر الصوتي
990,A3EBN8D8YBZ205,تصوير حجمي,volume rendering,التصيير الحجمي
990,A3EBN8D8YBZ205,توزيع فون ميزس-فيشر,von Mises-Fisher distribution,توزيع فون ميزس-فيشر
990,A3EBN8D8YBZ205,قاعدة التصويت,voting rule,قاعدة التصويت
990,A3EBN8D8YBZ205,فوكسل,voxel,عنصر الحجم
990,A3HDXVNO786Z0L,فوكودر,vocoder,مغير الصوت
990,A3HDXVNO786Z0L,تصوير حجمي,volume rendering,عرض الحجم
990,A3HDXVNO786Z0L,توزيع فون ميزس-فيشر,von Mises-Fisher distribution,توزيع فون ميسيس-فيشر
990,A3HDXVNO786Z0L,قاعدة التصويت,voting rule,قاعدة التصويت
990,A3HDXVNO786Z0L,فوكسل,voxel,فوكسل
990,A5LL8EKITZLQ0,فوكودر,vocoder,محلل الصوت
990,A5LL8EKITZLQ0,تصوير حجمي,volume rendering,تصوير الحجم
990,A5LL8EKITZLQ0,توزيع فون ميزس-فيشر,von Mises-Fisher distribution,توزيع فون ميسيس-فيشر
990,A5LL8EKITZLQ0,قاعدة التصويت,voting rule,قاعدة التصويت
990,A5LL8EKITZLQ0,فوكسل,voxel,فوكسل
991,A155OW7UP21THF,شبكة فوكسل,voxel grid,شبكة الفوكسل
991,A155OW7UP21THF,تمثيل شبكة فوكسل,voxel grid representation,تمثيل شبكة الفوكسل
991,A155OW7UP21THF,احتلال الفوكسل,voxel occupancy,شغل الفوكسل
991,A155OW7UP21THF,تمثيل مجسم,voxel representation,تمثيل الفوكسل
991,A155OW7UP21THF,تمثيل على أساس فوكسلات,voxel-based representation,تمثيل قائم على الفوكسل
991,A1WPT6LLCRWMDY,شبكة فوكسل,voxel grid,شبكة الفوكسل
991,A1WPT6LLCRWMDY,تمثيل شبكة فوكسل,voxel grid representation,تمثيل شبكة الفوكسل
991,A1WPT6LLCRWMDY,احتلال الفوكسل,voxel occupancy,إشغال الفوكسل
991,A1WPT6LLCRWMDY,تمثيل مجسم,voxel representation,تمثيل الفوكسل
991,A1WPT6LLCRWMDY,تمثيل على أساس فوكسلات,voxel-based representation,تمثيل قائم على الفوكسل
991,A1YA58RRBN7NI4,شبكة فوكسل,voxel grid,ربط المتجهات
991,A1YA58RRBN7NI4,تمثيل شبكة فوكسل,voxel grid representation,ربط المتجهات
991,A1YA58RRBN7NI4,احتلال الفوكسل,voxel occupancy,ربط المتجهات
991,A1YA58RRBN7NI4,تمثيل مجسم,voxel representation,ربط المتجهات
991,A1YA58RRBN7NI4,تمثيل على أساس فوكسلات,voxel-based representation,ربط المتجهات
991,A2OTFVI83FT0QL,شبكة فوكسل,voxel grid,شبكة الفوكسل
991,A2OTFVI83FT0QL,تمثيل شبكة فوكسل,voxel grid representation,تمثيل شبكة الفوكسل
991,A2OTFVI83FT0QL,احتلال الفوكسل,voxel occupancy,شغل الفوكسل
991,A2OTFVI83FT0QL,تمثيل مجسم,voxel representation,تمثيل الفوكسل
991,A2OTFVI83FT0QL,تمثيل على أساس فوكسلات,voxel-based representation,تمثيل قائم على الفوكسل
991,A33S3NQJEHPOMN,شبكة فوكسل,voxel grid,شبكة الفوكسل
991,A33S3NQJEHPOMN,تمثيل شبكة فوكسل,voxel grid representation,تمثيل شبكة الفوكسل
991,A33S3NQJEHPOMN,احتلال الفوكسل,voxel occupancy,شغل الفوكسل
991,A33S3NQJEHPOMN,تمثيل مجسم,voxel representation,تمثيل الفوكسل
991,A33S3NQJEHPOMN,تمثيل على أساس فوكسلات,voxel-based representation,تمثيل قائم على الفوكسل
991,A3A6RGC6U41CM5,شبكة فوكسل,voxel grid,شبكة فوكسل
991,A3A6RGC6U41CM5,تمثيل شبكة فوكسل,voxel grid representation,تمثيل شبكة فوكسل
991,A3A6RGC6U41CM5,احتلال الفوكسل,voxel occupancy,إشغال فوكسل
991,A3A6RGC6U41CM5,تمثيل مجسم,voxel representation,تمثيل فوكسل
991,A3A6RGC6U41CM5,تمثيل على أساس فوكسلات,voxel-based representation,تمثيل قائم على فوكسل
991,A5LL8EKITZLQ0,شبكة فوكسل,voxel grid,شبكة الفوكسل
991,A5LL8EKITZLQ0,تمثيل شبكة فوكسل,voxel grid representation,تمثيل شبكة الفوكسل
991,A5LL8EKITZLQ0,احتلال الفوكسل,voxel occupancy,شغل الفوكسل
991,A5LL8EKITZLQ0,تمثيل مجسم,voxel representation,تمثيل الفوكسل
991,A5LL8EKITZLQ0,تمثيل على أساس فوكسلات,voxel-based representation,تمثيل قائم على الفوكسل
992,A1WPT6LLCRWMDY,وظيفة الاعوجاج,warp function,دالة التحويل
992,A1WPT6LLCRWMDY,مُحوِّل الموجة إلى متجه (wav2vec),wav2vec,wav2vec
992,A1WPT6LLCRWMDY,موجة صغيرة,wavelet,الموجة الصغيرة
992,A1WPT6LLCRWMDY,تحويل موجي,wavelet transform,تحويل الموجة الصغيرة
992,A1WPT6LLCRWMDY,مصنف ضعيف,weak classifier,مصنف ضعيف
992,A1YA58RRBN7NI4,وظيفة الاعوجاج,warp function,التعلم تحت إشراف ضعيف
992,A1YA58RRBN7NI4,مُحوِّل الموجة إلى متجه (wav2vec),wav2vec,التعلم تحت إشراف ضعيف
992,A1YA58RRBN7NI4,موجة صغيرة,wavelet,التعلم تحت إشراف ضعيف
992,A1YA58RRBN7NI4,تحويل موجي,wavelet transform,التعلم تحت إشراف ضعيف
992,A1YA58RRBN7NI4,مصنف ضعيف,weak classifier,التعلم تحت إشراف ضعيف
992,A2OTFVI83FT0QL,وظيفة الاعوجاج,warp function,دالة التحويل
992,A2OTFVI83FT0QL,مُحوِّل الموجة إلى متجه (wav2vec),wav2vec,وويف2فك
992,A2OTFVI83FT0QL,موجة صغيرة,wavelet,الموجة
992,A2OTFVI83FT0QL,تحويل موجي,wavelet transform,تحويل الموجة
992,A2OTFVI83FT0QL,مصنف ضعيف,weak classifier,مصنف ضعيف
992,A33S3NQJEHPOMN,وظيفة الاعوجاج,warp function,دالة التشويه
992,A33S3NQJEHPOMN,مُحوِّل الموجة إلى متجه (wav2vec),wav2vec,ويف2فيك
992,A33S3NQJEHPOMN,موجة صغيرة,wavelet,موجة
992,A33S3NQJEHPOMN,تحويل موجي,wavelet transform,تحويل الموجة
992,A33S3NQJEHPOMN,مصنف ضعيف,weak classifier,مصنف ضعيف
992,A3A6RGC6U41CM5,وظيفة الاعوجاج,warp function,دالة الالتواء
992,A3A6RGC6U41CM5,مُحوِّل الموجة إلى متجه (wav2vec),wav2vec,wav2vec
992,A3A6RGC6U41CM5,موجة صغيرة,wavelet,المويجة
992,A3A6RGC6U41CM5,تحويل موجي,wavelet transform,تحويل المويجات
992,A3A6RGC6U41CM5,مصنف ضعيف,weak classifier,المصنف الضعيف
992,A3EBN8D8YBZ205,وظيفة الاعوجاج,warp function,دالة التشويه
992,A3EBN8D8YBZ205,مُحوِّل الموجة إلى متجه (wav2vec),wav2vec,موجة إلى متجه
992,A3EBN8D8YBZ205,موجة صغيرة,wavelet,المويجة
992,A3EBN8D8YBZ205,تحويل موجي,wavelet transform,تحويل المويجات
992,A3EBN8D8YBZ205,مصنف ضعيف,weak classifier,المصنف الضعيف
992,A3HDXVNO786Z0L,وظيفة الاعوجاج,warp function,دالة التشويه
992,A3HDXVNO786Z0L,مُحوِّل الموجة إلى متجه (wav2vec),wav2vec,ويف2فك
992,A3HDXVNO786Z0L,موجة صغيرة,wavelet,ويفلت
992,A3HDXVNO786Z0L,تحويل موجي,wavelet transform,تحويل ويفلت
992,A3HDXVNO786Z0L,مصنف ضعيف,weak classifier,مصنف ضعيف
992,A5LL8EKITZLQ0,وظيفة الاعوجاج,warp function,دالة التحويل
992,A5LL8EKITZLQ0,مُحوِّل الموجة إلى متجه (wav2vec),wav2vec,wav2vec
992,A5LL8EKITZLQ0,موجة صغيرة,wavelet,موجة التحويل
992,A5LL8EKITZLQ0,تحويل موجي,wavelet transform,تحويل الموجة
992,A5LL8EKITZLQ0,مصنف ضعيف,weak classifier,مصنف ضعيف
992,AMDP4QV7L82Q,وظيفة الاعوجاج,warp function,دالة التشويه
992,AMDP4QV7L82Q,مُحوِّل الموجة إلى متجه (wav2vec),wav2vec,ويف تو فيك
992,AMDP4QV7L82Q,موجة صغيرة,wavelet,المويجات
992,AMDP4QV7L82Q,تحويل موجي,wavelet transform,تحويل المويجات
992,AMDP4QV7L82Q,مصنف ضعيف,weak classifier,مصنف ضعيف
993,A155OW7UP21THF,المتعلم الضعيف,weak learner,المتعلم الضعيف
993,A155OW7UP21THF,التعلم الضعيف,weak learning,التعلم الضعيف
993,A155OW7UP21THF,افتراض التعلم الضعيف,weak learning assumption,افتراض التعلم الضعيف
993,A155OW7UP21THF,الإشراف الضعيف,weak supervision,الإشراف الضعيف
993,A155OW7UP21THF,تدريب ضعيف,weakly supervised,المشرف عليه بشكل ضعيف
993,A1WPT6LLCRWMDY,المتعلم الضعيف,weak learner,متعلم ضعيف
993,A1WPT6LLCRWMDY,التعلم الضعيف,weak learning,التعلم الضعيف
993,A1WPT6LLCRWMDY,افتراض التعلم الضعيف,weak learning assumption,افتراض التعلم الضعيف
993,A1WPT6LLCRWMDY,الإشراف الضعيف,weak supervision,الإشراف الضعيف
993,A1WPT6LLCRWMDY,تدريب ضعيف,weakly supervised,خاضع للإشراف الضعيف
993,A1YA58RRBN7NI4,المتعلم الضعيف,weak learner,التعلم التصاعدي
993,A1YA58RRBN7NI4,التعلم الضعيف,weak learning,التعلم التصاعدي
993,A1YA58RRBN7NI4,افتراض التعلم الضعيف,weak learning assumption,التعلم التصاعدي
993,A1YA58RRBN7NI4,الإشراف الضعيف,weak supervision,التعلم التصاعدي
993,A1YA58RRBN7NI4,تدريب ضعيف,weakly supervised,التعلم التصاعدي
993,A2OTFVI83FT0QL,المتعلم الضعيف,weak learner,متعَلِّم ضعيف
993,A2OTFVI83FT0QL,التعلم الضعيف,weak learning,التعلم الضعيف
993,A2OTFVI83FT0QL,افتراض التعلم الضعيف,weak learning assumption,افتراض التعلم الضعيف
993,A2OTFVI83FT0QL,الإشراف الضعيف,weak supervision,الإشراف الضعيف
993,A2OTFVI83FT0QL,تدريب ضعيف,weakly supervised,مُشرف عليه بشكل ضعيف
993,A33S3NQJEHPOMN,المتعلم الضعيف,weak learner,متعلم ضعيف
993,A33S3NQJEHPOMN,التعلم الضعيف,weak learning,تعلم ضعيف
993,A33S3NQJEHPOMN,افتراض التعلم الضعيف,weak learning assumption,فرضية التعلم الضعيف
993,A33S3NQJEHPOMN,الإشراف الضعيف,weak supervision,إشراف ضعيف
993,A33S3NQJEHPOMN,تدريب ضعيف,weakly supervised,إشراف ضعيف
993,A3A6RGC6U41CM5,المتعلم الضعيف,weak learner,المتعلم الضعيف
993,A3A6RGC6U41CM5,التعلم الضعيف,weak learning,التعلم الضعيف
993,A3A6RGC6U41CM5,افتراض التعلم الضعيف,weak learning assumption,افتراض التعلم الضعيف
993,A3A6RGC6U41CM5,الإشراف الضعيف,weak supervision,الإشراف الضعيف
993,A3A6RGC6U41CM5,تدريب ضعيف,weakly supervised,الخاضع للإشراف الضعيف
993,A3EBN8D8YBZ205,المتعلم الضعيف,weak learner,المتعلم الضعيف
993,A3EBN8D8YBZ205,التعلم الضعيف,weak learning,التعلم الضعيف
993,A3EBN8D8YBZ205,افتراض التعلم الضعيف,weak learning assumption,افتراض التعلم الضعيف
993,A3EBN8D8YBZ205,الإشراف الضعيف,weak supervision,الإشراف الضعيف
993,A3EBN8D8YBZ205,تدريب ضعيف,weakly supervised,الإشراف الضعيف
993,A3HDXVNO786Z0L,المتعلم الضعيف,weak learner,المتعلم الضعيف
993,A3HDXVNO786Z0L,التعلم الضعيف,weak learning,التعلم الضعيف
993,A3HDXVNO786Z0L,افتراض التعلم الضعيف,weak learning assumption,فرضية التعلم الضعيف
993,A3HDXVNO786Z0L,الإشراف الضعيف,weak supervision,الإشراف الضعيف
993,A3HDXVNO786Z0L,تدريب ضعيف,weakly supervised,إشراف ضعيف
993,A5LL8EKITZLQ0,المتعلم الضعيف,weak learner,متعلم ضعيف
993,A5LL8EKITZLQ0,التعلم الضعيف,weak learning,التعلم الضعيف
993,A5LL8EKITZLQ0,افتراض التعلم الضعيف,weak learning assumption,افتراض التعلم الضعيف
993,A5LL8EKITZLQ0,الإشراف الضعيف,weak supervision,الإشراف الضعيف
993,A5LL8EKITZLQ0,تدريب ضعيف,weakly supervised,مُشرف بشكل ضعيف
993,AMDP4QV7L82Q,المتعلم الضعيف,weak learner,متعلم ضعيف
993,AMDP4QV7L82Q,التعلم الضعيف,weak learning,التعلم الضعيف
993,AMDP4QV7L82Q,افتراض التعلم الضعيف,weak learning assumption,فرضية التعلم الضعيف
993,AMDP4QV7L82Q,الإشراف الضعيف,weak supervision,الإشراف الضعيف
993,AMDP4QV7L82Q,تدريب ضعيف,weakly supervised,خاضع للإشراف الضعيف
994,A155OW7UP21THF,التعلم تحت إشراف ضعيف,weakly supervised learning,التعلم تحت إشراف ضعيف
994,A155OW7UP21THF,الرسم البياني للويب,web graph,رسم بياني على الويب
994,A155OW7UP21THF,وزن,weight,الوزن
994,A155OW7UP21THF,انحلال الوزن,weight decay,تآكل الوزن
994,A155OW7UP21THF,تهيئة الأوزان,weight initialization,تهيئة الوزن
994,A1WPT6LLCRWMDY,التعلم تحت إشراف ضعيف,weakly supervised learning,التعلم بإشراف ضعيف
994,A1WPT6LLCRWMDY,الرسم البياني للويب,web graph,رسم بياني للويب
994,A1WPT6LLCRWMDY,وزن,weight,وزن
994,A1WPT6LLCRWMDY,انحلال الوزن,weight decay,تلاشي الوزن
994,A1WPT6LLCRWMDY,تهيئة الأوزان,weight initialization,تهيئة الوزن
994,A1YA58RRBN7NI4,التعلم تحت إشراف ضعيف,weakly supervised learning,التعلم تحت إشراف ضعيف
994,A1YA58RRBN7NI4,الرسم البياني للويب,web graph,التعلم تحت إشراف ضعيف
994,A1YA58RRBN7NI4,وزن,weight,التعلم تحت إشراف ضعيف
994,A1YA58RRBN7NI4,انحلال الوزن,weight decay,التعلم تحت إشراف ضعيف
994,A1YA58RRBN7NI4,تهيئة الأوزان,weight initialization,التعلم تحت إشراف ضعيف
994,A2OTFVI83FT0QL,التعلم تحت إشراف ضعيف,weakly supervised learning,التعلم المشرف بشكل ضعيف
994,A2OTFVI83FT0QL,الرسم البياني للويب,web graph,رسم بياني للويب
994,A2OTFVI83FT0QL,وزن,weight,الوزن
994,A2OTFVI83FT0QL,انحلال الوزن,weight decay,تلاشي الوزن
994,A2OTFVI83FT0QL,تهيئة الأوزان,weight initialization,تهيئة الوزن
994,A33S3NQJEHPOMN,التعلم تحت إشراف ضعيف,weakly supervised learning,التعلم تحت إشراف ضعيف
994,A33S3NQJEHPOMN,الرسم البياني للويب,web graph,رسم بياني للشبكة
994,A33S3NQJEHPOMN,وزن,weight,وزن
994,A33S3NQJEHPOMN,انحلال الوزن,weight decay,تآكل الوزن
994,A33S3NQJEHPOMN,تهيئة الأوزان,weight initialization,تهيئة الوزن
994,A3A6RGC6U41CM5,التعلم تحت إشراف ضعيف,weakly supervised learning,التعلم الضعيف الإشراف
994,A3A6RGC6U41CM5,الرسم البياني للويب,web graph,الرسم البياني للويب
994,A3A6RGC6U41CM5,وزن,weight,الوزن
994,A3A6RGC6U41CM5,انحلال الوزن,weight decay,اضمحلال الوزن
994,A3A6RGC6U41CM5,تهيئة الأوزان,weight initialization,تهيئة الوزن
994,A3HDXVNO786Z0L,التعلم تحت إشراف ضعيف,weakly supervised learning,التعلم الخاضع للإشراف الضعيف
994,A3HDXVNO786Z0L,الرسم البياني للويب,web graph,رسم بياني للشبكة
994,A3HDXVNO786Z0L,وزن,weight,وزن
994,A3HDXVNO786Z0L,انحلال الوزن,weight decay,تآكل الوزن
994,A3HDXVNO786Z0L,تهيئة الأوزان,weight initialization,تهيئة الوزن
994,A5LL8EKITZLQ0,التعلم تحت إشراف ضعيف,weakly supervised learning,التعلم تحت إشراف ضعيف
994,A5LL8EKITZLQ0,الرسم البياني للويب,web graph,رسم بياني الويب
994,A5LL8EKITZLQ0,وزن,weight,وزن
994,A5LL8EKITZLQ0,انحلال الوزن,weight decay,تناقص الوزن
994,A5LL8EKITZLQ0,تهيئة الأوزان,weight initialization,تهيئة الوزن
994,AXPC0WQ9DAK4I,التعلم تحت إشراف ضعيف,weakly supervised learning,التعلم الخاضع للإشراف الضعيف
994,AXPC0WQ9DAK4I,الرسم البياني للويب,web graph,رسم بياني للويب
994,AXPC0WQ9DAK4I,وزن,weight,وزن
994,AXPC0WQ9DAK4I,انحلال الوزن,weight decay,تلاشي الوزن
994,AXPC0WQ9DAK4I,تهيئة الأوزان,weight initialization,تهيئة الوزن
995,A155OW7UP21THF,مصفوفة الأوزان,weight matrix,مصفوفة الأوزان
995,A155OW7UP21THF,معامل الوزن,weight parameter,معامل الوزن
995,A155OW7UP21THF,تنظيم الوزن,weight regularization,تنظيم الوزن
995,A155OW7UP21THF,موتر الوزن,weight tensor,موتر الوزن
995,A155OW7UP21THF,تحديث الوزن,weight update,تحديث الوزن
995,A1WPT6LLCRWMDY,مصفوفة الأوزان,weight matrix,مصفوفة الأوزان
995,A1WPT6LLCRWMDY,معامل الوزن,weight parameter,معامل الوزن
995,A1WPT6LLCRWMDY,تنظيم الوزن,weight regularization,تنظيم الوزن
995,A1WPT6LLCRWMDY,موتر الوزن,weight tensor,موتر الوزن
995,A1WPT6LLCRWMDY,تحديث الوزن,weight update,تحديث الوزن
995,A1YA58RRBN7NI4,مصفوفة الأوزان,weight matrix,فضاء متجه
995,A1YA58RRBN7NI4,معامل الوزن,weight parameter,فضاء متجه
995,A1YA58RRBN7NI4,تنظيم الوزن,weight regularization,فضاء متجه
995,A1YA58RRBN7NI4,موتر الوزن,weight tensor,فضاء متجه
995,A1YA58RRBN7NI4,تحديث الوزن,weight update,فضاء متجه
995,A2OTFVI83FT0QL,مصفوفة الأوزان,weight matrix,مصفوفة الأوزان
995,A2OTFVI83FT0QL,معامل الوزن,weight parameter,معلمة الوزن
995,A2OTFVI83FT0QL,تنظيم الوزن,weight regularization,تنظيم الوزن
995,A2OTFVI83FT0QL,موتر الوزن,weight tensor,موتر الوزن
995,A2OTFVI83FT0QL,تحديث الوزن,weight update,تحديث الوزن
995,A33S3NQJEHPOMN,مصفوفة الأوزان,weight matrix,مصفوفة الأوزان
995,A33S3NQJEHPOMN,معامل الوزن,weight parameter,معامل الوزن
995,A33S3NQJEHPOMN,تنظيم الوزن,weight regularization,انتظام الوزن
995,A33S3NQJEHPOMN,موتر الوزن,weight tensor,موتر الأوزان
995,A33S3NQJEHPOMN,تحديث الوزن,weight update,تحديث الوزن
995,A3EBN8D8YBZ205,مصفوفة الأوزان,weight matrix,مصفوفة الأوزان
995,A3EBN8D8YBZ205,معامل الوزن,weight parameter,معامل الوزن
995,A3EBN8D8YBZ205,تنظيم الوزن,weight regularization,تنظيم الأوزان
995,A3EBN8D8YBZ205,موتر الوزن,weight tensor,موتر الأوزان
995,A3EBN8D8YBZ205,تحديث الوزن,weight update,تحديث الأوزان
995,A3HDXVNO786Z0L,مصفوفة الأوزان,weight matrix,مصفوفة الأوزان
995,A3HDXVNO786Z0L,معامل الوزن,weight parameter,معلمة الوزن
995,A3HDXVNO786Z0L,تنظيم الوزن,weight regularization,تنظيم الوزن
995,A3HDXVNO786Z0L,موتر الوزن,weight tensor,موتر الوزن
995,A3HDXVNO786Z0L,تحديث الوزن,weight update,تحديث الوزن
995,A5LL8EKITZLQ0,مصفوفة الأوزان,weight matrix,مصفوفة الأوزان
995,A5LL8EKITZLQ0,معامل الوزن,weight parameter,معامل الوزن
995,A5LL8EKITZLQ0,تنظيم الوزن,weight regularization,تنظيم الوزن
995,A5LL8EKITZLQ0,موتر الوزن,weight tensor,موتر الوزن
995,A5LL8EKITZLQ0,تحديث الوزن,weight update,تحديث الوزن
995,AMDP4QV7L82Q,مصفوفة الأوزان,weight matrix,مصفوفة الأوزان
995,AMDP4QV7L82Q,معامل الوزن,weight parameter,معلمة الوزن
995,AMDP4QV7L82Q,تنظيم الوزن,weight regularization,تنظيم الوزن
995,AMDP4QV7L82Q,موتر الوزن,weight tensor,موتر الوزن
995,AMDP4QV7L82Q,تحديث الوزن,weight update,تحديث الوزن
996,A155OW7UP21THF,متجه الوزن,weight vector,متجه الأوزان
996,A155OW7UP21THF,تشارك الأوزان,weight-sharing,مشاركة الأوزان
996,A155OW7UP21THF,مصفوفة الجوار المرجحة,weighted adjacency matrix,مصفوفة الجوار الموزونة
996,A155OW7UP21THF,المتوسط الوزني,weighted average,المتوسط المرجح
996,A155OW7UP21THF,الرسم البياني الموجه الوزني,weighted directed graph,الرسم البياني الموجه الموزون
996,A1WPT6LLCRWMDY,متجه الوزن,weight vector,متجه الأوزان
996,A1WPT6LLCRWMDY,تشارك الأوزان,weight-sharing,مشاركة الأوزان
996,A1WPT6LLCRWMDY,مصفوفة الجوار المرجحة,weighted adjacency matrix,مصفوفة التلاصق ذات الأوزان
996,A1WPT6LLCRWMDY,المتوسط الوزني,weighted average,المتوسط الموزون
996,A1WPT6LLCRWMDY,الرسم البياني الموجه الوزني,weighted directed graph,رسم بياني موجه ذو أوزان
996,A1YA58RRBN7NI4,متجه الوزن,weight vector,متجه
996,A1YA58RRBN7NI4,تشارك الأوزان,weight-sharing,متجه
996,A1YA58RRBN7NI4,مصفوفة الجوار المرجحة,weighted adjacency matrix,متجه
996,A1YA58RRBN7NI4,المتوسط الوزني,weighted average,متجه
996,A1YA58RRBN7NI4,الرسم البياني الموجه الوزني,weighted directed graph,متجه
996,A2OTFVI83FT0QL,متجه الوزن,weight vector,متجه الوزن
996,A2OTFVI83FT0QL,تشارك الأوزان,weight-sharing,مشاركة الوزن
996,A2OTFVI83FT0QL,مصفوفة الجوار المرجحة,weighted adjacency matrix,مصفوفة التلاصق الموزونة
996,A2OTFVI83FT0QL,المتوسط الوزني,weighted average,المتوسط المرجح
996,A2OTFVI83FT0QL,الرسم البياني الموجه الوزني,weighted directed graph,الرسم البياني الموجه الموزون
996,A33S3NQJEHPOMN,متجه الوزن,weight vector,متجه الوزن
996,A33S3NQJEHPOMN,تشارك الأوزان,weight-sharing,مشاركة الوزن
