,word,prediction_ratio,1)validated_translation_by_gpt4o,2)word>=0.5,reason,back_translations
116,sentiment detection,"[{'word': 'détection de sentiment', 'ratio': 0.6}, {'word': 'détection des sentiments', 'ratio': 0.2}, {'word': 'détection de sentiments', 'ratio': 0.1}, {'word': 'Détection des sentiments', 'ratio': 0.1}]",détection des sentiments,détection de sentiment,"```
1. Candidate: ""détection des sentiments""
2. Explanation: ""Détection des sentiments"" is the best translation candidate because it accurately captures the concept of identifying and analyzing sentiments expressed in text, which is crucial in the AI domain for tasks like analyzing social media content, reviews, and other user-generated content. The use of ""des"" (of the) in French implies a general sense of detecting various sentiments, aligning well with the English term's broad application in sentiment analysis. This translation maintains semantic accuracy and fits well contextually when back-translated to English, ensuring that the domain-specific usage in AI is preserved.
```","['Sentiment detection', 'sentiment detection', 'sentiment detection', 'sentiment detection']"
117,shape prior,"[{'word': 'prior de forme', 'ratio': 0.8}, {'word': 'a priori de forme', 'ratio': 0.1}, {'word': 'antécédent de forme', 'ratio': 0.1}]",a priori de forme,prior de forme,"```
1. Candidate: ""a priori de forme""
2. Explanation: The term ""shape prior"" in the context of AI and computer vision refers to pre-existing knowledge or assumptions about the shape of objects that can be used to improve image analysis, especially in challenging conditions like shadows or low resolution. The candidate ""a priori de forme"" accurately captures this meaning, as ""a priori"" is commonly used in French to denote pre-existing knowledge or assumptions, aligning well with the AI domain-specific usage. The back translation ""a priori of form"" maintains the intended meaning, making it semantically accurate and contextually appropriate.
```","['form history', 'form prior', 'a priori of form', 'front shape']"
118,shift reduce parser,"[{'word': 'analyseur à réduction de décalage', 'ratio': 0.5}, {'word': 'analyseur par réduction de déplacement', 'ratio': 0.1}, {'word': 'analyseur à réduction par décalage', 'ratio': 0.1}, {'word': 'analyseur par réduction de décalage', 'ratio': 0.1}, {'word': 'analyseur par réduction de translation', 'ratio': 0.1}, {'word': 'analyseur shift-reduce', 'ratio': 0.1}]",analyseur shift-reduce,analyseur à réduction de décalage,"```
1. Candidate: ""analyseur shift-reduce""

2. Explanation: The term ""shift-reduce parser"" is a specific concept in computer science and AI, particularly in the field of natural language processing and compiler design. It refers to a type of parser used for syntax analysis. The term ""shift-reduce"" is a well-established term in this domain and is often used as-is in many languages, including French, to maintain its technical specificity and clarity. Using ""analyseur shift-reduce"" preserves the original term's technical meaning and ensures that it is immediately recognizable to professionals in the field. This candidate also has a perfect back translation, maintaining the original term without introducing ambiguity or altering its meaning.
```","['offset reduction analyzer', 'offset reduce parser', 'offset reduction analyzer', 'translation reduction analyzer', 'shift-reduce parser', 'analyzer by displacement reduction', 'shift reduction analyzer']"
119,signal-to-noise ratio,"[{'word': 'rapport signal-sur-bruit', 'ratio': 0.5}, {'word': 'rapport signal-bruit', 'ratio': 0.3}, {'word': 'rapport signal sur bruit', 'ratio': 0.2}]",rapport signal/bruit,rapport signal-sur-bruit,"```
1. Candidate: ""rapport signal/bruit""
2. Explanation: The candidate ""rapport signal/bruit"" is the best fit for translating ""signal-to-noise ratio"" in the context of AI and statistics. This translation is semantically accurate and widely used in technical and scientific literature, ensuring clarity and precision. The use of the slash (""/"") is common in French technical terminology to denote ratios or relationships, similar to its usage in English. This makes it easily recognizable and understandable for professionals in the field. Additionally, the back translation maintains the original meaning, ensuring contextual fit and accuracy.
```","['signal to noise ratio', 'signal-to-noise ratio', 'signal-to-noise ratio', 'signal-to-noise ratio']"
120,smoothness term,"[{'word': 'terme de régularisation', 'ratio': 0.6}, {'word': 'terme de lissage', 'ratio': 0.4}]",terme de lissage,terme de régularisation,"```
1. Candidate: terme de lissage
2. Explanation: In the context of AI and computer vision, ""smoothness term"" often refers to a component in an optimization problem that encourages smoothness in the solution, such as in image processing or stereo vision tasks. ""Terme de lissage"" directly translates to ""smoothing term,"" which accurately captures the intended meaning of promoting smoothness or continuity in the data. This term is commonly used in the AI domain to describe such concepts, making it the most semantically accurate and contextually appropriate choice. The back translation to ""smoothing term"" confirms its accuracy and fit within the AI context.
```","['smoothing term', 'regularization term', 'term of gentleness']"
121,social network analysis,"[{'word': 'analyse des réseaux sociaux', 'ratio': 0.9}, {'word': 'analyse de réseaux sociaux', 'ratio': 0.1}]",analyse de réseaux sociaux,analyse des réseaux sociaux,"```
1. Candidate: analyse de réseaux sociaux
2. Explanation: The term ""analyse de réseaux sociaux"" is the best fit because it accurately translates to ""social network analysis"" in English, maintaining the focus on the analysis of social networks rather than social media. In the context of AI and network analysis, the term refers to the study of social structures through the use of networks and graph theory, which aligns with the context provided where the focus is on identifying communities within a network. The back translation confirms the semantic accuracy, ensuring that the term is understood in the same way in both languages within the AI domain.
```","['social media analysis', 'social network analysis']"
122,sparse model,"[{'word': 'modèle épars', 'ratio': 0.5}, {'word': 'modèle sparse', 'ratio': 0.2}, {'word': 'modèle clairsemé', 'ratio': 0.2}, {'word': 'modèle parcimonieux', 'ratio': 0.1}]",modèle parcimonieux,modèle épars,"```
1. Candidate: modèle parcimonieux
2. Explanation: In the context of AI, particularly in machine learning and neural networks, ""sparse model"" refers to a model that is efficient in terms of resource usage by focusing on the most informative parts of the data or model architecture. The term ""parcimonieux"" in French conveys the idea of being economical or frugal, which aligns well with the concept of sparsity in AI, where the model is designed to be efficient by removing uninformative elements. This makes ""modèle parcimonieux"" the best fit for accurately capturing the intended meaning in the AI domain.
```","['sparse model', 'parsimonious model', 'scattered pattern', 'sparse pattern']"
123,sparse sampling,"[{'word': 'échantillonnage sparse', 'ratio': 0.6}, {'word': 'échantillonnage épars', 'ratio': 0.2}, {'word': 'échantillonnage éparse', 'ratio': 0.1}, {'word': 'échantillonnage clairsemé', 'ratio': 0.1}]",échantillonnage épars,échantillonnage sparse,"```
1. Candidate: échantillonnage épars
2. Explanation: ""Échantillonnage épars"" is the best translation candidate because it accurately captures the concept of ""sparse sampling"" in the context of AI and machine learning. The term ""épars"" in French conveys the idea of something being scattered or not densely packed, which aligns well with the notion of selecting a few data points or samples from a larger set. This is particularly relevant in AI, where sparse sampling is used to efficiently process large datasets by selecting only a subset of data points. The back translation to ""sparse sampling"" confirms the semantic accuracy and contextual fit, making it the most appropriate choice for domain-specific usage.
```","['sparse sampling', 'sparse sampling', 'sparse sampling', 'sparse sampling']"
124,spectral matching,"[{'word': 'correspondance spectrale', 'ratio': 0.8}, {'word': 'appariement spectral', 'ratio': 0.2}]",appariement spectral,correspondance spectrale,"```
1. Candidate: ""appariement spectral""
2. Explanation: ""Appariement spectral"" is the best fit for translating ""spectral matching"" in the context of AI and computer vision. The term ""appariement"" is commonly used in the field to refer to the process of matching or pairing elements, such as features or points, which aligns well with the concept of spectral matching where elements are matched based on spectral properties. This term is semantically accurate and maintains the technical nuance required in AI applications, ensuring that the translation is contextually appropriate and precise.
```","['spectral matching', 'spectral matching']"
125,spurious correlation,"[{'word': 'corrélation spurious', 'ratio': 0.6}, {'word': 'correlation spurious', 'ratio': 0.3}, {'word': 'corrélation spurie', 'ratio': 0.1}]",corrélation parasite,corrélation spurious,"```
1. Candidate: ""corrélation parasite""
2. Explanation: ""Corrélation parasite"" is the best fit for translating ""spurious correlation"" in the context of AI and machine learning. In French, ""parasite"" conveys the idea of something that is misleading or irrelevant, which aligns well with the concept of spurious correlations—relationships that appear statistically significant but are actually due to random chance or confounding variables. This term is semantically accurate and maintains the intended meaning when back-translated to English. The other candidates either use incorrect forms or do not capture the specific nuance of ""spurious"" in this context.
```","['spurie correlation', 'spurious correlation', 'spurious correlation', 'spurious correlation']"
126,squared error loss,"[{'word': ""perte d'erreur au carré"", 'ratio': 0.8}, {'word': ""perte d'erreur quadratique"", 'ratio': 0.2}]",perte d'erreur quadratique,perte d'erreur au carré,"```
1. Candidate: ""perte d'erreur quadratique""
2. Explanation: The term ""perte d'erreur quadratique"" is the best fit for translating ""squared error loss"" in the context of AI and machine learning. In the domain of AI, ""quadratique"" is commonly used to describe functions or losses that involve squaring terms, such as in quadratic functions or quadratic loss. This aligns well with the mathematical formulation of the squared error loss, which involves squaring the difference between predicted and actual values. The back translation also accurately returns to ""squared error loss,"" indicating a strong semantic and contextual fit.
```","['squared error loss', 'squared error loss']"
127,state-action value,"[{'word': 'valeur état-action', 'ratio': 0.9}, {'word': ""valeur d'état-action"", 'ratio': 0.1}]",valeur d'état-action,valeur état-action,"```
1. Candidate: valeur d'état-action
2. Explanation: The candidate ""valeur d'état-action"" is the best fit because it accurately reflects the compound nature of the term ""state-action value"" in the context of AI and reinforcement learning. The use of ""d'état-action"" maintains the semantic relationship between ""state"" and ""action,"" which is crucial for understanding the concept in the context of Q-learning and policy evaluation. This translation preserves the technical meaning and is consistent with the terminology used in French literature on reinforcement learning.
```","['state-action value', 'state-action value']"
128,state-of-the-art baseline,"[{'word': 'référence de pointe', 'ratio': 0.5}, {'word': 'référence à la pointe de la technologie', 'ratio': 0.3}, {'word': ""référence de l'état de l'art"", 'ratio': 0.1}, {'word': 'base de référence à la pointe de la technologie', 'ratio': 0.1}]",référence de l'état de l'art,référence de pointe,"```
1. Candidate: ""référence de l'état de l'art""
2. Explanation: The term ""state-of-the-art baseline"" in the AI domain refers to a benchmark or standard that represents the most advanced level of development in a particular field. ""Référence de l'état de l'art"" accurately captures this meaning, as ""référence"" translates to ""reference"" or ""benchmark,"" and ""état de l'art"" is a direct translation of ""state-of-the-art,"" commonly used in French to denote the highest level of current development. This candidate maintains both semantic accuracy and contextual fit, making it the best choice for conveying the intended meaning in AI terminology.
```","['state of the art reference', 'state-of-the-art baseline', 'cutting edge reference', 'reference at the cutting edge of technology']"
129,stochastic gradient method,"[{'word': 'méthode de gradient stochastique', 'ratio': 0.9}, {'word': 'Méthode de gradient stochastique', 'ratio': 0.1}]",méthode du gradient stochastique,méthode de gradient stochastique,"```
1. Candidate: méthode du gradient stochastique
2. Explanation: The candidate ""méthode du gradient stochastique"" is the best fit because it accurately reflects the English term ""stochastic gradient method"" while maintaining the correct grammatical structure in French. The use of ""du"" (a contraction of ""de le"") is appropriate here, as it specifies the method related to the stochastic gradient, which aligns with the domain-specific usage in AI. This translation maintains semantic accuracy and ensures that the term is understood in the context of AI, where precise terminology is crucial for clarity and understanding.
```","['Stochastic gradient method', 'stochastic gradient method', 'stochastic gradient method']"
130,sub-word tokenization,"[{'word': 'tokenisation par sous-mots', 'ratio': 0.8}, {'word': 'Tokenisation en sous-mots', 'ratio': 0.1}, {'word': 'tokenisation des sous-mots', 'ratio': 0.1}]",tokenisation en sous-mots,tokenisation par sous-mots,"```
1. Candidate: ""tokenisation en sous-mots""
2. Explanation: ""Tokenisation en sous-mots"" is the best fit because it directly translates to ""subword tokenization,"" maintaining the original term's structure and meaning. In the AI domain, especially in language processing, the term ""subword"" is often used to describe a method of breaking down words into smaller units for better handling of morphological variations. The use of ""en"" aligns with the English preposition ""in,"" which is commonly used in technical contexts to describe processes or methods, ensuring semantic accuracy and contextual fit.
```","['tokenization of subwords', 'Subword tokenization', 'subword tokenization', 'subword tokenization']"
131,submodular function,"[{'word': 'fonction sous-modulaire', 'ratio': 0.9}, {'word': 'fonction submodulaire', 'ratio': 0.1}]",fonction submodulaire,fonction sous-modulaire,"```
1. Candidate: fonction submodulaire
2. Explanation: The term ""fonction submodulaire"" is the best fit for translating ""submodular function"" in the context of AI and mathematical optimization. This translation is widely accepted in the French-speaking academic and professional communities dealing with AI and combinatorial optimization. The term ""submodulaire"" directly corresponds to ""submodular,"" maintaining the technical meaning related to the ""diminishing returns"" property described in the context. The back translation to ""submodular function"" confirms its semantic accuracy and contextual fit, ensuring that the specialized meaning is preserved across languages.
```","['submodular function', 'submodular function']"
132,successor state axiom,"[{'word': ""axiome d'état successeur"", 'ratio': 0.7}, {'word': ""axiome de l'état successeur"", 'ratio': 0.3}]",axiome de l'état successeur,axiome d'état successeur,"```
1. Candidate: axiome de l'état successeur
2. Explanation: The candidate ""axiome de l'état successeur"" is the best fit because it accurately captures the concept of a ""successor state axiom"" in the context of AI and logic programming. The term ""état successeur"" directly translates to ""successor state,"" maintaining the semantic integrity of the original English term. This translation is consistent with the domain-specific usage in AI, where ""état"" (state) and ""successeur"" (successor) are commonly used to describe states resulting from actions in logical frameworks. The back translation also confirms the accuracy and contextual fit, as it returns to ""successor state axiom,"" indicating a precise and contextually appropriate translation.
```","['axiom of the successor state', 'successor state axiom', 'successor state axiom']"
133,syntactic dependency parsing,"[{'word': 'analyse de dépendance syntaxique', 'ratio': 1.0}]",analyse des dépendances syntaxiques,analyse de dépendance syntaxique,"```
1. Candidate: analyse des dépendances syntaxiques
2. Explanation: The term ""analyse des dépendances syntaxiques"" is the best fit for translating ""syntactic dependency parsing"" in the context of AI and natural language processing. This candidate accurately captures the concept of parsing, which involves analyzing and structuring the syntactic dependencies between words in a sentence. The plural form ""dépendances"" aligns with the idea of multiple dependencies being parsed, and ""analyse"" is a direct translation of ""parsing"" in this context. The back translation ""parsing syntactic dependencies"" maintains the original meaning, ensuring semantic accuracy and contextual fit within the AI domain.
```","['parsing syntactic dependencies', 'syntactic dependency analysis']"
134,syntactic information,"[{'word': 'information syntaxique', 'ratio': 1.0}]",informations syntaxiques,information syntaxique,"```
1. Candidate: informations syntaxiques
2. Explanation: The term ""informations syntaxiques"" is the best fit for translating ""syntactic information"" in the context of AI and computational linguistics. In French, ""informations syntaxiques"" accurately conveys the plural nature of ""information"" as it pertains to multiple syntactic elements or data points, which is often the case in AI models dealing with language processing. The plural form aligns with the context of handling various syntactic structures across languages, as mentioned in the provided contexts. Additionally, the back translation to ""syntactic information"" maintains semantic accuracy, ensuring that the term is understood correctly in both languages within the AI domain.
```","['syntactic information', 'syntactic information']"
135,test split,"[{'word': 'ensemble de test', 'ratio': 0.5}, {'word': 'division de test', 'ratio': 0.2}, {'word': 'partition de test', 'ratio': 0.1}, {'word': 'jeu de test', 'ratio': 0.1}, {'word': 'Division de test', 'ratio': 0.1}]",partition de test,ensemble de test,"```
1. Candidate: ""partition de test""
2. Explanation: In the context of AI and machine learning, ""test split"" refers to the portion of a dataset that is set aside for evaluating the performance of a model. The term ""partition de test"" accurately captures this meaning, as ""partition"" implies a division or segment of a dataset, which aligns with the concept of splitting data for testing purposes. This translation maintains semantic accuracy and is contextually appropriate for the AI domain, where data is often partitioned into training, validation, and test sets. The back translation ""test partition"" also aligns well with the original English term, ensuring consistency and clarity in the AI context.
```","['test division', 'test partition', 'Test Division', 'test game', 'test splitting', 'test set']"
136,text embedding,"[{'word': 'intégration de texte', 'ratio': 0.5}, {'word': 'représentation textuelle', 'ratio': 0.2}, {'word': 'plongement de texte', 'ratio': 0.1}, {'word': 'intégration textuelle', 'ratio': 0.1}, {'word': 'Embedding de texte', 'ratio': 0.1}]",plongement de texte,intégration de texte,"```
1. Candidate: ""plongement de texte""
2. Explanation: ""Plongement de texte"" is the best translation candidate because it directly translates to ""text embedding,"" maintaining the semantic accuracy and technical specificity required in the AI domain. In AI, ""embedding"" refers to the representation of data in a continuous vector space, which is a concept well captured by ""plongement."" This term is widely used in French AI literature to describe the process of mapping text into a numerical format that can be processed by machine learning models. The back translation also accurately reflects the original term, ensuring contextual fit and understanding in both languages.
```","['text integration', 'text embedding', 'textual representation', 'textual integration', 'Text embedding']"
137,textual entailment,"[{'word': 'implication textuelle', 'ratio': 0.7}, {'word': 'inférence textuelle', 'ratio': 0.2}, {'word': 'entaillement textuel', 'ratio': 0.1}]",inférence textuelle,implication textuelle,"```
1. Candidate: ""inférence textuelle""
2. Explanation: ""Inférence textuelle"" is the best translation for ""textual entailment"" in the context of AI and NLP. In the domain of natural language processing, ""textual entailment"" refers to the task of determining if a particular piece of text logically follows from another text. The term ""inférence"" in French accurately captures the notion of drawing a conclusion or deducing information, which aligns with the concept of entailment in logic and semantics. The back translation ""textual inference"" maintains the semantic integrity of the original term, ensuring contextual fit and domain-specific accuracy. The other candidates, ""entaillement textuel"" and ""implication textuelle,"" do not convey the precise meaning used in AI contexts as effectively. ""Entaillement"" is not a standard term in French, and ""implication"" might suggest a broader or different logical relationship than intended in NLP tasks.
```","['textual cut', 'textual implication', 'textual inference']"
138,time-series datum,"[{'word': 'donnée de séries temporelles', 'ratio': 0.5}, {'word': 'donnée de série temporelle', 'ratio': 0.5}]",donnée de série temporelle,donnée de séries temporelles,"```
1. Candidate: ""donnée de série temporelle""

2. Explanation: The term ""donnée de série temporelle"" is the best fit for translating ""time-series datum"" in the context of AI and data analysis. The singular form ""donnée"" aligns with ""datum,"" which is the singular form of ""data."" The use of ""série temporelle"" accurately reflects the concept of a time series, which is crucial in AI for modeling and analyzing sequences over time. This translation maintains semantic accuracy and ensures that the singularity of the term is preserved, which is important for precise communication in technical contexts.
```","['time series data', 'time series data', 'time series data']"
139,token vector,"[{'word': 'vecteur de jeton', 'ratio': 0.6}, {'word': 'vecteur de jetons', 'ratio': 0.2}, {'word': 'vecteur de token', 'ratio': 0.2}]",vecteur de token,vecteur de jeton,"```
1. Candidate: vecteur de token
2. Explanation: In the AI domain, especially in natural language processing, the term ""token"" is often used directly in French without translation, as it is a technical term that has been widely adopted in its original English form. ""Vecteur de token"" maintains the technical specificity and clarity needed in AI contexts, ensuring that the term is immediately recognizable to professionals in the field. This choice avoids potential confusion that might arise from translating ""token"" to ""jeton,"" which could be interpreted differently outside of a technical context. Additionally, ""vecteur de token"" aligns well with the back translation, preserving the original meaning and context.
```","['token vector', 'token vector', 'token vector']"
140,transformer layer,"[{'word': 'couche transformer', 'ratio': 0.5}, {'word': 'couche de transformateur', 'ratio': 0.3}, {'word': 'couche Transformer', 'ratio': 0.1}, {'word': 'couche transformeur', 'ratio': 0.1}]",couche transformeur,couche transformer,"```
1. Candidate: ""couche transformeur""
2. Explanation: The term ""couche transformeur"" is the best fit for translating ""transformer layer"" in the context of AI and machine learning. This choice maintains semantic accuracy and aligns with the established terminology used in the French-speaking AI community. The back translation to ""transformer layer"" confirms its contextual fit, ensuring that the technical meaning is preserved. The term ""transformeur"" is widely recognized in the AI domain to refer to the transformer architecture, which is a fundamental component in language models and neural networks. This makes ""couche transformeur"" the most appropriate and precise translation for conveying the intended meaning in the given context.
```","['transform layer', 'transformer layer', 'transformer layer', 'Transform layer']"
141,tree search,"[{'word': ""recherche d'arbre"", 'ratio': 0.7}, {'word': 'recherche arborescente', 'ratio': 0.2}, {'word': ""recherche d'arbres"", 'ratio': 0.1}]",recherche arborescente,recherche d'arbre,"```
1. Candidate: recherche arborescente
2. Explanation: ""Recherche arborescente"" is the best fit for translating ""tree search"" in the context of AI and reinforcement learning. This term is widely used in French to describe algorithms that explore decision trees, which aligns with the context provided. The term ""arborescente"" directly relates to the structure of a tree, capturing the essence of the search process in AI. Additionally, the back translation to ""tree search"" confirms its semantic accuracy and contextual fit, making it the most appropriate choice for domain-specific usage.
```","['tree search', 'tree search', 'tree search', 'tree search']"
142,tree-based model,"[{'word': 'modèle basé sur un arbre', 'ratio': 0.6}, {'word': 'modèle basé sur des arbres', 'ratio': 0.2}, {'word': 'modèle basé sur les arbres', 'ratio': 0.2}]",modèle basé sur des arbres,modèle basé sur un arbre,"```
1. Candidate: modèle basé sur des arbres
2. Explanation: The term ""modèle basé sur des arbres"" is the best fit for translating ""tree-based model"" in the context of AI. This translation accurately captures the concept of models that utilize decision trees or similar structures, which is common in machine learning and AI. The plural form ""des arbres"" suggests the use of multiple trees, aligning with the typical implementation of tree-based models like random forests or gradient boosting, where multiple trees are used to improve model performance. The back translation to ""tree-based model"" confirms its semantic accuracy and contextual fit within the AI domain.
```","['tree-based model', 'tree model', 'tree-based model', 'tree-based model']"
143,unbiased estimate,"[{'word': 'estimation sans biais', 'ratio': 0.6}, {'word': 'estimation non biaisée', 'ratio': 0.3}, {'word': 'estimate non biaisé', 'ratio': 0.1}]",estimation non biaisée,estimation sans biais,"```
1. Candidate: estimation non biaisée

2. Explanation: ""Estimation non biaisée"" is the best translation candidate because it accurately captures the statistical and mathematical context of ""unbiased estimate"" in the AI domain. The term ""non biaisée"" directly translates to ""unbiased,"" which is crucial in maintaining the integrity of the statistical concept where the expected value of the estimate equals the true parameter value. This translation is widely accepted in academic and professional settings, ensuring semantic accuracy and contextual fit. Additionally, the back translation to ""unbiased estimate"" confirms its precision and appropriateness in the given context.
```","['unbiased estimate', 'unbiased estimate', 'unbiased estimation', 'unbiased estimate']"
144,value iteration algorithm,"[{'word': ""algorithme d'itération de valeur"", 'ratio': 0.9}, {'word': ""algorithme d'itération de la valeur"", 'ratio': 0.1}]",algorithme d'itération de la valeur,algorithme d'itération de valeur,"```
1. Candidate: ""algorithme d'itération de la valeur""
2. Explanation: The candidate ""algorithme d'itération de la valeur"" is the best fit because it accurately captures the concept of ""value iteration algorithm"" in the context of AI and reinforcement learning. In French, ""de la valeur"" specifies the iteration process concerning the ""value"" function, which is a critical component in the algorithm's operation. This specificity aligns with the domain-specific usage where the algorithm iteratively updates the value function to find optimal policies. The back translation also confirms the semantic accuracy, as it directly translates back to ""value iteration algorithm,"" ensuring contextual fit and maintaining the intended meaning in AI terminology.
```","['value iteration algorithm', 'value iteration algorithm']"
145,volume rendering,"[{'word': 'rendu volumique', 'ratio': 0.8}, {'word': 'rendu volumétrique', 'ratio': 0.2}]",rendu volumétrique,rendu volumique,"```
1. Candidate: ""rendu volumétrique""
2. Explanation: ""Rendu volumétrique"" is the best translation candidate because it accurately captures the concept of ""volume rendering"" in the context of computer graphics and AI. In the domain of AI and computer graphics, ""rendu volumétrique"" is commonly used to describe the process of rendering 3D data into 2D images, which aligns with the provided context where pixel colors are computed and synthesized using volume rendering techniques. The back translation to ""volumetric rendering"" also maintains the semantic integrity of the original term, ensuring that the technical meaning is preserved across languages. This makes it a more precise fit for the AI domain-specific usage compared to ""rendu volumique,"" which is less commonly used and might not fully convey the technical nuances of the process involved in volume rendering.
```","['volumetric rendering', 'volume rendering']"
146,word alignment,"[{'word': 'alignement des mots', 'ratio': 0.7}, {'word': 'alignement de mots', 'ratio': 0.2}, {'word': 'Alignement de mots', 'ratio': 0.1}]",alignement de mots,alignement des mots,"```
1. Candidate: ""alignement de mots""
2. Explanation: ""Alignement de mots"" is the best translation candidate because it accurately captures the concept of ""word alignment"" in the context of AI and machine translation (MT). This term is commonly used in the field to describe the process of aligning words between two languages, as seen in the context provided. The back translation to ""word alignment"" confirms its semantic accuracy and contextual fit, making it the most appropriate choice for AI domain-specific usage.
```","['Word Alignment', 'word alignment', 'word alignment']"
147,word dropout,"[{'word': 'abandon de mots', 'ratio': 0.9}, {'word': 'dropout de mots', 'ratio': 0.1}]",dropout de mots,abandon de mots,"```
1. Candidate: ""dropout de mots""
2. Explanation: The term ""dropout de mots"" is the best fit for translating ""word dropout"" in the context of AI and machine learning. This is because ""dropout"" is a well-established term in the AI domain, referring to a regularization technique used to prevent overfitting by randomly dropping units during training. The direct borrowing of ""dropout"" into French maintains the technical specificity and familiarity for those in the field. The back translation ""word dropout"" accurately reflects the original term, ensuring semantic accuracy and contextual fit. The other candidates, ""abandon de mot"" and ""abandon de mots,"" suggest a more general or literal abandonment, which does not capture the technical nuance of the dropout technique in AI.
```","['word dropout', 'word abandonment', 'abandonment of words']"
148,Gaussian component,"[{'word': 'composant gaussien', 'ratio': 0.8}, {'word': 'composante gaussienne', 'ratio': 0.1}, {'word': 'Composante Gaussienne', 'ratio': 0.1}]",composante gaussienne,composant gaussien,"```
1. Candidate: composante gaussienne
2. Explanation: The term ""composante gaussienne"" is the best fit for translating ""Gaussian component"" in the context of AI and statistical modeling. In French, ""composante"" is commonly used to refer to elements or parts of a mathematical or statistical model, aligning well with the English term ""component."" The lowercase ""gaussienne"" is appropriate for adjectives derived from proper nouns in French, following the convention of not capitalizing them unless they start a sentence. This choice maintains semantic accuracy and is consistent with domain-specific usage in AI, where Gaussian components often refer to elements of Gaussian mixture models or similar statistical constructs.
```","['Gaussian component', 'Gaussian Component', 'Gaussian component', 'Gaussian component']"
149,Kleene closure,"[{'word': 'fermeture de Kleene', 'ratio': 1.0}]",Fermeture Kleene,fermeture de Kleene,"```
1. Candidate: ""Fermeture Kleene""
2. Explanation: ""Fermeture Kleene"" is the best translation candidate because it directly mirrors the English term ""Kleene closure"" without adding unnecessary prepositions or altering the structure, which is crucial in maintaining the term's integrity in the AI domain. The back translation ""Kleene closure"" confirms its semantic accuracy and contextual fit, ensuring that the technical meaning is preserved. In AI and computer science, precise terminology is essential, and ""Fermeture Kleene"" is widely recognized and used in French technical literature, making it the most appropriate choice.
```","['Kleene closure', 'closure of Kleene']"
150,Sentence-Piece,"[{'word': 'Sentence-Piece', 'ratio': 0.8}, {'word': 'SentencePiece', 'ratio': 0.1}, {'word': 'Morceau de phrase', 'ratio': 0.1}]",SentencePiece,Sentence-Piece,"```
1. Candidate: ""SentencePiece""
2. Explanation: ""SentencePiece"" is the best translation candidate because it retains the original term used in the AI domain, which is a specific tokenization algorithm developed by Google. In AI and machine learning contexts, especially when referring to specific tools or algorithms, it is crucial to maintain the original terminology to ensure clarity and accuracy. The other candidates either do not preserve the original term or inaccurately translate it, which could lead to confusion or misinterpretation in a technical setting.
```","['Sentence-Piece', 'SentencePiece', 'Sentence piece']"
151,abstractive summarization,"[{'word': 'résumé abstrait', 'ratio': 0.8}, {'word': 'résumés abstraits', 'ratio': 0.1}, {'word': 'résumé abstractif', 'ratio': 0.1}]",résumé abstractif,résumé abstrait,"```
1. Candidate: ""résumé abstractif""
2. Explanation: The term ""résumé abstractif"" is the best fit for translating ""abstractive summarization"" in the context of AI. In the AI domain, ""abstractive summarization"" refers to generating a summary that may include novel phrases not present in the original text, as opposed to ""extractive summarization,"" which involves selecting and reordering parts of the original text. The term ""abstractif"" captures the notion of abstraction and generation of new content, aligning well with the AI-specific meaning of creating summaries that are not just extracts but are generated with a deeper understanding of the content. The back translation ""abstractive summary"" also closely aligns with the original English term, ensuring semantic accuracy and contextual fit.
```","['abstractive summary', 'abstract summaries', 'abstract abstract']"
152,action sequence,"[{'word': ""séquence d'action"", 'ratio': 0.6}, {'word': ""séquence d'actions"", 'ratio': 0.4}]",séquence d'actions,séquence d'action,"```
1. Candidate: séquence d'actions
2. Explanation: In the context of AI, particularly when discussing feedback and reward functions, ""action sequence"" often refers to a series of actions taken by an agent in an environment. The candidate ""séquence d'actions"" accurately captures this meaning by emphasizing the plurality and continuity of actions, which aligns with the concept of a sequence in AI. The back translation ""sequence of actions"" also maintains the intended meaning, ensuring semantic accuracy and contextual fit within the domain.
```","['action sequence', 'sequence of actions']"
153,adapter-based fine-tuning,"[{'word': 'ajustement basé sur des adaptateurs', 'ratio': 0.6}, {'word': 'ajustement fin basé sur des adaptateurs', 'ratio': 0.4}]",ajustement fin basé sur des adaptateurs,ajustement basé sur des adaptateurs,"```
1. Candidate: ""ajustement fin basé sur des adaptateurs""
2. Explanation: The term ""ajustement fin basé sur des adaptateurs"" is the best fit because it accurately captures the concept of ""fine-tuning"" in the context of AI, where ""ajustement fin"" conveys the idea of precise or fine adjustments. The use of ""adaptateurs"" correctly translates ""adapters,"" which are specific components added to the transformer layers in this context. This candidate maintains the technical nuance of the original term, ensuring semantic accuracy and contextual fit within the AI domain. The back translation as ""fine adjustment based on adapters"" closely aligns with the original English term, indicating a high level of translation fidelity.
```","['fine adjustment based on adapters', 'adapter-based fine-tuning', 'adjustment based on adapters']"
