,word,prediction_ratio,1)validated_translation_by_gpt4o,2)word>=0.5,reason,back_translations
121,softmax function,"[{'word': 'softmax函数', 'ratio': 0.5}, {'word': '軟最大函數', 'ratio': 0.16666666666666666}, {'word': 'Softmax 函数', 'ratio': 0.16666666666666666}, {'word': 'softmax 函数', 'ratio': 0.16666666666666666}]",softmax 函数,softmax函数,"```
1. Candidate: ""softmax 函数""

2. Explanation: The term ""softmax 函数"" is the best translation candidate because it retains the original English term ""softmax"" in its transliterated form, which is commonly used and widely recognized in the AI and machine learning communities in Chinese-speaking regions. This ensures semantic accuracy and consistency with the technical terminology used in the field. The back translation as ""softmax function"" confirms that the meaning is preserved without introducing ambiguity. In the context of AI, where specific functions and algorithms are often referred to by their original English names, using ""softmax 函数"" aligns with the standard practice and ensures clarity and understanding among professionals in the domain.
```","['soft max function', 'softmax function', 'Softmax function', 'softmax function', 'soft max function']"
122,softmax loss,"[{'word': 'softmax损失', 'ratio': 0.5}, {'word': '軟最大損失', 'ratio': 0.16666666666666666}, {'word': 'Softmax 损失', 'ratio': 0.16666666666666666}, {'word': 'softmax 损失', 'ratio': 0.16666666666666666}]",softmax 损失,softmax损失,"```
1. Candidate: ""softmax 损失""

2. Explanation: The term ""softmax loss"" is a specific term in the AI and machine learning domain, referring to a loss function used in classification tasks. The candidate ""softmax 损失"" retains the original English term ""softmax"" while translating ""loss"" to ""损失,"" which is the standard translation for ""loss"" in Chinese. This preserves the technical specificity and accuracy of the term, ensuring that it is understood correctly in the context of AI. The back translation also accurately returns to ""softmax loss,"" confirming its semantic accuracy and contextual fit.
```","['Softmax loss', 'Soft maximum loss', 'softmax loss', 'Soft maximum loss', 'softmax loss']"
123,spectral embedding,"[{'word': '谱嵌入', 'ratio': 1.0}]",光谱嵌入,谱嵌入,"```
1. Candidate: 光谱嵌入
2. Explanation: ""光谱嵌入"" is the best translation for ""spectral embedding"" in the context of AI and machine learning. This term accurately captures the concept of using spectral methods, which involve eigenvectors and eigenvalues, to reduce the dimensionality of data. The term ""光谱"" (spectrum) is commonly used in Chinese to refer to spectral methods in mathematics and physics, aligning well with the domain-specific usage. Additionally, the back translation to ""Spectral embedding"" maintains the original meaning, ensuring semantic accuracy and contextual fit.
```","['Spectral embedding', 'spectral embedding']"
124,spectral learning,"[{'word': '谱学习', 'ratio': 0.8571428571428571}, {'word': '谱间隙', 'ratio': 0.14285714285714285}]",光谱学习,谱学习,"```
1. Candidate: 光谱学习
2. Explanation: ""光谱学习"" is the best translation candidate for ""spectral learning"" in the context of AI and machine learning. This term directly translates to ""spectral learning"" in English, maintaining both semantic accuracy and contextual fit. In the AI domain, ""spectral learning"" refers to methods that involve spectral analysis or decomposition, often using eigenvalues and eigenvectors, which is accurately captured by ""光谱"" (spectrum). The other candidates, ""谱间隙"" (spectral gap) and ""谱学习"" (spectrum learning), either refer to a different concept or do not fully capture the intended meaning of spectral methods used in machine learning algorithms.
```","['Spectral learning', 'spectral gap', 'spectrum learning']"
125,state of the art algorithm,"[{'word': '最先进算法', 'ratio': 0.5714285714285714}, {'word': '先进算法', 'ratio': 0.42857142857142855}]",最先进的算法,最先进算法,"```
1. Candidate: 最先进的算法
2. Explanation: The candidate ""最先进的算法"" is the best fit because it accurately captures the meaning of ""state of the art algorithm"" in the context of AI, where ""state of the art"" refers to the most advanced and cutting-edge technology available. The back translation ""State-of-the-art algorithms"" aligns well with the original English term, ensuring semantic accuracy and contextual fit within the AI domain. This translation is commonly used in technical and academic settings to denote the highest level of technological advancement.
```","['Advanced algorithm', 'State-of-the-art algorithms', 'State-of-the-art algorithms']"
126,state transition,"[{'word': '状态转移', 'ratio': 0.6666666666666666}, {'word': '状态转换 如果您有其他问题或需要进一步的帮助，请告诉我！', 'ratio': 0.16666666666666666}, {'word': '状态转换', 'ratio': 0.16666666666666666}]",状态转换,状态转移,"```
1. Candidate: ""状态转换""
2. Explanation: The term ""状态转换"" is the best fit for translating ""state transition"" in the context of AI and computer science. This translation accurately captures the concept of a change from one state to another within a system, which is a common notion in AI, particularly in areas like state machines, search algorithms, and reinforcement learning. The back translation ""state transition"" confirms its semantic accuracy and contextual fit, ensuring that the meaning is preserved in both languages. The other candidate ""状态转移"" (state transfer) could imply a more physical or data-oriented transfer rather than a logical change of state, which might not align as closely with the intended AI-specific usage.
```","['State Transitions If you have other questions or need further assistance, please let me know!', 'state transfer', 'state transition']"
127,stereo pair,"[{'word': '立体对', 'ratio': 0.7777777777777778}, {'word': '立体像对', 'ratio': 0.1111111111111111}, {'word': '立体图像对', 'ratio': 0.1111111111111111}]",立体像对,立体对,"```
1. Candidate: 立体像对
2. Explanation: The term ""立体像对"" is the best fit for translating ""stereo pair"" in the context of AI and computer vision. This term accurately conveys the concept of a pair of images used for stereoscopic vision, which is crucial in depth estimation and 3D reconstruction tasks. The back translation ""Stereo pair"" confirms its semantic accuracy. Other candidates like ""立体图像对"" are also close but slightly redundant, as ""像"" already implies ""image"" in this context. ""立体声对"" is incorrect as it refers to audio rather than visual imagery. Therefore, ""立体像对"" is the most precise and contextually appropriate translation for AI domain-specific usage.
```","['Stereo pair', 'Stereo image pair', 'Stereo pair', 'stereo pair']"
128,stochastic gradient method,"[{'word': '随机梯度方法', 'ratio': 0.8333333333333334}, {'word': '随机梯度法', 'ratio': 0.16666666666666666}]",随机梯度法,随机梯度方法,"```
1. Candidate: 随机梯度法

2. Explanation: ""随机梯度法"" is the best translation candidate because it is a widely accepted term in the Chinese AI and machine learning community for ""stochastic gradient method."" The term ""法"" (method) is often used in mathematical and algorithmic contexts to denote a specific approach or technique, aligning well with the English usage of ""method."" Additionally, the back translation perfectly matches the original term, ensuring semantic accuracy and contextual fit. In the AI domain, precision in terminology is crucial, and ""随机梯度法"" maintains the technical integrity and clarity needed for understanding and communication among professionals.
```","['stochastic gradient method', 'stochastic gradient method']"
129,structured perceptron,"[{'word': '结构化感知器', 'ratio': 0.7142857142857143}, {'word': '结构感知机', 'ratio': 0.14285714285714285}, {'word': '结构化感知机', 'ratio': 0.14285714285714285}]",结构化感知机,结构化感知器,"```
1. Candidate: 结构化感知机
2. Explanation: The term ""structured perceptron"" in the AI domain refers to a type of perceptron model that is designed to handle structured outputs, such as sequences or trees, rather than simple binary or multi-class outputs. The candidate ""结构化感知机"" accurately captures this meaning, as ""结构化"" translates to ""structured,"" and ""感知机"" is a common translation for ""perceptron."" This candidate maintains both semantic accuracy and contextual fit, as evidenced by the back translation also being ""structured perceptron."" The other candidates either miss the ""structured"" aspect or do not align as well with the standard terminology used in AI literature.
```","['structure perceptron', 'structured perceptron', 'structured perceptron']"
130,surrogate function,"[{'word': '替代函数', 'ratio': 0.5}, {'word': '代理函数', 'ratio': 0.5}]",代理函数,替代函数,"```
1. Candidate: 代理函数
2. Explanation: In the context of AI and optimization, ""surrogate function"" often refers to a function used to approximate or replace another function to simplify analysis or computation. The term ""代理函数"" directly translates to ""proxy function,"" which aligns well with the concept of a surrogate in AI, where a proxy is used to represent or approximate another entity. This translation maintains the semantic accuracy and contextual fit within the AI domain, as it conveys the idea of a function acting on behalf of another, which is crucial in optimization and machine learning contexts.
```","['proxy function', 'Substitution function']"
131,syntactic category,"[{'word': '句法类别', 'ratio': 1.0}]",句法范畴,句法类别,"```
1. Candidate: 句法范畴
2. Explanation: The term ""syntactic category"" in the context of linguistics and AI refers to a classification of words based on their syntactic properties, such as nouns, verbs, adjectives, etc. The candidate ""句法范畴"" is a more precise translation in this context because ""范畴"" (category) is often used in linguistic and philosophical contexts to denote a conceptual classification, aligning well with the idea of syntactic categories in AI and linguistics. ""类别"" (category) is more general and can refer to any kind of grouping, which might not capture the specific linguistic nuance as effectively as ""范畴"". Additionally, ""句法范畴"" is a commonly used term in Chinese linguistic literature, ensuring both semantic accuracy and contextual fit.
```","['syntactic categories', 'syntactic categories']"
132,tagger,"[{'word': '标注器', 'ratio': 0.8571428571428571}, {'word': '词性标注器', 'ratio': 0.14285714285714285}]",词性标注器,标注器,"```
1. Candidate: ""词性标注器""
2. Explanation: The term ""tagger"" in the context of AI and natural language processing typically refers to a ""part-of-speech tagger,"" which is a tool used to assign parts of speech to words in a text. In the provided contexts, the first context discusses syntactic agreement and parts of speech, while the second context involves labeling for a graph, both of which align with the function of a part-of-speech tagger. The candidate ""词性标注器"" directly translates to ""part-of-speech tagger,"" making it semantically accurate and contextually appropriate for the AI domain-specific usage.
```","['tagger', 'tagger', 'part-of-speech tagger']"
133,target token,"[{'word': '目标标记', 'ratio': 0.8571428571428571}, {'word': '目标词元', 'ratio': 0.14285714285714285}]",目标词元,目标标记,"```
1. Candidate: 目标词元
2. Explanation: The term ""目标词元"" is the best fit for ""target token"" in the context of AI and natural language processing. In this domain, ""token"" often refers to a unit of text, such as a word or subword, that is processed by models. ""词元"" accurately captures this meaning as it refers to a linguistic unit or element, aligning well with the concept of a token in AI. The back translation ""target word element"" also maintains the semantic integrity of the original term, ensuring contextual fit and accuracy in translation.
```","['target word element', 'target mark', 'target token']"
134,transformation function,"[{'word': '转换函数', 'ratio': 0.5}, {'word': '变换函数', 'ratio': 0.5}]",变换函数,转换函数,"```
1. Candidate: 变换函数
2. Explanation: The term ""变换函数"" is the best fit for ""transformation function"" in the context of AI and machine learning. In the provided contexts, the term refers to a mathematical function that alters or transforms data or labels, which aligns well with the meaning of ""变换"" (transformation). This term is commonly used in technical literature to describe functions that modify data representations or states, making it semantically accurate and contextually appropriate. The back translation of ""变换函数"" as ""transformation function"" also confirms its accuracy and suitability in the AI domain.
```","['conversion function', 'transformation function']"
135,value network,"[{'word': '值网络', 'ratio': 0.8333333333333334}, {'word': '价值网络', 'ratio': 0.16666666666666666}]",价值网络,值网络,"```
1. Candidate: 价值网络
2. Explanation: ""价值网络"" is the best translation for ""value network"" in the context of AI and machine learning. The term ""价值"" (value) aligns more closely with the concept of evaluating or estimating the worth or utility of states or actions within a network, which is a common interpretation in AI contexts. ""值"" (value) can be more ambiguous and might refer to numerical values or variables, which could lead to confusion. The back translation of ""价值网络"" as ""value network"" maintains the intended meaning and fits well within the domain-specific usage, ensuring semantic accuracy and contextual fit.
```","['value network', 'value network']"
136,zero-one loss,"[{'word': '零一损失', 'ratio': 0.75}, {'word': '0-1损失', 'ratio': 0.25}]",0-1损失,零一损失,"```
1. Candidate: ""0-1损失""
2. Explanation: The term ""0-1损失"" is the best translation candidate for ""zero-one loss"" in the context of AI and machine learning. This is because ""0-1损失"" directly corresponds to the notation ""0−1"" used in the original English text, which is a common representation in mathematical and AI literature. The back translation ""0-1 loss"" accurately reflects the original term, maintaining semantic accuracy and contextual fit. In AI, ""0-1损失"" is widely recognized and used to describe a specific type of loss function that evaluates the accuracy of a model by assigning a loss of 0 for correct predictions and 1 for incorrect ones, aligning well with the domain-specific usage.
```","['0-1 loss', 'zero one loss']"
137,A2C,"[{'word': 'A2C', 'ratio': 0.7777777777777778}, {'word': '他住过', 'ratio': 0.1111111111111111}, {'word': '优势-价值', 'ratio': 0.1111111111111111}]",优势-价值,A2C,"```
1. Candidate: 优势-价值
2. Explanation: The term ""A2C"" in the context of AI refers to ""Advantage Actor-Critic,"" a reinforcement learning algorithm. The translation ""优势-价值"" accurately captures the essence of the A2C algorithm by focusing on the ""advantage"" aspect, which is a key component of the algorithm's function. This translation maintains semantic accuracy and aligns well with the AI domain-specific usage, as it reflects the core concept of advantage estimation used in A2C. The back translation ""Advantage-Value"" also supports this contextual fit, ensuring that the meaning is preserved across languages.
```","['Advantage-Value', 'A2C', 'he lived']"
138,Bernoulli,"[{'word': '伯努利', 'ratio': 0.8}, {'word': '伯努利分布', 'ratio': 0.2}]",伯努利分布,伯努利,"```
1. Candidate: 伯努利分布
2. Explanation: The term ""Bernoulli"" in the given context refers to a Bernoulli distribution, which is a fundamental concept in probability theory and statistics, often used in AI for binary decision-making processes. The context involves sampling and decision-making based on probabilities, which aligns with the use of a Bernoulli distribution. The translation ""伯努利分布"" explicitly conveys this statistical concept, ensuring semantic accuracy and contextual fit within the AI domain. The back translation to ""Bernoulli distribution"" confirms the intended meaning, making it the best fit for the AI-specific usage.
```","['Bernoulli', 'Bernoulli distribution']"
139,Euclidean distance,"[{'word': '欧几里得距离', 'ratio': 0.9}, {'word': '欧氏距离', 'ratio': 0.1}]",欧氏距离,欧几里得距离,"```
1. Candidate: 欧氏距离
2. Explanation: ""欧氏距离"" is the more commonly used term in Chinese for ""Euclidean distance"" within the context of mathematics and AI. It is widely recognized and used in academic and technical literature, ensuring semantic accuracy. The back translation to ""Euclidean distance"" confirms its correctness and contextual fit, making it the best choice for AI domain-specific usage.
```","['Euclidean distance', 'Euclidean distance']"
140,Hedge algorithm,"[{'word': '对冲算法', 'ratio': 0.8}, {'word': 'Hedge算法', 'ratio': 0.1}, {'word': '算法', 'ratio': 0.1}]",Hedge算法,对冲算法,"```
1. Candidate: ""Hedge算法""
2. Explanation: ""Hedge算法"" is the best translation candidate because it retains the original English term ""Hedge"" while appending ""算法"" (algorithm) to indicate its nature as an algorithm. This is a common practice in the AI domain where specific algorithm names are often left untranslated to preserve their identity and recognition within the global research community. The term ""Hedge"" is a well-known algorithm in online learning and machine learning contexts, and keeping it in English ensures that it is immediately recognizable to those familiar with the literature, such as the works by Littlestone and Warmuth, and Freund and Schapire. The back translation as ""Hedge algorithm"" confirms the semantic accuracy and contextual fit, maintaining the integrity of the original term.
```","['Hedging algorithm', 'Hedge algorithm', 'algorithm']"
141,Hessian-vector product,"[{'word': '海森向量积', 'ratio': 0.5}, {'word': '海森矩阵-向量积', 'ratio': 0.25}, {'word': 'Hessian- 贡献积', 'ratio': 0.125}, {'word': '黑森州-向量积', 'ratio': 0.125}]",海森矩阵-向量积,海森向量积,"```
1. Candidate: ""海森矩阵-向量积""

2. Explanation: The term ""Hessian-vector product"" in the context of AI and machine learning refers to the product of a Hessian matrix and a vector. The candidate ""海森矩阵-向量积"" directly translates to ""Hessian matrix-vector product,"" which accurately captures the mathematical operation involved. This translation maintains the technical specificity required in AI terminology, ensuring that the concept is clearly understood in both languages. The other candidates either misinterpret ""Hessian"" as a geographical term or fail to convey the precise mathematical operation, making ""海森矩阵-向量积"" the most semantically accurate and contextually appropriate choice.
```","['Hesse - vector product', 'Hessian- contribution product', 'Hessian vector product', 'Hessian matrix-vector product', 'Hessian vector product']"
142,Machine Comprehension,"[{'word': '机器理解', 'ratio': 0.8888888888888888}, {'word': '机器阅读理解', 'ratio': 0.1111111111111111}]",机器阅读理解,机器理解,"```
1. Candidate: 机器阅读理解
2. Explanation: ""机器阅读理解"" is the best fit because it specifically refers to the AI task of understanding and interpreting text, which aligns with the context of testing vocabulary and parts of speech (POS) in the provided example. The term ""阅读"" (reading) emphasizes the process of interpreting written language, which is crucial in the context of machine comprehension tasks. This specificity is important in the AI domain, where ""machine comprehension"" often involves reading comprehension tasks. The back translation ""Machine reading comprehension"" accurately reflects the original English term, ensuring semantic accuracy and contextual fit.
```","['machine understanding', 'Machine reading comprehension']"
143,Routing Transformer,"[{'word': '路由变换器', 'ratio': 0.8}, {'word': '路由转换器', 'ratio': 0.1}, {'word': '路由变压器', 'ratio': 0.1}]",路由变压器,路由变换器,"```
1. Candidate: 路由变压器
2. Explanation: The term ""Routing Transformer"" in the context of AI refers to a specific type of transformer model that uses routing mechanisms to improve efficiency and scalability. The candidate ""路由变压器"" directly translates to ""routing transformer,"" maintaining the technical meaning and context of the original term. The other candidates, ""路由转换器"" and ""路由变换器,"" translate to ""routing converter"" and ""route converter,"" respectively, which do not accurately convey the concept of a transformer model in AI. Therefore, ""路由变压器"" is the best fit for maintaining semantic accuracy and contextual relevance in the AI domain.
```","['routing converter', 'routing transformer', 'Route converter']"
144,Spearman rank correlation,"[{'word': '斯皮尔曼等级相关', 'ratio': 0.7142857142857143}, {'word': '斯皮尔曼秩相关', 'ratio': 0.2857142857142857}]",斯皮尔曼秩相关,斯皮尔曼等级相关,"```
1. Candidate: 斯皮尔曼秩相关
2. Explanation: The term ""Spearman rank correlation"" is a well-established statistical measure used to assess the strength and direction of association between two ranked variables. In the context of AI, it is often used to evaluate the correlation between model outputs or features. The translation ""斯皮尔曼秩相关"" directly corresponds to ""Spearman rank correlation,"" maintaining both the technical accuracy and the established terminology used in Chinese statistical and AI literature. The back translation also accurately reflects the original English term, ensuring semantic accuracy and contextual fit within the AI domain.
```","['Spearman level correlation', 'Spearman rank correlation']"
145,Token,"[{'word': '令牌', 'ratio': 0.5}, {'word': '词元', 'ratio': 0.3}, {'word': '标记', 'ratio': 0.2}]",词元,令牌,"```
1. Candidate: 词元
2. Explanation: In the context of AI and natural language processing, ""token"" refers to the smallest unit of text, such as a word or a character, that is processed by a model. The term ""词元"" accurately captures this meaning as it translates to ""word element,"" which aligns with the concept of a token being a fundamental unit of text. Other candidates like ""令牌"" (token) and ""代币"" (Token) are more commonly associated with security or cryptocurrency contexts, while ""标记"" (mark) is too generic and does not specifically convey the idea of a text unit in AI terminology.
```","['token', 'Token', 'word element', 'mark']"
146,Transformer,"[{'word': '变换器', 'ratio': 0.5}, {'word': '转换器', 'ratio': 0.3}, {'word': 'Transformer', 'ratio': 0.1}, {'word': '', 'ratio': 0.1}]",Transformer,变换器,"```
1. Candidate: Transformer
2. Explanation: The term ""Transformer"" in the context of AI and machine learning refers to a specific type of neural network architecture introduced in the paper ""Attention is All You Need"" by Vaswani et al. in 2017. It is widely used in natural language processing and other AI applications. The direct use of ""Transformer"" in Chinese is common in the AI community, as it preserves the original meaning and is recognized by professionals in the field. Other candidates like ""转换器"" (converter), ""变换器"" (converter), and ""变压器"" (transformer) do not accurately convey the specific AI-related concept and could lead to confusion with unrelated technologies. Therefore, using ""Transformer"" directly is the best fit for maintaining semantic accuracy and contextual relevance in the AI domain.
```","['', 'transformer', 'converter', 'converter', 'transformer']"
147,annotated corpus,"[{'word': '注释语料库', 'ratio': 0.5}, {'word': '标注语料库', 'ratio': 0.5}]",标注语料库,注释语料库,"```
1. Candidate: 标注语料库
2. Explanation: The term ""标注语料库"" is the best fit for ""annotated corpus"" in the context of AI and natural language processing. In the AI domain, ""标注"" specifically refers to the process of labeling or tagging data, which aligns with the concept of an ""annotated corpus"" where data is systematically labeled for training machine learning models. This term is widely used in Chinese academic and technical literature related to AI, ensuring both semantic accuracy and contextual fit. The back translation also accurately reflects the original English term, maintaining the intended meaning.
```","['annotated corpus', 'annotated corpus', 'Annotated corpus']"
148,answer span,"[{'word': '答案范围', 'ratio': 0.7142857142857143}, {'word': '答案片段', 'ratio': 0.2857142857142857}]",答案跨度,答案范围,"```
1. Candidate: 答案跨度
2. Explanation: The term ""answer span"" in the context of AI and natural language processing refers to the specific segment of text that directly answers a given question within a passage. The candidate ""答案跨度"" directly translates to ""answer span,"" which accurately captures the concept of a range or span of text that contains the answer. This is semantically accurate and aligns well with the domain-specific usage in AI, where the focus is on identifying the precise start and end points of an answer within a text. The other candidates, ""答案片段"" (answer fragment) and ""答案范围"" (answer range), do not convey the same precision and specificity required in this context. ""答案片段"" suggests a fragment, which may imply a smaller or less defined portion, while ""答案范围"" suggests a broader range, which may not accurately reflect the precise nature of an ""answer span.""
```","['answer fragment', 'answer span', 'Answer range']"
149,averaged perceptron algorithm,"[{'word': '平均感知器算法', 'ratio': 0.7}, {'word': '平均感知机算法', 'ratio': 0.3}]",平均感知机算法,平均感知器算法,"```
1. Candidate: 平均感知机算法
2. Explanation: The term ""averaged perceptron algorithm"" is best translated as ""平均感知机算法"" because ""感知机"" accurately reflects the term ""perceptron,"" which is a specific type of algorithm used in machine learning and AI. The back translation ""average perceptron algorithm"" closely matches the original English term, ensuring semantic accuracy. In the AI domain, ""感知机"" is the standard term used for ""perceptron,"" making this translation more contextually appropriate and widely recognized among Chinese-speaking AI professionals.
```","['average perceptron algorithm', 'average perceptron algorithm']"
150,back-off strategy,"[{'word': '回退策略', 'ratio': 1.0}]",退避策略,回退策略,"```
1. Candidate: 退避策略
2. Explanation: ""退避策略"" is the best translation for ""back-off strategy"" in the context of AI and computational linguistics. The term ""back-off"" in AI typically refers to a method where the system resorts to simpler or less specific models when more detailed information is unavailable or unreliable. ""退避策略"" accurately captures this concept, as ""退避"" implies a strategic retreat or fallback to a less complex state, aligning well with the AI domain's usage of progressively less reliable information. The back translation as ""backoff strategy"" also maintains the original meaning, ensuring semantic accuracy and contextual fit.
```","['fallback strategy', 'backoff strategy']"
151,beam search algorithm,"[{'word': '束搜索算法', 'ratio': 0.625}, {'word': '波束搜索算法', 'ratio': 0.125}, {'word': '光束搜索算法', 'ratio': 0.125}, {'word': '信息集', 'ratio': 0.125}]",波束搜索算法,束搜索算法,"```
1. Candidate: 波束搜索算法
2. Explanation: ""波束搜索算法"" is the best translation candidate because it accurately captures the technical meaning of ""beam search algorithm"" in the AI domain. The term ""波束"" (beam) is commonly used in Chinese technical literature to refer to the concept of ""beam"" in algorithms, particularly in natural language processing and machine learning contexts. This translation maintains semantic accuracy and is widely recognized in the field, ensuring that it fits well within the context of AI-related discussions and documentation.
```","['Beam search algorithm', 'Beam search algorithm', 'beam search algorithm', 'information set']"
152,big-O notation,"[{'word': '大O符号', 'ratio': 0.8}, {'word': '大O表示法', 'ratio': 0.1}, {'word': '大 O 表示法', 'ratio': 0.1}]",大O表示法,大O符号,"```
1. Candidate: 大O表示法
2. Explanation: The term ""大O表示法"" is the best fit for translating ""big-O notation"" in the context of AI and computer science. This candidate accurately captures the mathematical and technical nature of the term, as ""表示法"" (notation) is commonly used in mathematical contexts to describe symbolic representations. The back translation also confirms its accuracy, as it directly translates back to ""Big O notation,"" maintaining the intended meaning without introducing ambiguity. Additionally, ""大O表示法"" is widely recognized in Chinese technical literature, ensuring that it is understood by those familiar with algorithm analysis and computational complexity.
```","['Big O notation', 'Big O notation', 'Big O notation']"
153,block matrix,"[{'word': '块矩阵', 'ratio': 0.7}, {'word': '分块矩阵', 'ratio': 0.3}]",分块矩阵,块矩阵,"```
1. Candidate: 分块矩阵
2. Explanation: The term ""分块矩阵"" is the best fit for translating ""block matrix"" in the context of AI and mathematics. This term is widely used in mathematical literature to describe matrices that are partitioned into smaller matrix blocks, which aligns with the context provided where permutations and block-diagonal matrices are discussed. The back translation ""block matrix"" accurately reflects the original English term, ensuring semantic accuracy and contextual fit within the AI domain.
```","['block matrix', 'block matrix']"
154,brute force search,"[{'word': '暴力搜索', 'ratio': 0.625}, {'word': '穷举搜索', 'ratio': 0.375}]",穷举搜索,暴力搜索,"```
1. Candidate: 穷举搜索
2. Explanation: ""穷举搜索"" translates to ""exhaustive search,"" which accurately captures the essence of ""brute force search"" in the AI domain. This term emphasizes the methodical and comprehensive nature of the search process, where all possible solutions are considered. In the context of AI and computer science, ""brute force search"" refers to evaluating all potential options to find a solution, which aligns well with the concept of ""exhaustive search."" The back translation ""exhaustive search"" maintains the intended meaning, ensuring semantic accuracy and contextual fit within the AI domain.
```","['Brutal search', 'Exhaustive search']"
155,contextualized embedding,"[{'word': '上下文化嵌入', 'ratio': 0.5}, {'word': '上下文嵌入', 'ratio': 0.375}, {'word': '上下文化的嵌入', 'ratio': 0.125}]",情境化嵌入,上下文化嵌入,"```
1. Candidate: ""情境化嵌入""
2. Explanation: ""情境化嵌入"" is the best translation candidate because it accurately captures the meaning of ""contextualized embedding"" in the AI domain. The term ""情境化"" directly translates to ""contextualized,"" which implies the process of embedding that takes into account the surrounding context, a crucial aspect in AI models like transformers and BERT. The back translation also matches perfectly with ""contextualized embedding,"" ensuring semantic accuracy and contextual fit.
```","['contextual embedding', 'contextual embedding', 'contextual embedding', 'contextualized embedding']"
156,credit assignment,"[{'word': '信用分配', 'ratio': 0.8}, {'word': '奖励分配', 'ratio': 0.1}, {'word': '归因问题', 'ratio': 0.1}]",奖励分配,信用分配,"```
1. Candidate: 奖励分配
2. Explanation: In the context of AI, particularly in reinforcement learning, ""credit assignment"" refers to the process of determining which actions are responsible for certain outcomes, often in terms of rewards. The term ""奖励分配"" (Reward distribution) accurately captures this concept, as it emphasizes the distribution of rewards to actions or states, which aligns with the AI domain-specific usage. The other candidates either focus on attribution in a broader sense or imply a different kind of allocation that doesn't fit the reinforcement learning context as well.
```","['attribution problem', 'Credit allocation', 'Reward distribution', 'credit allocation']"
157,datum dependency,"[{'word': '数据依赖性', 'ratio': 0.8888888888888888}, {'word': '数据依赖', 'ratio': 0.1111111111111111}]",数据依赖,数据依赖性,"```
1. Candidate: 数据依赖
2. Explanation: ""数据依赖"" is the best translation for ""datum dependency"" in the context of AI and computational graphs. This term accurately captures the concept of dependencies between data elements in a task graph, which is crucial for understanding how tasks are interconnected through data flow. The back translation ""data dependency"" aligns well with the original term, ensuring semantic accuracy and contextual fit within the AI domain. The alternative ""数据依赖性"" suggests a more general notion of dependency, which may not specifically convey the precise relationship between data elements in computational tasks.
```","['data dependency', 'data dependencies']"
158,dual program,"[{'word': '对偶程序', 'ratio': 0.6}, {'word': '对偶规划', 'ratio': 0.2}, {'word': '对偶解', 'ratio': 0.1}, {'word': '双计划', 'ratio': 0.1}]",对偶规划,对偶程序,"```
1. Candidate: 对偶规划
2. Explanation: ""对偶规划"" is the best translation for ""dual program"" in the context of AI and optimization. In the field of linear programming and optimization, ""对偶规划"" is a standard term used to refer to the dual of a given optimization problem. The term accurately captures the concept of duality in mathematical programming, which is crucial in the context provided, where the dual program is used to derive bounds and solutions. The other candidates either do not accurately reflect the technical meaning (""双计划"" translates to ""dual plan,"" which is not specific to optimization) or are less commonly used in this context (""对偶解"" means ""dual solution,"" which refers to a solution rather than the program itself, and ""对偶程序"" is less standard in mathematical optimization terminology).
```","['dual plan', 'dual solution', 'dual program', 'Dual programming']"
159,facial recognition,"[{'word': '面部识别', 'ratio': 0.7777777777777778}, {'word': '面部识别 / 人脸识别', 'ratio': 0.1111111111111111}, {'word': '人脸识别', 'ratio': 0.1111111111111111}]",人脸识别,面部识别,"```
1. Candidate: 人脸识别
2. Explanation: ""人脸识别"" is the best translation candidate for ""facial recognition"" in the context of AI terminology. It is widely used in the Chinese AI community and industry to refer specifically to the technology that identifies or verifies a person from a digital image or a video frame. The term ""人脸识别"" directly translates to ""face recognition,"" which aligns well with the English term's meaning and usage. Additionally, it is more commonly used in technical and academic contexts compared to ""面部识别,"" which can be seen as a more general term. The back translation ""face recognition"" also confirms its semantic accuracy and contextual fit within the AI domain.
```","['facial recognition/face recognition', 'face recognition', 'facial recognition']"
160,few-shot classification,"[{'word': '少样本分类', 'ratio': 0.6666666666666666}, {'word': '小样本分类', 'ratio': 0.3333333333333333}]",小样本分类,少样本分类,"```
1. Candidate: 小样本分类
2. Explanation: ""小样本分类"" is the best translation for ""few-shot classification"" in the context of AI and machine learning. In the AI domain, ""few-shot"" refers to the ability of a model to learn and make predictions with a very limited number of training examples. The term ""小样本"" (small sample) accurately captures this concept, as it implies working with a small number of samples, which aligns with the idea of few-shot learning. Additionally, ""小样本分类"" is a widely accepted term in Chinese AI literature, ensuring both semantic accuracy and contextual fit. The back translation as ""Small sample classification"" also maintains the intended meaning, reinforcing its suitability in the AI context.
```","['few-shot classification', 'Small sample classification']"
161,generative parser,"[{'word': '生成解析器', 'ratio': 0.6}, {'word': '生成式解析器', 'ratio': 0.4}]",生成式解析器,生成解析器,"```
1. Candidate: 生成式解析器
2. Explanation: The term ""生成式解析器"" is the best fit because it accurately captures the concept of a ""generative parser"" in the AI domain. The word ""生成式"" specifically refers to the generative nature of the parser, which is crucial in distinguishing it from other types of parsers, such as discriminative ones. This translation maintains the semantic integrity of the original term and aligns well with the context provided, where the generative aspect is a foundational characteristic of the parser being discussed.
```","['Generate parser', 'Generative parser']"
