Index,English,French
5032,principle of least squares,principe des moindres carrés
5033,principle of maximum entropy,principe d'entropie maximale
5034,prior belief,croyance antérieure
5035,prior distribution,distribution a priori
5036,prior hyperparameter,hyperparamètre a priori
5037,prior knowledge,connaissance a priori
5038,prior mean,moyenne a priori
5039,prior probability,probabilité a priori
5040,prior probability distribution,distribution de probabilité a priori
5041,prior variance,variance a priori
5042,priority queue,file de priorité
5043,privacy budget,budget de confidentialité
5044,privacy-preserving data mining,fouille de données préservant la confidentialité
5045,probabilistic causation,causalité probabiliste
5046,probabilistic clustering,groupement probabiliste
5047,probabilistic context-free grammar,grammaire contextuelle probabiliste
5048,probabilistic distribution,distribution probabiliste
5049,probabilistic formulation,formulation probabiliste
5050,probabilistic framework,cadre probabiliste
5051,probabilistic generative model,modèle génératif probabiliste
5052,probabilistic graphical model,modèle graphique probabiliste
5053,probabilistic inference,inférence probabiliste
5054,probabilistic logic,logique probabiliste
5055,probabilistic method,méthode probabiliste
5056,probabilistic model,modèle probabiliste
5057,probabilistic programming,programmation probabiliste
5058,probabilistic programming language,langage de programmation probabiliste
5059,probabilistic relational model,modèle relationnel probabiliste
5060,probabilistic representation,représentation probabiliste
5061,probabilistic semantic,sémantique probabiliste
5062,probabilistic topic modeling,modélisation thématique probabiliste
5063,probabilistic tree,arbre probabiliste
5064,probabilities,probabilités
5065,probability density,densité de probabilité
5066,probability density function,densité de probabilité
5067,probability distribution,distribution de probabilité
5068,probability flow,flux de probabilité
5069,probability interpretation,interprétation de la probabilité
5070,probability kernel,noyau de probabilité
5071,probability map,carte de probabilité
5072,probability mass,masse de probabilité
5073,probability mass function,fonction de masse de probabilité
5074,probability matrix,matrice de probabilité
5075,probability measure,mesure de probabilité
5076,probability model,modèle de probabilité
5077,probability multiset,multiensemble de probabilités
5078,probability sampling,prélèvement probabiliste
5079,probability simplex,simplexe de probabilité
5080,probability space,espace de probabilité
5081,probability theory,théorie des probabilités
5082,probability threshold,seuil de probabilité
5083,probability transition matrix,matrice de transition de probabilité
5084,probability vector,vecteur de probabilité
5085,probing classifier,classificateur d'interrogation
5086,probit model,modèle probit
5088,problem reduction,réduction de problème
5089,problem reduction method,décomposition de problème
5090,problem solving,résolution de problèmes
5091,problem space,espace de problème
5092,procedural reasoning systems,systèmes de raisonnement procédural
5093,procedural representation,représentation procédurale
5094,procedural semantics,sémantique procédurale
5095,product distribution,distribution de produit
5096,product moment,moment-produit
5097,product-of-expert,produit des experts
5098,production rule representation,représentation par règles de production
5099,program induction,induction de programmes
5100,programming language,langage de programmation
5101,projection algorithm,algorithme de projection
5102,projection layer,couche de projection
5103,projection matrix,matrice de projection
5104,projection operator,opérateur de projection
5105,projection step,étape de projection
5106,projective camera,caméra projective
5107,projective dependency parsing,analyse de dépendance projective
5108,projective dependency tree,arbre de dépendance projectif
5109,projective parsing,analyse projective
5110,projective transformation,transformation projective
5111,prompt,invite
5112,prompt aligned personalization,PALP
5113,prompt chaining,enchaînement de requêtes
5114,prompt engineer,ingénieur de requêtes
5115,prompt engineering,ingénierie de requêtes
5116,prompt learning,apprentissage par invite
5117,prompt tuning,tuning de prompt
5118,pronoun resolution,résolution des pronoms
5120,proof complexity,complexité de preuve
5121,proof number,nombre de preuve
5122,proof tree,arbre de preuve
5123,propensity score,score de propension
5124,proportional allocation,affectation proportionnelle
5125,proportional hazards model,modèle à taux de défaillance proportionnels
5126,proportional sampling,répartition proportionnelle de l'échantillon
5127,proposal distribution,distribution de proposition
5128,proposal probability,probabilité de proposition
5130,propositional,propositionnel
5131,propositional calculus,calcul des propositions
5132,propositional database,base de données propositionnelle
5133,propositional formula,formule propositionnelle
5134,propositional language,langage propositionnel
5135,propositional learning systems,système d'apprentissage propositionnel
5136,propositional logic,logique des propositions
5137,propositional variable,variable propositionnelle
5138,protected attribute,attribut protégé
5139,protein folding,repliement des protéines
5140,prototype embedding,intégration de prototype
5141,proximal operator,opérateur proximal
5142,pruning,élagage
5143,pruning algorithm,algorithme d'élagage
5145,pseudo-inverse,pseudo-inverse
5146,pseudo-random numbers,nombres pseudo-aléatoires
5147,pseudonymisation,pseudonymisation
5148,public data,données publiques
5149,public-key cryptography,cryptographie par clé publique
5150,pulse-coupled neural networks,réseaux à couplage d'impulsions
5151,pure strategy,stratégie pure
5152,pyramid level,niveau de pyramide
5153,quadratic assignment problem,problème d'affectation quadratique
5154,quadratic classifier,classificateur quadratique
5155,quadratic loss,perte quadratique
5156,quadratic program,programme quadratique
5157,quadratic regularizer,régularisateur quadratique
5158,quadratic unconstrained binary optimization,optimisation binaire quadratique sans contrainte
5160,qualitative simulation,simulation qualitative
5162,quantal response equilibrium,équilibre de réponse quantale
5163,quantified variable,variable quantifiée
5164,quantifier,quantificateur
5165,quantile,quantile
5166,quantitative data,données quantitatives
5167,quantization,quantification
5168,quantization function,fonction de quantification
5169,quantized low-rank adaptation,adaptation par modèle auxiliaire quantifiée
5170,quantizer,quantificateur
5171,quantum coherence,cohérence quantique
5172,quantum cryptography,cryptographie quantique
5173,quantum dot,point quantique
5174,quantum encryption,chiffrement quantique
5175,quantum entanglement,enchevêtrement quantique
5176,quantum phase estimation algorithm,algorithme d'estimation de phase quantique
5177,quasi-Newton method,méthode quasi-Newton
5178,quaternion,quaternion
5179,qubit,bit quantique
5182,query answering,réponse à une requête
5183,query complexity,complexité de la requête
5184,query context,contexte de la requête
5185,query embedding,embedding de requête
5186,query image,image de requête
5187,query language,langage de requête
5188,query phase,phase de requête
5189,query point,point de requête
5190,query processing,traitement des requêtes
5191,query reformulation,reformulation de requête
5192,query representation,représentation de requête
5193,query strategy,stratégie de requête
5194,query time,temps de requête
5195,query vector,vecteur de requête
5196,query-document pair,paire requête-document
5197,query-level feature,attribut de requête
5198,query-likelihood model,modèle de vraisemblance de requête
5200,question answering system,question answering
5202,queue,file d'attente
5203,quickprop,quickprop
5204,quicksort,tri rapide
5205,quota sampling,échantillonnage par la méthode des quotas
5206,radial basis function,fonction de base radiale
5207,radial basis function network,réseau de neurones à fonction de base radiale
5208,radial basis neuronal network,réseaux neuronaux à base radiale
5209,radiance field,champ de radiance
5210,random,aléatoire
5211,random crop,recadrage aléatoire
5212,random feature,caractéristique aléatoire
5213,random forest,ensemble d’arbres aléatoire
5214,random matrix,matrice aléatoire
5215,random matrix theory,théorie des matrices aléatoires
5216,random number generator,générateur de nombres aléatoires
5217,random optimisation,optimisation aléatoire
5218,random over-sampling,sur-échantillonnage aléatoire
5219,random policy,politique aléatoire
5220,random processes with discrete time,processus aléatoires à temps discret
5221,random projection,projection aléatoire
5222,random projection algorithm,algorithme de projection aléatoire
5223,random sample,échantillon probabiliste
5224,random sampling,échantillonnage aléatoire
5225,random sampling error,erreur d'échantillonnage aléatoire
5226,random seed,graine aléatoire
5227,random selection,choix au hasard
5228,random under-sampling,sous-échantillonnage aléatoire
5229,random variable,variable stochastique
5230,random vector,vecteur aléatoire
5231,random walk,parcours aléatoire
5232,random walk model,modèle de marche aléatoire
5233,randomization,hasardisation
5234,randomization tests,test de randomisation
5235,randomized algorithm,algorithme aléatoire
5236,randomized smoothing,lissage aléatoire
5237,randomized weighted majority algorithm,algorithme de majorité pondérée randomisée
5238,range query,requête de plage
5239,rank,rang
5240,rank of a matrix,rang d'une matrice
5241,rank-one update,mise à jour de rang un
5242,ranking algorithm,algorithme de classement
5243,ranking function,fonction de classement
5244,ranking model,modèle de classement
5245,rater,évaluateur
5246,raw data,données brutes
5247,raw score,score brut
5248,rawdata,donnée brute
5250,reachable state,état atteignable
5251,reactive agent,agent réactif
5252,readout function,fonction de lecture
5253,real-time analysis,analyse en temps réel
5254,real-time analytics,analytique en temps réel
5255,real-time data,données en temps réel
5256,real-time data analytics,analyse des données en temps réel
5257,reasoning,raisonnement
5258,reasoning system,système de raisonnement
5259,reasoning under uncertainty,raisonnement sous incertitude
5260,recall,rappel
5261,receptive field,champ réceptif
5262,recognition,reconnaissance
5263,recognition model,modèle de reconnaissance
5264,recognizer,reconnaisseur
5265,recommendation algorithm,algorithme de recommandation
5266,recommendation model,modèle de recommandation
5267,recommendation system,système de recommandation
5268,recommender,recommandeur
5269,recommender system,système de recommandations
5270,reconstruction algorithm,algorithme de reconstruction
5271,reconstruction error,erreur de reconstruction
5272,reconstruction loss,perte de reconstruction
5273,recovery algorithm,algorithme de récupération
5274,rectified linear unit,unité de rectification linéaire
5275,rectified stereo pair,paire stéréo rectifiée
5276,recurrent,récurrent
5277,recurrent architecture,architecture récurrente
5278,recurrent autoencoder,autoencodeur récurrent
5279,recurrent connection,connexion récurrente
5280,recurrent dynamic,dynamique récurrente
5281,recurrent encoder-decoder,réseau de neurones récurrent encodeur-décodeur
5282,recurrent model,modèle récurrent
5283,recurrent network,réseau récurrent
5284,recurrent neural network,réseau de neurones récurrent
5285,recurrent state,état récurrent
5286,recursion,récursion
5287,recursive call,appel récursif
5288,recursive loop,boucle récursive
5289,recursive neural model,modèle neuronal récursif
5290,recursive neural network,réseau de neurones récursif
5291,reference data,données de référence
5292,reference distribution,distribution de référence
5293,reference resolution,résolution de référence
5294,reference text,texte de référence
5295,reference-based metric,métrique basée sur la référence
5296,referential ambiguity,ambiguïté référentielle
5297,refinement network,réseau de raffinement
5298,refutation completeness,complétude de réfutation
5299,region connection calculus,calcul des connexions entre régions
5300,regression,régression
5301,regression analysis,analyse de régression
5302,regression coefficient,coefficient de régression
5303,regression estimate,estimation par la méthode de régression
5304,regression function,fonction de régression
5305,regression model,modèle de régression
5306,regression problem,problème de régression
5307,regression task,tâche de régression
5308,regression testing,revérification
5309,regression tree,arbre de régression
5310,regret bound,borne de regret
5311,regret matching,correspondance de regret
5312,regret minimization,minimisation du regret
5313,regret minimization algorithm,algorithme de minimisation du regret
5314,regret minimizer,minimiseur de regret
5315,regular expression,expression rationnelle
5316,regularisation,régularisation
5317,regularization,régularisation
5318,regularization constant,constante de régularisation
5319,regularization function,fonction de régularisation
5320,regularization loss,perte de régularisation
5321,regularization parameter,paramètre de régularisation
5322,regularization path,chemin de régularisation
5323,regularization penalty,pénalité de régularisation
5324,regularization rate,taux de régularisation
5325,regularization strength,force de régularisation
5326,regularization term,terme de régularisation
5327,regularization weight,poids de régularisation
5328,regularization-based method,méthode basée sur la régularisation
5329,regularizer,régularisateur
5330,reinforcement learning,apprentissage par renforcement
5331,reinforcement learning algorithm,algorithme d'apprentissage par renforcement
5332,reinforcement learning from human feedback,apprentissage par renforcement avec rétroaction humaine
5333,reinforcement learning with the upper confidence bound,apprentissage par renforcement avec borne de confiance supérieure
5334,rejection criterion,critère de rejet
5335,rejection region,région critique
5336,rejection sampling,méthode de rejet
5338,relation extraction,extraction de relations
5339,relation type,type de relation
5340,relational database,base de données relationnelle
5341,relational model,modèle relationnel
5342,relational tuple,tuple relationnel
5344,relative entropy,entropie relative
5345,relative frequency,proportion
5346,relative positional embedding,embedding positionnel relatif
5347,relevance score,score de pertinence
5348,relevance vector machine,machine à vecteur de pertinence
5349,reliability,fiabilité
5350,rendering network,réseau de rendu
5351,renormalization,renormalisation
5352,reparameterization,reparamétrisation
5353,reparameterization trick,astuce de reparamétrisation
5354,replay buffer,mémoire tampon de replay
5355,replay memory,mémoire de replay
5356,reporting,rapportage
5358,representation fine-tuning,peaufinage de l'espace latent
5359,representation hypothesis,hypothèse de représentation
5360,representation learning,apprentissage de représentations
5361,representation matrix,matrice de représentation
5362,representation space,espace de représentation
5363,representation vector,vecteur de représentation
5364,representational capacity,capacité de représentation
5366,representer theorem,théorème de représentation
5367,reproducing kernel Hilbert space,espace de Hilbert à noyau reproduisant
5368,reproducing property,propriété de reproduction
5369,reprojection,reprojection
5370,reprojection error,erreur de reprojection
5371,reranker,reranker
5372,reranking model,modèle de reranking
5373,reranking parser,analyseur de reranking
5375,reservoir sampling,échantillonnage par réservoir
5376,residual,résidus
5377,residual block,bloc résiduel
5378,residual branch,branche résiduelle
5379,residual connection,connexion résiduelle
5380,residual error,erreur résiduelle
5381,residual function,fonction résiduelle
5382,residual graph,graphe résiduel
5383,residual learning,apprentissage résiduel
5384,residual network,réseau résiduel
5385,residual sum of squares,somme des carrés des résidus
5386,residual variance,variance des résidus
5387,residual vector quantization,quantificateur vectoriel résiduel
5388,resolution,résolution
5389,resolvent,résolvante
5390,resource description framework,cadre de description des ressources
5392,response generation,génération de réponses
5393,responsible AI,IA responsable
5394,responsible machine learning,apprentissage automatique responsable
5395,restricted Boltzmann machine,machine de Boltzmann restreinte
5396,restricted isometry property,propriété d'isométrie restreinte
5397,retrieval,récupération
5398,retrieval augmented generation,génération augmentée d'information applicative
5399,retrieval function,fonction de récupération
5400,retrieval method,méthode de récupération
5401,retrieval model,modèle de récupération
5402,retrieval system,système de récupération
5403,retrieval-augmented language model,modèle linguistique amélioré par la recherche
5405,reverse-mode,mode inverse
5406,reward,récompenser
5407,reward function,fonction de récompense
5408,reward model,modèle de récompense
5409,reward shaping,modelage de la récompense
5410,reward signal,signal de récompense
5411,reward-maximizing policy,politique de maximisation de la récompense
5412,rewrite rule,règle de récriture
5413,rhetorical relations,relations rhétoriques
5414,rich data,données riches
5415,ridge regression,régression de crête
5416,ridge regularization,régularisation de Ridge
5417,right-to-left model,modèle de droite à gauche
5418,rigid body transformation,transformation rigide
5419,rigid transformation,transformation rigide
5420,ripple-down rules,règle par vagues descendantes
5421,risk,risque
5422,risk analysis,analyse de risque
5423,risk assessment,analyse de risques
5424,risk minimization,minimisation du risque
5425,roberta-large,roberta-large
5426,robot,robot
5427,robot learning,apprentissage automatique en robotique
5428,robot swarm,essaim de robots
5429,robotic,robotique
5430,robotic process automation,automatisation des processus robotiques
5431,robotics,robotique
5432,robust optimization,optimisation robuste
5433,robust risk,risque robuste
5434,robustness,robustesse
5435,role assertion,assertion de rôle
5436,role atom,atome de rôle
5437,role classification,classification de rôle
5438,role name,nom de rôle
5439,roll-out policy,politique de déploiement
5440,rollout,déploiement
5441,rollout length,longueur de simulation
5442,rollup,forage ascendant
5443,root mean square,valeur quadratique moyenne
5444,root mean square error,erreur quadratique moyenne
5445,root mean squared error,racine carrée de l'erreur quadratique moyenne
5446,root node,nœud racine
5447,root-cause analysis,analyse des causes fondamentales
5448,rotation angle,angle de rotation
5449,rotation invariance,invariance de rotation
5450,rotation matrix,matrice de rotation
5451,rotational invariance,invariance de rotation
5452,row echelon form,matrice échelonnée
5453,row vector,vecteur ligne
5454,rule body,corps de règle
5455,rule engine,moteur de règles
5456,rule memory,mémoire de règles
5457,rule-based machine learning,apprentissage automatique à base de règles
5458,rule-based system,système de règles de production
5459,runtime complexity,complexité temporelle
5460,saddle point,point de selle
5461,saddle-point problem,problème de point selle
5462,saliency,saillance
5463,saliency map,carte de saillance
5464,sample complexity,complexité d'échantillonnage
5465,sample complexity bound,borne de complexité d'échantillonnage
5466,sample covariance matrix,matrice de covariance d'échantillon
5467,sample efficiency,efficacité d'échantillonnage
5468,sample mean,moyenne d'échantillon
5469,sample selection,sélection d'échantillons
5470,sample size,effectif d'échantillon
5471,sample space,espace d'échantillon
5472,sample unit,unité-échantillon
5473,sample variance,variance de l'échantillon
5474,sample-efficient,économe en échantillons
5475,sampler,échantillonneur
5476,sampling,échantillonnage
5477,sampling algorithm,algorithme d’échantillonnage
5478,sampling design,plan de sondage
5479,sampling fraction,fraction d'échantillonnage
5480,sampling probability,probabilité d'échantillonnage
5481,sampling ratio,rapport d'échantillonnage
5482,sampling with replacement,sondage avec remise
5483,sampling-based inference,inférence basée sur l'échantillonnage
5484,satisfiability,satisfaisabilité
5485,satisfiability problem,problème de satisfaisabilité
5486,scalability,extensibilité
5487,scalable,échelonnable
5488,scalar,scalaire
5489,scalar product,produit scalaire
5490,scalarization,scalarisation
5491,scale invariance,invariance à l'échelle
5492,scale parameter,paramètre d'étalement
5493,scale-space,espace d'échelle
5494,scaled dot-product,produit scalaire mis à l'échelle
5495,scaled dot-product attention,attention par produit scalaire
5496,scaling,mise à l'échelle
5497,scaling factor,facteur d'échelle
5498,scanning window detector,détecteur à fenêtre de balayage
5499,scatter plot,diagramme de dispersion
5500,scene category,catégorie de scène
5501,scene classification,classification de scène
5502,scene classifier,classificateur de scène
5503,scene flow,flux de scène
5504,scene flow estimation,estimation du flux de scène
5505,scene geometry,géométrie de scène
5506,scene graph,graphe de scène
5507,scene parsing,analyse de scène
5508,scene recognition,reconnaissance de scène
5509,scene reconstruction,reconstruction de scène
5510,scene representation,représentation de scène
5511,scene understanding,compréhension de scène
5512,scheduled sampling,échantillonnage programmé
5513,scheduler,planificateur
5514,schema item,élément de schéma
5515,score,score
5516,score function,fonction de score
5517,score matching,ajustement de score
5518,score vector,vecteur de scores
5519,score-based model,modèle basé sur les scores
5520,scoring,notation
5521,scoring function,fonction de score
5523,search algorithm,algorithme de recherche
5524,search problem,problème de recherche
5525,search procedure,procédure de recherche
5526,search robot,robot de recherche
5527,search space,espace de recherche
5528,search tree,arbre de recherche
5529,second order,deuxième ordre
5530,second order statistic,statistique d'ordre deux
5531,second-order optimization,optimisation du second ordre
5532,second-order potential,potentiel de second ordre
5533,security vulnerability,faille de sécurité informatique
5534,segmentation,segmentation
5535,segmentation algorithm,algorithme de segmentation
5536,segmentation analysis,analyse par segmentation
5537,segmentation map,carte de segmentation
5538,segmentation mask,masque de segmentation
5539,selection bias,biais de sélection
5540,selectional preference,préférence de sélection
5541,self organizing maps,carte auto adaptative
5542,self-adaptive robust attention,SARA-RT
5543,self-attention,Auto-attention
5544,self-attention head,tête d'auto-attention
5545,self-attention layer,couche d'auto-attention
5546,self-attention matrix,matrice d'auto-attention
5547,self-attention mechanism,mécanisme d'auto-attention
5548,self-attention model,modèle d'auto-attention
5549,self-attention module,module d'auto-attention
5550,self-attention network,apprentissage autoatttentif
5551,self-attention neural network,réseau de neurones autoattentif
5552,self-learning,auto-apprentissage
5553,self-loop,boucle auto-référentielle
5554,self-organizing map,carte auto-adaptative de Kohonen
5555,self-play,auto-jeu
5556,self-supervised method,méthode auto-supervisée
5557,self-supervised model,modèle auto-supervisé
5558,self-supervised representation learning,apprentissage de représentations auto-supervisé
5559,self-supervised signal,signal auto-supervisé
5560,self-supervised training,entraînement auto-supervisé
5561,self-supervision,auto-supervision
5562,self-training,auto-formation
5563,semantic alignment,alignement sémantique
5564,semantic analysis,analyse sémantique
5565,semantic annotation,annotation sémantique
5566,semantic category,catégorie sémantique
5567,semantic class,classe sémantique
5568,semantic constraint,contrainte sémantique
5569,semantic distance,distance sémantique
5570,semantic encoder,encodeur sémantique
5571,semantic equivalence,équivalence sémantique
5572,semantic feature,caractéristique sémantique
5573,semantic grammar,grammaire sémantique
5574,semantic graph,graphe sémantique
5575,semantic information,information sémantique
5576,semantic interpretation,interprétation sémantique
5577,semantic label,étiquette sémantique
5578,semantic memory,mémoire sémantique
5579,semantic model,modèle sémantique
5580,semantic network,réseau sémantique
5581,semantic object,objet sémantique
5582,semantic operator,opérateur sémantique
5583,semantic parse,analyse sémantique
5584,semantic parser,analyseur sémantique
5585,semantic priming,amorçage sémantique
5586,semantic query,requêtes sémantiques
5587,semantic reasoner,moteur de raisonnement
5588,semantic relation,relation sémantique
5589,semantic relation extraction,extraction de relations sémantiques
5590,semantic relation extraction algorithm,algorithme d'extraction de relations sémantiques
5591,semantic representation,représentation sémantique
5592,semantic role,rôle sémantique
5593,semantic role label,étiquette de rôle sémantique
5594,semantic search,recherche sémantique
5595,semantic segmentation,segmentation sémantique
5596,semantic similarity,similarité sémantique
5597,semantic similarity measure,mesure de similarité sémantique
5598,semantic space,espace sémantique
5599,semantic structure,structure sémantique
5600,semantic symbol,symbole sémantique
5601,semantic textual similarity,similarité textuelle sémantique
5602,semantic unit,unité sémantique
5603,semantic vector,vecteur sémantique
5604,semantic vector space,espace vectoriel sémantique
5607,semi-Markov,semi-Markov
5608,semi-definite programming,programmation semi-définie
5609,semi-interquartile range,amplitude semi-interquartile
5610,semi-structured data,données semi-structurées
5611,semi-supervised clustering,clustering semi-supervisé
5612,semi-supervised learning,apprentissage partiellement supervisé
5613,semi-supervision,semi-supervision
5614,semidefinite program,programme semi-défini
5615,semimartingale,semimartingale
5617,sense disambiguation,désambiguïsation des sens
5618,sensitive attribute,attribut sensible
5619,sensitivity analysis,analyse de sensibilité
5620,sensor,capteur
5621,sensor fusion,fusion de données multisensorielles
5623,sentence classification,classification de phrases
5624,sentence compression,compression de phrases
5625,sentence embedding,plongement de phrases
5626,sentence encoder,encodeur de phrases
5627,sentence representation,représentation de phrases
5628,sentence segmentation,segmentation de phrases
5629,sentence vector,vecteur de phrase
5630,sentence-level,au niveau de la phrase
5631,sentence-level classification,classification au niveau de la phrase
5632,sentence-level representation,représentation au niveau de la phrase
5634,sentiment,émotionel
5635,sentiment analysis,analyse des opinions
5636,sentiment analysis model,modèle d'analyse de sentiment
5637,sentiment classification,classification du sentiment
5638,sentiment classifier,classificateur de sentiment
5639,sentiment detection,détection de sentiment
5640,sentiment polarity,polarité de sentiments
5641,sentiment transfer,transfert de sentiment
5642,separable convolution,convolution séparable
5643,separation logic,logique de séparation
5644,separation oracle,oracle de séparation
5645,separation parameter,paramètre de séparation
5646,separator token,jeton de séparation
5647,seq2seq model,modèle seq2seq
5649,sequence alignment,alignement de séquences
5650,sequence classification,classification de séquences
5651,sequence database,base de données de séquences
5652,sequence generation,génération de séquences
5653,sequence labeling,étiquetage de séquences
5654,sequence labeling model,modèle d'étiquetage de séquences
5655,sequence length,longueur de séquence
5656,sequence model,modèle de séquence
5657,sequence prediction,prédiction de séquence
5658,sequence prediction tasks,tâches de prédiction des séquences
5659,sequence tagging,étiquetage de séquence
5660,sequence transduction,transduction de séquence
5661,sequence-to-sequence,modèle seq2seq
5662,sequence-to-sequence architecture,architecture séquence-à-séquence
5663,sequence-to-sequence generation,génération séquence-à-séquence
5664,sequence-to-sequence model,modèle séquence-à-séquence
5665,sequence-to-sequence transduction,transduction séquence-à-séquence
5667,sequential datum,donnée séquentielle
5668,sequential decision making,prise de décision séquentielle
5669,sequential decision-making process,processus de prise de décision séquentielle
5670,sequential estimation,estimation séquentielle
5671,sequential pattern,motif séquentiel
5672,sequential pattern mining,fouille de motifs séquentiels
5673,sequential quadratic programming,optimisation quadratique successive
5674,sequential sampler,échantillonneur séquentiel
5675,sequential search,recherche par balayage
5676,sequential tagging,étiquetage séquentiel
5677,serverless,sans serveur
5678,set cover problem,problème de couverture d'ensemble
5679,set function,fonction d'ensemble
5680,shallow network,réseau peu profond
5681,shape matching,correspondance de formes
5682,shape prior,prior de forme
5684,shift invariant,invariant par translation
5685,shift reduce parser,analyseur à réduction de décalage
5686,shortest path,chemin le plus court
5687,shortest path algorithm,algorithme du plus court chemin
5688,shortest path kernel,noyau du plus court chemin
5689,shortest path length,longueur du plus court chemin
5690,sibling model,modèle de fratrie
5691,sigmoid,sigmoïde
5692,sigmoid activation,activation sigmoïde
5693,sigmoid activation function,fonction d'activation sigmoïde
5694,sigmoid function,fonction sigmoïde
5695,sigmoidal nonlinearity,non-linéarité sigmoïdale
5696,signal processing,traitement des signaux
5697,signal-to-noise ratio,rapport signal
5698,sim,sim
5699,similarity,similarité
5700,similarity function,fonction de similarité
5701,similarity graph,graphe de similarité
5702,similarity learning,apprentissage de similarités
5703,similarity matrix,matrice de similarité
5704,similarity measure,mesure de similarité
5705,similarity metric,métrique de similarité
5706,similarity score,score de similarité
5707,similarity search,recherche par similarité
5708,similarity-based learning,apprentissage par détection des similarités
5709,simple mean,moyenne simple
5710,simple random sampling,échantillonnage simple au hasard
5711,simplex algorithm,algorithme du simplexe
5712,simplicial complex,complexe simplicial
5713,simulated annealing,recuit simulé
5714,simulated reality,réalité simulée
5715,simulation analysis,analyse de simulation
5717,simultaneous localization and mapping,localisation et cartographie simultanées
5718,single sampling,échantillonnage à étape unique
5719,single task learning,apprentissage à tâche unique
5720,single-label classification,classification à étiquette unique
5721,single-layer perceptron,perceptron monocouche
5722,single-linkage clustering,regroupement hiérarchique par lien simple
5723,single-view data,données à vue unique
5724,singleton,singleton
5725,singular value,valeur singulière
5726,singular value decomposition,décomposition en valeurs singulières
5727,singular vector,vecteur singulier
5728,singularity,singularité
5729,situation calculus,calcul de situation
5730,skip connection,connexion résiduelle
5731,skip-gram,skip-gram
5732,skip-gram algorithm,algorithme de prédiction des grammes-voisins
5733,skip-gram model,modèle skip-gram
5734,skolemization,skolémisation
5735,slack variable,variable d'écart
5736,sliding window,fenêtre glissante
5737,sliding window classifier,classificateur à fenêtre glissante
5738,slot,emplacement
5739,slot filling,remplissage de slot
5740,slot value,valeur de slot
5741,slot-value pair,paire slot-valeur
5742,slow feature analysis,analyse des caractéristiques lentes
5743,small data,petites données
5744,smart clothing,habillement intelligent
5745,smart data,données intelligentes
5746,smart personalization,personnalisation intelligente
5747,smart robot,robot intelligent
5748,smoothing parameter,paramètre de lissage
5749,smoothness prior,a priori régulier
5750,smoothness term,terme de régularisation
5751,snowball sampling,échantillonnage en boule de neige
5753,social bias,biais social
5754,social media mining,exploration de médias sociaux
5755,social network analysis,analyse des réseaux sociaux
5756,soft biometrics,biométrie douce
5757,soft margin,marge douce
5758,softmax,fonction exponentielle normalisée
5759,softmax activation,activation softmax
5760,softmax activation function,fonction d'activation softmax
5761,softmax classifier,classificateur softmax
5762,softmax distribution,distribution softmax
5763,softmax function,fonction softmax
5764,softmax loss,perte softmax
5765,softplus,softplus
5766,softplus activation,activation softplus
5767,softplus function,fonction softplus
5768,software as a service,logiciel en tant que service
5769,software bot,robot logiciel
5770,solution space,espace de solutions
5771,solver,solveur
5772,song recognition,identification de chansons
5773,source,source
5774,source domain,domaine source
5775,source model,modèle source
5776,source node,nœud source
5777,source sequence,séquence source
5778,source token,jeton source
5779,source word,mot source
5780,space carving,carving spatial
5781,space complexity,complexité spatiale
5782,space partitioning,partitionnement de l'espace
5783,spam detection,détection de spam
5784,spam filtering,filtrage de spam
5785,span,portée
5787,sparse,Clairsemé
5788,sparse approximation,approximation parcimonieuse
5789,sparse attention,attention sparse
5790,sparse attention pattern,schéma d'attention parcimonieuse
5791,sparse auto encoder,autoencodeurs peu denses
5792,sparse coding,codage parcimonieux
5793,sparse data,données disséminées
5794,sparse feature,caractéristique creuse
5795,sparse graph,graphe épars
5796,sparse matrix,matrice clairsemée
5797,sparse model,modèle épars
5798,sparse principal component analysis,ACP éparse
5799,sparse recovery,récupération sparse
5800,sparse representation,représentation creuse
5801,sparse sampling,échantillonnage sparse
5802,sparse vector,vecteur sparse
5803,sparsification,sparsification
5804,sparsity,parcimonie
5805,sparsity level,niveau de sparsité
5806,sparsity regularization,régularisation de la sparsité
5808,spatial analysis,analyse spatiale
5809,spatial association rule,règle d'association spatiale
5810,spatial autocorrelation,autocorrélation spatiale
5811,spatial dependence,dépendance spatiale
5812,spatial domain,domaine spatial
5813,spatial gradient,gradient spatial
5814,spatial heterogeneity,hétérogénéité spatiale
5815,spatial interpolation,interpolation spatiale
5816,spatial pooling,pooling spatial
5817,spatial pyramid,pyramide spatiale
5818,spatial sampling,échantillonnage spatial
5819,spatial transformer network,réseau de transformateurs spatiaux
5820,spatial weight matrix,matrice d'interactions spatiales
5821,spatial–temporal reasoning,raisonnement spatio-temporel
5822,spatiotemporal data,données spatio-temporelles
5823,special token,jeton spécial
5824,spectral algorithm,algorithme spectral
5825,spectral clustering,partitionnement spectral
5826,spectral decomposition,décomposition spectrale
5827,spectral embedding,incorporation spectrale
5828,spectral function,fonction spectrale
5829,spectral gap,écart spectral
5830,spectral learning,apprentissage spectral
5831,spectral matching,correspondance spectrale
5832,spectral method,méthode spectrale
5833,spectral norm,norme spectrale
5834,spectral property,propriété spectrale
5835,spectral weight function,fonction de pondération spectrale
5836,spectrogram,spectrogramme
5837,specular,spéculaire
5838,speech,dicours
