,word,validated_translation
4775,predicates,谓词
4776,predicted label,预测值
4777,prediction,预测
4778,prediction accuracy,预测准确率
4779,prediction entropy,预测熵
4780,prediction error,预测误差
4781,prediction head,预测头
4782,prediction invariance,预测不变性
4783,prediction model,预测模型
4784,prediction network,预测网络
4785,prediction variance,预测方差
4786,predictive coding,预测编码
4787,predictive distribution,预测分布
4788,predictive likelihood,预测似然
4789,predictive model,预测模型
4790,predictive performance,预测性能
4791,predictive sparse decomposition,预测稀疏分解
4792,predictor,预测器
4793,prefix,前缀
4794,prefix sum,前缀和
4795,prefix tree,前缀树
4796,preimage,原像
4797,prepositional phrase,介词短语
4798,preprocessing phase,预处理阶段
4799,prepruning,预剪枝
4800,presence penalty,存在惩罚
4801,pretrained,预训练的
4802,pretrained language model,预训练语言模型
4803,pretrained multilingual model,预训练多语言模型
4804,pretraining,预训练
4805,previous,先前的
4806,primal objective function,原始目标函数
4807,primal optimization,原始优化
4808,primal problem,主问题
4809,primal variable,原始变量
4810,primal-dual algorithm,原始-对偶算法
4811,primal-dual method,原始-对偶方法
4812,primary visual cortex,初级视觉皮层
4813,primitive,基元
4814,principal component,主成分
4815,principal component analysis,主成分分析
4816,principle of multiple explanations,多释原则
4817,prior,先验
4818,prior distribution,先验分布
4819,prior hyperparameter,先验超参数
4820,prior knowledge,先验知识
4821,prior mean,先验均值
4822,prior probability,先验概率
4823,prior probability distribution,先验概率分布
4824,prior pseudo-counts,伪计数
4825,prior shift,先验偏移
4826,prior variance,先验方差
4827,priority queue,优先队列
4828,priority rule,优先级规则
4829,privacy budget,隐私预算
4830,privacy-preserving data mining,隐私保护数据挖掘
4844,probabilistic PCA,概率PCA
4831,probabilistic context-free grammar,概率上下文无关文法
4832,probabilistic density estimation,概率密度估计
4833,probabilistic distribution,概率分布
4834,probabilistic formulation,概率表述
4835,probabilistic framework,概率框架
4836,probabilistic generative model,概率生成模型
4837,probabilistic graphical model,概率图模型
4838,probabilistic inference,概率推理
4839,probabilistic latent semantic analysis,概率潜在语义分析
4840,probabilistic latent semantic indexing,概率潜在语义索引
4841,probabilistic logic,概率逻辑
4842,probabilistic method,概率方法
4843,probabilistic model,概率模型
4845,probabilistic relational model,概率关系模型
4846,probabilistic representation,概率表示
4847,probabilistic semantic,概率语义
4848,probabilistic topic modeling,概率主题建模
4849,probabilistic tree,概率树
4850,probabilistic undirected graphical model,概率无向图模型
4851,probability,概率
4852,probability density,概率密度
4853,probability density function,概率密度函数
4854,probability distribution,概率分布
4855,probability flow,概率流
4856,probability map,概率图
4857,probability mass,概率质量
4858,probability mass function,概率质量函数
4859,probability matrix,概率矩阵
4860,probability measure,概率测度
4861,probability model,概率模型
4862,probability model estimation,概率模型估计
4863,probability multiset,概率多重集
4864,probability simplex,概率单纯形
4865,probability space,概率空间
4866,probability threshold,概率阈值
4867,probability transition matrix,概率转移矩阵
4868,probability vector,概率向量
4869,probably approximately correct,概率近似正确
4870,probing classifier,探测分类器
4871,problem,问题
4872,problem space,问题空间
4873,product distribution,乘积分布
4874,product of expert,专家之积
4875,product rule,乘法法则
4876,product-of-expert,专家乘积模型
4877,program induction,程序归纳
4878,projection algorithm,投影算法
4879,projection layer,投影层
4880,projection matrix,投影矩阵
4881,projection operator,投影算子
4882,projection step,投影步骤
4883,projective camera,投影相机
4884,projective dependency parsing,投影依赖解析
4885,projective dependency tree,投影依存树
4886,projective parsing,投影解析
4887,projective transformation,投影变换
4888,prompt,提示
4889,prompt engineering,提示工程
4890,prompt learning,提示学习
4891,prompt tuning,提示调优
4892,pronoun resolution,代词消解
4893,pronouns,代词
4894,proof complexity,证明复杂性
4895,proof number,证明数
4896,proof tree,证明树
4898,propensity score,倾向得分
4899,properly PAC learnable,恰PAC可学习
4900,proportional,成比例
4901,proposal distribution,提议分布
4902,proposal probability,提议概率
4903,propose,提出
4905,propositional,命题的
4906,propositional atom,原子命题
4907,propositional formula,命题公式
4908,propositional language,命题语言
4909,propositional logic,命题逻辑
4910,propositional rule,命题规则
4911,propositional variable,命题变量
4912,protected attribute,受保护属性
4913,protein folding,蛋白折叠
4914,prototype embedding,原型嵌入
4915,prototype-based clustering,原型聚类
4916,proximal gradient descent,近端梯度下降
4917,proximal operator,近端算子
4919,pruning,剪枝
4920,pruning algorithm,剪枝算法
4921,pseudo,伪
4922,pseudo-inverse,伪逆
4923,pseudo-label,伪标记
4924,pseudolikelihood,伪似然
4926,pure strategy,纯策略
4928,pyramid level,金字塔层级
4935,quadratic assignment problem,二次分配问题
4936,quadratic loss,二次损失
4937,quadratic loss function,平方损失函数
4938,quadratic program,二次规划
4939,quadratic programming,二次规划
4940,quadratic regularizer,二次正则化项
4941,quadrature pair,象限对
4942,qualitative,定性
4943,quality,质量
4945,quantal response equilibrium,量子反应均衡
4946,quantified variable,量化变量
4947,quantifier,量词
4948,quantile,分位数
4949,quantization,量化
4950,quantization function,量化函数
4951,quantized neural network,量子化神经网络
4952,quantizer,量化器
4953,quantum chemistry,量子化学
4954,quantum computer,量子计算机
4955,quantum computing,量子计算
4956,quantum machine learning,量子机器学习
4957,quantum mechanics,量子力学
4958,quantum theory,量子理论
4959,quasi Newton method,拟牛顿法
4961,quasi-Newton method,拟牛顿法
4960,quasi-concave,拟凹
4962,quaternion,四元数
4963,queries,查询
4964,query,查询
4965,query answering,查询回答
4966,query complexity,查询复杂度
4967,query context,查询上下文
4968,query embedding,查询嵌入
4970,query image,查询图像
4971,query language,查询语言
4972,query phase,查询阶段
4973,query point,查询点
4974,query processing,查询处理
4975,query reformulation,查询重构
4976,query representation,查询表示
4977,query strategy,查询策略
4978,query time,查询时间
4979,query vector,查询向量
4980,query-document pair,查询-文档对
4981,query-key-value,查询-键-值
4982,question,问题
4984,questions,问题
4989,radial basis function,径向基函数
4990,radiance field,辐射场
4992,random access memory,随机访问存储
4993,random crop,随机裁剪
4994,random feature,随机特征
4995,random field,随机场
4996,random forest,随机森林
4997,random forest algorithm,随机森林算法
4999,random initialization,随机初始化
5000,random matrix theory,随机矩阵理论
5001,random policy,随机策略
5002,random projection,随机投影
5003,random projection algorithm,随机投影算法
5004,random sampling,随机采样
5005,random search,随机搜索
5006,random seed,随机种子
5007,random selection,随机选择
5008,random subspace,随机子空间
5009,random variable,随机变量
5010,random vector,随机向量
5011,random walk,随机游走
5012,random walk model,随机游走模型
5013,randomization,随机化
5014,randomized algorithm,随机化算法
5015,randomized smoothing,随机平滑
5016,range,值域
5017,range query,范围查询
5018,rank,秩
5019,rank-one update,一阶更新
5020,ranking algorithm,排名算法
5021,ranking function,排名函数
5022,ranking model,排名模型
5024,ratio matching,比率匹配
5025,raw datasets,原始数据集
5026,raw feature,原始特征
5027,re,重新
5028,re-balance,再平衡
5029,re-sampling,重采样
5030,re-weighting,重赋权
5031,reachable state,可达状态
5033,readout function,读出函数
5034,real-time recurrent learning,实时循环学习
5036,reasoning,推理
5037,recall,查全率
5038,recall-oriented understudy for gisting evaluation,ROUGE
5039,receiver operating characteristic,受试者工作特征
5041,receptive field,感受野
5042,recirculation,再循环
5043,recognition,识别
5044,recognition model,识别模型
5045,recognition weight,认知权重
5047,recommendation algorithm,推荐算法
5048,recommendation model,推荐模型
5049,recommendation system,推荐系统
5050,recommender,推荐者
5051,recommender system,推荐系统
5052,reconstruction,重构
5053,reconstruction algorithm,重建算法
5054,reconstruction error,重构误差
5055,reconstruction loss,重建损失
5056,recovery algorithm,恢复算法
5057,rectangular diagonal matrix,矩形对角矩阵
5058,rectified linear,整流线性
5059,rectified linear transformation,整流线性变换
5060,rectified linear unit,修正线性单元
5061,rectified stereo pair,修正立体对
5062,rectifier network,整流网络
5063,recurrence,循环
5064,recurrent,循环的
5065,recurrent architecture,循环架构
5066,recurrent autoencoder,循环自编码器
5067,recurrent connection,循环连接
5068,recurrent convolutional network,循环卷积网络
5069,recurrent dynamic,循环动态
5071,recurrent model,循环模型
5072,recurrent multi-layer perceptron,循环多层感知器
5073,recurrent network,循环网络
5074,recurrent neural network,循环神经网络
5075,recurrent state,循环状态
5076,recursion,递归
5077,recursive call,递归调用
5078,recursive neural model,递归神经模型
5079,recursive neural network,递归神经网络
5080,reducible,可约的
5081,redundant feature,冗余特征
5082,reference distribution,参考分布
5083,reference model,参考模型
5084,reference resolution,参考解析
5085,reference text,参考文本
5086,reference-based metric,基于参考的度量
5087,refinement network,精细化网络
5089,region,区域
5090,regression,回归
5092,regression analysis,回归分析
5093,regression coefficient,回归系数
5094,regression function,回归函数
5095,regression model,回归模型
5096,regression problem,回归问题
5097,regression task,回归任务
5098,regression tree,回归树
5100,regret bound,遗憾界
5101,regret matching,遗憾匹配
5102,regret minimization,遗憾最小化
5103,regret minimization algorithm,后悔最小化算法
5104,regret minimizer,后悔最小化器
5105,regular expression,正则表达式
5106,regularisation,正则化
5107,regularization,正则化
5108,regularization constant,正则化常数
5109,regularization function,正则化函数
5110,regularization loss,正则化损失
5111,regularization parameter,正则化参数
5112,regularization path,正则化路径
5113,regularization penalty,正则化惩罚
5114,regularization strength,正则化强度
5115,regularization term,正则化项
5116,regularization weight,正则化权重
5117,regularization-based method,基于正则化的方法
5118,regularizer,正则化项
5119,reinforcement learning,强化学习
5120,reinforcement learning algorithm,强化学习算法
5121,rejection sampling,拒绝采样
5122,relation,关系
5123,relation extraction,关系抽取
5124,relation type,关系类型
5125,relational database,关系型数据库
5126,relational tuple,关系元组
5127,relations,关系
5128,relative entropy,相对熵
5129,relative positional embedding,相对位置嵌入
5130,relevance score,相关性得分
5131,relevant feature,相关特征
5132,rendering network,渲染网络
5133,renormalization,重新归一化
5134,reparameterization,再参数化
5135,reparameterization trick,重新参数化技巧
5136,reparametrization trick,重参数化技巧
5137,replay buffer,经验池
5138,replay memory,经验回放
5139,representation,表示
5140,representation learning,表示学习
5141,representation matrix,表示矩阵
5142,representation space,表示空间
5143,representation vector,表示向量
5144,representational capacity,表示容量
5145,representations,表示
5146,representer theorem,表示定理
5147,reproducing kernel Hilbert space,再生核希尔伯特空间
5148,reproducing property,再生性质
5149,reprojection,重新投影
5150,reprojection error,重新投影误差
5151,reranker,重新排序器
5152,reranking model,重新排序模型
5153,reranking parser,重新排序解析器
5154,rescaling,再缩放
5155,research,研究
5156,reservoir computing,储层计算
5157,reservoir sampling,蓄水池抽样
5158,reset gate,重置门
5159,residual block,残差块
5160,residual blocks,残差块
5161,residual branch,残差分支
5162,residual connection,残差连接
5163,residual error,残差误差
5164,residual function,残差函数
5165,residual graph,残差图
5166,residual learning,残差学习
5167,residual mapping,残差映射
5168,residual network,残差网络
5169,residual unit,残差单元
5170,residue function,残差函数
5172,resolution quotient,归结商
5173,resources,资源
5174,restricted Boltzmann machine,受限玻尔兹曼机
5175,restricted isometry property,限定等距性
5176,retrieval,检索
5177,retrieval function,检索函数
5178,retrieval method,检索方法
5179,retrieval model,检索模型
5180,retrieval system,检索系统
5182,retrieved,检索到的
5183,return,总回报
5185,reverse KL divergence,逆向KL散度
5184,reverse correlation,反向相关
5186,reverse mode accumulation,反向模式累加
5187,reverse-mode,反向模式
5188,reversible Markov chain,可逆马尔可夫链
5189,reward,奖励
5190,reward function,奖励函数
5191,reward model,奖励模型
5192,reward shaping,奖励塑造
5193,reward signal,奖励信号
5194,reward-maximizing policy,奖励最大化策略
5197,ridge regression,岭回归
5198,ridge regularization,岭回归正则化
5203,right eigenvector,右特征向量
5204,right singular vector,右奇异向量
5205,right-to-left model,右到左模型
5206,rigid body transformation,刚体变换
5207,rigid transformation,刚性变换
5208,risk,风险
5209,risk function,风险函数
5210,risk minimization,风险最小化
5212,roberta-large,RoBERTa大型模型
5214,robotic,机器人技术的
5215,robust optimization,鲁棒优化
5216,robust risk,鲁棒风险
5217,robustness,稳健性
5218,role assertion,角色断言
5219,role atom,角色原子
5220,role classification,角色分类
5221,role name,角色名称
5222,roll-out policy,展开策略
5223,rollout,执行过程
5224,rollout length,展开长度
5225,root mean square error,均方根误差
5226,root mean square errors,均方根
5227,root node,根结点
5228,rotation angle,旋转角度
5229,rotation invariance,旋转不变性
5230,rotation matrix,旋转矩阵
5232,round-off error,舍入误差
5234,row,行
5235,row vector,行向量
5236,rule body,规则主体
5237,rule engine,规则引擎
5238,rule learning,规则学习
5241,runtime complexity,运行时复杂度
5245,s-fold cross validation,S 折交叉验证
5246,saccade,扫视
5247,saddle point,鞍点
5248,saddle-free Newton method,无鞍牛顿法
5249,saddle-point problem,鞍点问题
5250,saliency,显著性
5251,saliency map,显著图
5252,saliency-based attention,基于显著性的注意力
5253,same,相同
5254,sample,样本
5255,sample complexity,样本复杂度
5256,sample complexity bound,样本复杂度界
5257,sample covariance matrix,样本协方差矩阵
5258,sample efficiency,样本效率
5259,sample mean,样本均值
5260,sample selection,样本选择
5261,sample space,样本空间
5262,sample variance,样本方差
5263,sample-efficient,样本高效
5264,sampler,采样器
5265,sampling,采样
5266,sampling algorithm,采样算法
5267,sampling method,采样法
5268,sampling-based inference,基于采样的推断
5269,satisfiability,可满足性
5270,satisfiability problem,可满足性问题
5271,saturate,饱和
5272,saturating function,饱和函数
5273,scalability,可扩展性
5274,scalar,标量
5275,scalar product,标量积
5276,scalarization,标量化
5277,scale invariance,尺度不变性
5278,scale parameter,尺度参数
5279,scaled dot-product,缩放点积
5280,scaled dot-product attention,缩放点积注意力
5281,scaling,缩放
5282,scaling factor,缩放因子
5283,scanning window detector,扫描窗口检测器
5284,scatter matrix,散布矩阵
5285,scene category,场景类别
5286,scene classification,场景分类
5287,scene classifier,场景分类器
5288,scene flow,场景流
5289,scene flow estimation,场景流估计
5290,scene geometry,场景几何
5291,scene graph,场景图
5292,scene parsing,场景解析
5293,scene recognition,场景识别
5294,scene reconstruction,场景重建
5295,scene representation,场景表示
5296,scene understanding,场景理解
5297,scheduled sampling,计划采样
5298,scheduler,调度器
5299,schema item,模式项
5302,score,得分
5303,score function,评分函数
5304,score matching,分数匹配
5305,score vector,得分向量
5306,score-based model,基于得分的模型
5307,scoring function,评分函数
5308,search,搜索
5309,search algorithm,搜索算法
5310,search problem,搜索问题
5311,search procedure,搜索过程
5312,search space,搜索空间
5313,search tree,搜索树
5314,second derivative,二阶导数
5315,second derivative test,二阶导数测试
5316,second layer,第二层
5317,second order,二阶
5318,second order statistic,二阶统计量
5319,second-order method,二阶方法
5320,second-order optimization,二阶优化
5321,second-order potential,二阶势
5322,segmentation,分割
5323,segmentation algorithm,分割算法
5324,segmentation map,分割图
5325,segmentation mask,分割掩码
5326,selection bias,选择偏差
5327,selectional preference,选择偏好
5328,selective attention,选择性注意力
5329,selective ensemble,选择性集成
5330,self information,自信息
5331,self-attention,自注意力
5332,self-attention head,自注意力头
5333,self-attention layer,自注意力层
5334,self-attention matrix,自注意力矩阵
5335,self-attention mechanism,自注意力机制
5336,self-attention model,自注意力模型
5337,self-attention module,自注意力模块
5338,self-contrastive estimation,自对比估计
5339,self-driving,自动驾驶
5340,self-gated,自门控
5341,self-learning,自学习
5342,self-loop,自环
5343,self-organizing map,自组织映射网
5344,self-play,自我对弈
5346,self-supervised method,自监督方法
5347,self-supervised model,自监督模型
5348,self-supervised representation learning,自监督表示学习
5349,self-supervised signal,自监督信号
5350,self-supervised training,自监督训练
5351,self-supervision,自监督
5352,self-taught learning,自学习
5353,self-training,自训练
5355,semantic alignment,语义对齐
5356,semantic analysis,语义分析
5357,semantic annotation,语义标注
5358,semantic category,语义类别
5359,semantic class,语义类
5360,semantic constraint,语义约束
5361,semantic distance,语义距离
5362,semantic encoder,语义编码器
5363,semantic equivalence,语义等价
5364,semantic feature,语义特征
5365,semantic gap,语义鸿沟
5366,semantic graph,语义图
5367,semantic hashing,语义哈希
5368,semantic information,语义信息
5369,semantic interpretation,语义解释
5370,semantic label,语义标签
5371,semantic memory,语义记忆
5372,semantic model,语义模型
5373,semantic network,语义网络
5374,semantic object,语义对象
5375,semantic operator,语义算子
5376,semantic parse,语义解析
5377,semantic parser,语义解析器
5378,semantic priming,语义启动
5379,semantic relation,语义关系
5380,semantic representation,语义表示
5381,semantic role,语义角色
5382,semantic role label,语义角色标签
5384,semantic search,语义搜索
5385,semantic segmentation,语义分割
5386,semantic similarity,语义相似度
5387,semantic similarity measure,语义相似性度量
5388,semantic space,语义空间
5389,semantic structure,语义结构
5390,semantic symbol,语义符号
5391,semantic textual similarity,语义文本相似度
5392,semantic unit,语义单元
5393,semantic vector,语义向量
5394,semantic vector space,语义向量空间
5396,semantically,语义上
5397,semantics,语义学
5399,semi-Markov,半马尔可夫
5398,semi-definite programming,半正定规划
5400,semi-naive Bayes classifiers,半朴素贝叶斯分类器
5401,semi-restricted Boltzmann machine,半受限玻尔兹曼机
5402,semi-supervised,半监督
5403,semi-supervised clustering,半监督聚类
5404,semi-supervised learning,半监督学习
5405,semi-supervised support vector machine,半监督支持向量机
5406,semi-supervision,半监督
5407,semidefinite program,半正定程序
5408,sense,意义
5409,sense disambiguation,词义消歧
5410,sensitive attribute,敏感属性
5411,sensitivity analysis,敏感性分析
5412,sentence,句子
5413,sentence classification,句子分类
5414,sentence compression,句子压缩
5415,sentence embedding,句子嵌入
5416,sentence encoder,句子编码器
5417,sentence representation,句子表示
5418,sentence segmentation,句子分割
5419,sentence vector,句子向量
5420,sentence-level,句子级别
5421,sentence-level classification,句子级别分类
5422,sentence-level representation,句子级别表示
5424,sentences,句子
5425,sentiment,情感
5426,sentiment analysis,情感分析
5427,sentiment analysis model,情感分析模型
5428,sentiment classification,情感分类
5429,sentiment classifier,情感分类器
5430,sentiment detection,情感检测
5431,sentiment transfer,情感转移
5432,separable,可分离的
5433,separate,分离的
5434,separating hyperplane,分离超平面
5435,separation,分离
5436,separation oracle,分离预言机
5437,separation parameter,分离参数
5438,separator token,分隔符令牌
5439,seq2seq,序列到序列
5441,seq2seq model,序列到序列模型
5442,sequence,序列
5443,sequence alignment,序列对齐
5444,sequence classification,序列分类
5445,sequence database,序列数据库
5446,sequence generation,序列生成
5447,sequence labeling,序列标注
5448,sequence labeling model,序列标注模型
5449,sequence length,序列长度
5450,sequence model,序列模型
5451,sequence prediction,序列预测
5452,sequence tagging,序列标注
5453,sequence to sequence learning,序列到序列学习
5454,sequence transduction,序列转导
5455,sequence-function,序列-功能
5456,sequence-to-sequence,序列到序列
5457,sequence-to-sequence architecture,序列到序列架构
5458,sequence-to-sequence generation,序列到序列生成
5459,sequence-to-sequence model,序列到序列模型
5460,sequence-to-sequence transduction,序列到序列转换
5461,sequences,序列
5462,sequential covering,序贯覆盖
5463,sequential datum,序列数据
5464,sequential decision making,序列决策
5465,sequential decision-making process,序列决策过程
5466,sequential minimal optimization,序列最小最优化
5467,sequential model-based optimization,时序模型优化
5468,sequential partitioning,顺序分区
5469,sequential sampler,序列采样器
5470,sequential tagging,序列标注
5472,set cover problem,集合覆盖问题
5473,set function,集合函数
5474,setting,情景
5475,shadow circuit,浅度回路
5476,shallow learning,浅层学习
5477,shallow network,浅层网络
5480,shape matching,形状匹配
5481,shape prior,形状先验
5482,shaping,塑造
5483,shared,共享
5484,sharp minima,尖锐最小值
5485,shattering,打散
5488,shift invariance,平移不变性
5489,shift invariant,平移不变
5490,shift reduce parser,移位归约解析器
5491,short-term memory,短期记忆
5492,shortcut connection,直连边
5493,shortest path,最短路径
5494,shortest path algorithm,最短路径算法
5495,shortest path kernel,最短路径核
5496,shortest path length,最短路径长度
5497,shortlist,短列表
5500,sibling model,兄弟模型
5501,sigmoid,Sigmoid
5502,sigmoid activation,sigmoid激活函数
5503,sigmoid activation function,sigmoid 激活函数
5504,sigmoid belief network,Sigmoid信念网络
5505,sigmoid curve,S 形曲线
5506,sigmoid function,Sigmoid函数
5507,sign function,符号函数
5508,signal-to-noise ratio,信噪比
5509,signed distance,带符号距离
5510,sim,相似度
5512,similarity,相似度
5513,similarity function,相似性函数
5514,similarity graph,相似度图
5515,similarity matrix,相似度矩阵
5516,similarity measure,相似度度量
5517,similarity metric,相似度量
5518,similarity score,相似度得分
5519,similarity search,相似性搜索
5520,simple cell,简单细胞
5521,simple recurrent network,简单循环网络
5522,simple recurrent neural network,简单循环神经网络
5523,simplex,单纯形
5524,simplicial complex,单纯复形
5525,simulated annealing,模拟退火
5526,simulation,仿真
5527,simultaneous,同时的
5528,simultaneous localization and mapping,即时定位与地图构建
5529,single component Metropolis-Hastings,单分量Metropolis-Hastings
5530,single linkage,单连接
5531,single task learning,单任务学习
5532,single-label classification,单标签分类
5533,single-view data,单视图数据
5534,singleton,单例
5535,singular,奇异的
5536,singular value,奇异值
5537,singular value decomposition,奇异值分解
5538,singular vector,奇异向量
5540,size,大小
5541,skip connection,跳跃连接
5542,skip-gram,跳词模型
5543,skip-gram model,跳元模型
5544,skip-gram model with negative sampling,跳元模型加负采样
5545,slack variable,松弛变量
5546,sliding window,滑动窗口
5547,sliding window classifier,滑动窗口分类器
5548,slot,槽位
5549,slot filling,槽位填充
5550,slot value,槽位值
5551,slot-value pair,槽-值对
5552,slow feature analysis,慢特征分析
5553,slowness principle,慢性原则
5555,smoothing,平滑
5556,smoothing parameter,平滑参数
5557,smoothness prior,平滑先验
5558,smoothness term,平滑项
5559,social,社会的
5560,social bias,社会偏见
5561,social network analysis,社交网络分析
5562,soft attention mechanism,软性注意力机制
5563,soft clustering,软聚类
5564,soft margin,软间隔
5565,soft margin maximization,软间隔最大化
5566,soft target,软目标
5567,soft voting,软投票
5568,softmax,Softmax
5569,softmax activation,softmax 激活
5570,softmax activation function,softmax激活函数
5571,softmax classifier,softmax分类器
5572,softmax distribution,softmax分布
5573,softmax function,Softmax函数
5575,softmax loss,softmax损失
5576,softmax regression,Softmax回归
5577,softmax unit,Softmax单元
5578,softplus,Softplus
5579,softplus activation,softplus激活
5580,softplus function,Softplus函数
5581,solution space,解空间
5582,solver,求解器
5583,source,来源
5584,source domain,源领域
5585,source model,源模型
5586,source node,源节点
5587,source sequence,源序列
5588,source token,源标记
5589,source word,源词
5590,space carving,空间雕刻
5591,space complexity,空间复杂度
5592,space partitioning,空间划分
5593,spam detection,垃圾信息检测
5594,spam filtering,垃圾信息过滤
5595,span,张成子空间
5596,spans,跨度
5597,sparse,稀疏
5598,sparse activation,稀疏激活
5599,sparse approximation,稀疏近似
5600,sparse attention,稀疏注意力
5601,sparse attention pattern,稀疏注意力模式
5602,sparse auto-encoder,稀疏自编码器
5603,sparse coding,稀疏编码
5604,sparse connectivity,稀疏连接
5605,sparse graph,稀疏图
5606,sparse initialization,稀疏初始化
5607,sparse interactions,稀疏交互
5608,sparse matrix,稀疏矩阵
5609,sparse model,稀疏模型
5611,sparse recovery,稀疏恢复
5612,sparse representation,稀疏表示
5613,sparse sampling,稀疏采样
5615,sparse vector,稀疏向量
5616,sparse weights,稀疏权重
5618,sparsification,稀疏化
5619,sparsity,稀疏性
5620,sparsity level,稀疏度水平
5621,sparsity regularization,稀疏正则化
5622,spatial,空间的
5623,spatial domain,空间域
5624,spatial gradient,空间梯度
5625,spatial pooling,空间池化
5626,spatial pyramid,空间金字塔
5632,special token,特殊标记
5633,specialization,特化
5634,spectral algorithm,谱算法
5635,spectral clustering,谱聚类
5636,spectral decomposition,谱分解
5637,spectral embedding,谱嵌入
5638,spectral gap,谱间隙
5639,spectral learning,谱学习
5640,spectral matching,谱匹配
5641,spectral method,谱方法
5642,spectral norm,谱范数
5643,spectral property,谱性质
5644,spectral radius,谱半径
5645,spectrogram,声谱图
5646,speech,语音
5647,speech recognition,语音识别
5648,speech recognizer,语音识别器
5649,speech synthesis model,语音合成模型
5650,speech synthesizer,语音合成器
5651,sphering,Sphering
5652,spike and slab,尖峰和平板
5653,spike and slab RBM,尖峰和平板RBM
5654,spiking neural nets,脉冲神经网络
5655,splitting point,切分点
5656,splitting variable,切分变量
5657,spoken,口语的
5658,spoken dialogue system,口语对话系统
5659,spurious correlation,虚假相关
5660,spurious modes,虚假模态
5661,square,方阵
5662,square loss,平方损失
5664,squared Euclidean distance,欧氏距离平方
5663,squared error loss,平方误差损失
5665,squared exponential,平方指数
5667,squashing function,挤压函数
5668,stability,稳定性
5669,stability-plasticity dilemma,可塑性-稳定性窘境
5670,stable base learner,稳定基学习器
5671,stable model,稳定模型
5672,stable model semantic,稳定模型语义
5673,stacked auto-encoder,堆叠自编码器
5674,stacked deconvolutional network,堆叠解卷积网络
5675,stacked recurrent neural network,堆叠循环神经网络
5676,stance detection,立场检测
5677,standard basis,标准基
5678,standard deviation,标准差
5679,standard error,标准差
5680,standard normal distribution,标准正态分布
5681,standardization,标准化
5688,start token,起始标记
5689,state,状态
5690,state action pair,状态-动作对
5691,state action reward state action,SARSA算法
5692,state distribution,状态分布
5693,state estimation,状态估计
5694,state machine,状态机
5695,state matrix,状态矩阵
5696,state of the art algorithm,最先进算法
5697,state representation,状态表示
5698,state sequence,状态序列
5699,state space,状态空间
5700,state trajectory,状态轨迹
5701,state transition,状态转移
5702,state transition function,状态转移函数
5703,state transition matrix,状态转移矩阵
5704,state transition model,状态转移模型
5705,state transition probability,状态转移概率
5706,state value function,状态值函数
5707,state variable,状态变量
5708,state vector,状态向量
5709,state-action distribution,状态-动作分布
5710,state-action space,状态-动作空间
5711,state-action value,状态-动作值
5712,state-action value function,状态-动作值函数
5714,state-of-the-art baseline,最先进的基准
5715,state-of-the-art method,最先进的方法
5716,state-of-the-art model,最先进的模型
5717,state-of-the-art system,最先进的系统
5718,statement,声明
5719,static analysis,静态分析
5720,static computational graph,静态计算图
5721,static game,静态博弈
5722,stationarity,平稳性
5723,stationary,平稳的
5724,stationary distribution,平稳分布
5725,stationary kernel,平稳核
5726,stationary point,驻点
5727,stationary policy,平稳策略
5728,statistic efficiency,统计效率
5729,statistical,统计的
5730,statistical analysis,统计分析
5731,statistical independence,统计独立性
5732,statistical learning,统计学习
5733,statistical learning algorithm,统计学习算法
5734,statistical learning theory,统计学习理论
5735,statistical machine learning,统计机器学习
5737,statistical machine translation system,统计机器翻译系统
5738,statistical measure,统计度量
5739,statistical model,统计模型
5740,statistical relational learning,统计关系学习
5741,statistical simulation method,统计模拟方法
5742,statistical translation model,统计翻译模型
5743,statistics,统计量
5744,status feature function,状态特征函数
5745,steepest descent,最速下降法
5746,steerable filter,可操控滤波器
5747,stemmer,词干提取器
5748,step decay,阶梯衰减
5749,stereo algorithm,立体算法
5750,stereo benchmark,立体基准测试
5751,stereo disparity,立体视差
5752,stereo image,立体图像
5753,stereo matching,立体匹配
5754,stereo pair,立体对
5755,stereo reconstruction,立体重建
5756,stereo vision,立体视觉
5757,stochastic,随机
5758,stochastic algorithm,随机算法
5759,stochastic approximation,随机逼近
5760,stochastic curriculum,随机课程
5761,stochastic depth,随机深度
5762,stochastic differential equation,随机微分方程
5763,stochastic dynamic,随机动态
5764,stochastic dynamical system,随机动力系统
5765,stochastic environment,随机环境
5766,stochastic game,随机博弈
5767,stochastic gradient,随机梯度
5768,stochastic gradient algorithm,随机梯度算法
5769,stochastic gradient ascent,随机梯度上升
5770,stochastic gradient descent,随机梯度下降
5771,stochastic gradient descent with warm restarts,带热重启的随机梯度下降
5772,stochastic gradient method,随机梯度方法
5773,stochastic grammar,随机文法
5774,stochastic matrix,随机矩阵
5775,stochastic maximum likelihood,随机最大似然
5776,stochastic model,随机模型
5777,stochastic neighbor embedding,随机近邻嵌入
5778,stochastic neural network,随机神经网络
5779,stochastic objective,随机目标
5780,stochastic optimization,随机优化
5781,stochastic policy,随机性策略
5782,stochastic process,随机过程
5783,stochastic sampling,随机采样
5784,stochastic search algorithm,随机搜索算法
5785,stochastic subgradient descent,随机次梯度下降
5786,stochastic transition matrix,随机转移矩阵
5787,stochastic variational inference,随机变分推断
5788,stochasticity,随机性
5789,stop word,停用词
5790,stop words,停用词
5791,stop-gradient,停止梯度
5792,stop-gradient operation,停止梯度操作
