,word,validated_translation
3818,probabilistic context-free grammar,قواعد احتمالية خالية من السياق
3819,probabilistic distribution,التوزيع الاحتمالي
3820,probabilistic formulation,الصياغة الاحتمالية
3821,probabilistic framework,الإطار الاحتمالي
3822,probabilistic generative model,نموذج توليدي احتمالي
3823,probabilistic graphical model,النموذج البياني الاحتمالي
3824,probabilistic inference,الاستدلال الاحتمالي
3825,probabilistic logic,المنطق الاحتمالي
3826,probabilistic method,الطريقة الاحتمالية
3827,probabilistic model,النموذج الاحتمالي
3828,probabilistic relational model,نموذج علائقي احتمالي
3829,probabilistic representation,التمثيل الاحتمالي
3830,probabilistic semantic,الدلالات الاحتمالية
3831,probabilistic topic modeling,نمذجة المواضيع الاحتمالية
3832,probabilistic tree,الشجرة الاحتمالية
3833,probability density,كثافة الاحتمال
3834,probability density function,دالة كثافة الاحتمال
3835,probability distribution,توزيع الاحتمال
3836,probability flow,تدفق الاحتمال
3837,probability map,خريطة الاحتمال
3838,probability mass,الكتلة الاحتمالية
3839,probability mass function,دالة كتلة الاحتمال
3840,probability matrix,مصفوفة الاحتمال
3841,probability measure,قياس الاحتمال
3842,probability model,نموذج الاحتمال
3843,probability multiset,مجموعة احتمالية
3844,probability simplex,مجموعة الاحتمالات
3845,probability space,فضاء الاحتمالات
3846,probability threshold,عتبة الاحتمال
3847,probability transition matrix,مصفوفة انتقال الاحتمالات
3848,probability vector,متجه الاحتمال
3849,probing classifier,مصنف الاستكشاف
3850,problem,مشكلة
3851,problem space,فضاء المشكلة
3852,product distribution,توزيع المنتج
3853,product-of-expert,حاصل ضرب الخبراء
3854,program induction,استدلال البرامج
3855,projection algorithm,خوارزمية الإسقاط
3856,projection layer,طبقة الإسقاط
3857,projection matrix,مصفوفة الإسقاط
3858,projection operator,مشغل الإسقاط
3859,projection step,خطوة الإسقاط
3860,projective camera,كاميرا إسقاطية
3861,projective dependency parsing,تحليل التبعية الإسقاطية
3862,projective dependency tree,شجرة التبعية الإسقاطية
3863,projective parsing,التحليل الإسقاطي
3864,projective transformation,التحويل الإسقاطي
3865,prompt,موجه
3866,prompt engineering,هندسة الموجهات
3867,prompt learning,تعلم المطالبات
3868,prompt tuning,تعديل التلميحات
3869,pronoun resolution,حل الضمائر
3870,pronouns,الضمائر
3871,proof complexity,تعقيد البرهان
3872,proof number,رقم البرهان
3873,proof tree,شجرة الإثبات
3874,propensity score,درجة الميل
3875,proposal distribution,توزيع الاقتراح
3876,proposal probability,احتمال الاقتراح
3877,propose,اقترح
3878,propositional,اقتراني
3879,propositional formula,صيغة اقتراحية
3880,propositional language,لغة قضوية
3881,propositional logic,المنطق الاقتراحي
3882,propositional variable,متغير قضوي
3883,protected attribute,سمة محمية
3884,protein folding,طي البروتين
3885,prototype embedding,تضمين النموذج الأولي
3886,proximal operator,مُشغل قُرب
3887,pruning,تشذيب
3888,pruning algorithm,خوارزمية التقليم
3889,pseudo,زائف
3890,pseudo-inverse,المعكوس الزائف
3891,pure strategy,استراتيجية نقية
3892,pyramid level,مستوى الهرم
3893,quadratic assignment problem,مشكلة التعيين التربيعي
3894,quadratic loss,خسارة تربيعية
3895,quadratic program,برنامج تربيعي
3896,quadratic regularizer,المنظم التربيعي
3897,qualitative,نوعي
3898,quality,جودة
3899,quantal response equilibrium,توازن الاستجابة الكوانتية
3900,quantified variable,المتغير الكمي
3901,quantifier,محدد الكمية
3902,quantile,كوانتايل
3903,quantization,التجزيء الكمي
3904,quantization function,دالة التكميم
3905,quantizer,دالة التكميم
3906,quasi-Newton method,طريقة شبه نيوتن
3907,quaternion,كواتيرنيون
3908,queries,استعلامات
3909,query,استعلام
3910,query answering,إجابة الاستعلام
3911,query complexity,تعقيد الاستعلام
3912,query context,سياق الاستعلام
3913,query embedding,تضمين الاستعلام
3914,query image,صورة الاستعلام
3915,query language,لغة الاستعلام
3916,query phase,مرحلة الاستعلام
3917,query point,نقطة الاستعلام
3918,query processing,معالجة الاستعلامات
3919,query reformulation,إعادة صياغة الاستعلام
3920,query representation,تمثيل الاستعلام
3921,query strategy,استراتيجية الاستعلام
3922,query time,وقت الاستعلام
3923,query vector,متجه الاستعلام
3924,query-document pair,زوج الاستعلام-المستند
3925,question,سؤال
3926,questions,أسئلة
3927,radial basis function,دالة القاعدة الشعاعية
3928,radial basis function network,شبكة دالة القاعدة الشعاعية
3929,radiance field,مجال الإشعاع
3930,random crop,القص العشوائي
3931,random feature,ميزات عشوائية
3932,random forest,غابة عشوائية
3933,random matrix theory,نظرية المصفوفات العشوائية
3934,random policy,سياسة عشوائية
3935,random projection,الإسقاط العشوائي
3936,random projection algorithm,خوارزمية الإسقاط العشوائي
3937,random sampling,أخذ العينات العشوائية
3938,random seed,البذور العشوائية
3939,random variable,متغير عشوائي
3940,random vector,متجه عشوائي
3941,random walk model,نموذج المشي العشوائي
3942,randomization,العشوائية
3943,randomized algorithm,خوارزمية عشوائية
3944,randomized smoothing,التنعيم العشوائي
3945,range query,استعلام النطاق
631,rank,الرتبة
3946,rank-one update,تحديث من الرتبة الواحدة
3947,ranking algorithm,خوارزمية الترتيب
3948,ranking function,دالة الترتيب
3949,ranking model,نموذج الترتيب
3950,re,إعادة
3951,reachable state,الحالة القابلة للوصول
3952,readout function,دالة القراءة
3953,reasoning,التفكير
3954,recall,الاستدعاء
3955,receptive field,مجال الاستقبال
3956,recognition,التعرف
3957,recognition model,نموذج التعرف
3958,recommendation algorithm,خوارزمية التوصية
3959,recommendation model,نموذج التوصية
3960,recommendation system,نظام توصيات
3961,recommender,موصي
3962,recommender system,نظام التوصية
3963,reconstruction algorithm,خوارزمية إعادة البناء
3964,reconstruction error,خطأ إعادة البناء
3965,reconstruction loss,خسارة إعادة الإعمار
3966,recovery algorithm,خوارزمية الاسترداد
3967,rectified linear unit,وحدة خطية مصححة 
3968,rectified stereo pair,زوج استريو مصحح
3969,recurrent,تكراري
3970,recurrent architecture,بنية متكررة
3971,recurrent autoencoder,مشفر تلقائي متكرر
3972,recurrent connection,الاتصال المتكرر
3973,recurrent dynamic,ديناميات متكررة
3974,recurrent model,نموذج متكرر
3975,recurrent network,شبكة متكررة
636,recurrent neural network,الشبكة العصبية المتكررة
3976,recurrent neural networks,شبكة عصبية تكرارية
3977,recurrent state,حالة متكررة
3978,recursion,التكرار
3979,recursive call,الاستدعاء التكراري
3980,recursive neural model,النموذج العصبي العودي
3981,recursive neural network,الشبكة العصبية العودية
3982,reference distribution,توزيع مرجعي
3983,reference resolution,حل الإشارة
3984,reference text,النص المرجعي
3985,reference-based metric,مقياس قائم على المرجع
3986,refinement network,شبكة الصقل
639,regression,الانحدار
3988,regression analysis,تحليل الانحدار
3989,regression coefficient,معامل الانحدار
3990,regression function,دالة الانحدار
3991,regression model,نموذج الانحدار
3992,regression problem,مشكلة الانحدار
3993,regression task,مهمة الانحدار
3994,regression tree,شجرة الانحدار
3995,regret bound,حد الندم
3996,regret matching,مطابقة الندم
3997,regret minimization,تقليل الندم
3998,regret minimization algorithm,خوارزمية تقليل الندم
3999,regret minimizer,مُقلل الندم
4000,regular expression,التعبير النمطي
4001,regularisation,تنظيم
4002,regularization,ضبط
4003,regularization constant,ثابت التنظيم
4004,regularization function,دالة التنظيم
4005,regularization loss,خسارة التنظيم
4006,regularization parameter,معلمة التنظيم
4007,regularization path,مسار التنظيم
4008,regularization penalty,عقوبة التنظيم
4009,regularization strength,قوة التنظيم
4010,regularization term,مصطلح التنظيم
4011,regularization weight,وزن التنظيم
4012,regularization-based method,الطرق المعتمدة على التنظيم
4013,regularizer,مُنظِّم
4014,reinforcement learning,تعُّلم تعزيزي
4015,reinforcement learning algorithm,خوارزمية التعلم المعزز
641,rejection sampling,أخذ العينات الرفض
4016,relation,علاقة
4017,relation extraction,استخراج العلاقات
4018,relation type,نوع العلاقة
4019,relational tuple,سجل علائقي
4020,relations,علاقات
4021,relationship extraction,استخراج العلاقة
4022,relative entropy,الإنتروبيا النسبية
4023,relative positional embedding,التضمين الموضعي النسبي
4024,relevance score,درجة الصلة
4025,rendering network,شبكة التصيير
4026,renormalization,إعادة التطبيع
4027,reparameterization,إعادة التهيئة
4028,reparameterization trick,خدعة إعادة التعيين
4029,replay buffer,ذاكرة التخزين المؤقت للإعادة
4030,replay memory,ذاكرة الإعادة
4031,representation,تمثيل
4032,representation learning,تعلم التمثيل
4033,representation matrix,مصفوفة التمثيل
4034,representation space,فضاء التمثيل
4035,representation vector,متجه التمثيل
4036,representations,التمثيلات
4037,representer theorem,نظرية الممثل
4038,reproducing kernel Hilbert space,فضاء هيلبرت ذو النواة المستنسخة
4039,reproducing property,خاصية الاستنساخ
4040,reprojection,إعادة الإسقاط
4041,reprojection error,خطأ إعادة الإسقاط
4042,reranker,إعادة الترتيب
4043,reranking model,نموذج إعادة الترتيب
4044,reranking parser,محلل إعادة الترتيب
4045,research,بحث
4046,reservoir sampling,أخذ العينات الخزاني
4047,residual block,كتلة متبقية
4048,residual branch,فرع متبقي
4049,residual connection,اتصال متبقي
4050,residual error,الخطأ المتبقي
4051,residual function,الدالة المتبقية
4052,residual graph,الرسم البياني المتبقي
4053,residual learning,التعلم المتبقي
4054,residual network,شبكة متبقية
4055,resources,الموارد
4056,restricted isometry property,خاصية الأيزومترية المقيدة
4057,retrieval,استرجاع
4058,retrieval function,دالة الاسترجاع
4059,retrieval method,طريقة الاسترجاع
4060,retrieval model,نموذج الاسترجاع
4061,retrieval system,نظام الاسترجاع
4062,retrieved,المسترجع
4063,reverse-mode,الوضع العكسي
4064,reward,مكافأة
644,reward function,دالة المكافأة
4065,reward model,نموذج المكافأة
4066,reward shaping,تشكيل المكافأة
4067,reward signal,إشارة المكافأة
4068,reward-maximizing policy,سياسة تعظيم المكافآت
646,ridge regression,الانحدار بطريقة Ridge
4069,ridge regularization,تنظيم ريدج
4070,right-to-left model,نموذج من اليمين إلى اليسار
4071,rigid body transformation,تحويل الجسم الصلب
4072,rigid transformation,تحويل صلب
4073,risk minimization,تقليل المخاطر
4074,roberta-large,روبيرتا-كبير
4075,robotic,روبوتي
4076,robotics,روبوتية
4077,robust optimization,التحسين القوي
4078,robust risk,مخاطر قوية
4079,robustness,المتانة
4080,role assertion,تأكيد الدور
4081,role atom,ذرة الدور
4082,role classification,تصنيف الدور
4083,role name,اسم الدور
4084,roll-out policy,سياسة التنفيذ
4085,rollout,تنفيذ
4086,rollout length,طول التنفيذ
4087,root mean square error,جذر متوسط الخطأ التربيعي
4088,root node,العقدة الجذرية
4089,rotation angle,زاوية الدوران
4090,rotation invariance,عدم التأثر بالدوران
4091,rotation matrix,مصفوفة الدوران
4092,row vector,متجه الصف
4093,rule body,جسم القاعدة
4094,runtime complexity,تعقيد وقت التشغيل
4095,saddle-point problem,مشكلة نقطة السرج
4096,saliency,الأهمية
4097,saliency map,خريطة البروز
4098,sample complexity,تعقيد العينة
4099,sample complexity bound,حد تعقيد العينة
4100,sample covariance matrix,مصفوفة التغاير العينية
4101,sample efficiency,كفاءة العينة
4102,sample selection,اختيار العينة
4103,sample space,فضاء العينة
4104,sample variance,تباين العينة
4105,sample-efficient,كفاءة العينة
4106,sampler,أداة أخذ العينات
4107,sampling algorithm,خوارزمية أخذ العينات
4108,sampling-based inference,الاستدلال القائم على أخذ العينات
4109,satisfiability,قابلية الإشباع
4110,satisfiability problem,مشكلة قابلية الإشباع
4111,scalability,قابلية التوسع
4112,scalar,عدد قياسي
4113,scalar product,المنتج العددي
4114,scalarization,التحجيم
4115,scale invariance,عدم التأثر بالمقياس
4116,scale parameter,معامل المقياس
4117,scaled dot-product,المنتج النقطي المقياس
4118,scaled dot-product attention,الانتباه ذو الناتج النقطي المقيس
4119,scaling factor,عامل التحجيم
4120,scanning window detector,كاشف نافذة المسح
4121,scene category,فئة المشهد
4122,scene classification,تصنيف المشهد
4123,scene classifier,مصنف المشهد
4124,scene flow,تدفق المشهد
4125,scene flow estimation,تقدير تدفق المشهد
4126,scene geometry,هندسة المشهد
4127,scene graph,رسم بياني للمشهد
4128,scene parsing,تحليل المشهد
4129,scene recognition,التعرف على المشهد
4130,scene reconstruction,إعادة بناء المشهد
4131,scene representation,تمثيل المشهد
4132,scene understanding,فهم المشهد
4133,scheduled sampling,أخذ العينات المجدولة
4134,scheduler,المجدول
4135,schema item,عنصر المخطط
4136,score function,دالة التقييم
4137,score matching,مطابقة النتيجة
4138,score vector,متجه الدرجات
4139,score-based model,نموذج قائم على الدرجات
4140,scoring function,دالة التقييم
4141,search,بحث
4142,search algorithm,خوارزمية البحث
4143,search problem,مشكلة البحث
4144,search procedure,إجراء البحث
4145,search space,فضاء البحث
4146,search tree,شجرة البحث
4147,second order,ترتيب ثانٍ
4148,second order statistic,الإحصاء من الدرجة الثانية
4149,second-order optimization,تحسين من الدرجة الثانية
4150,second-order potential,إمكانات من الدرجة الثانية
4151,segmentation,تجزئة
4152,segmentation algorithm,خوارزمية التقسيم
4153,segmentation map,خريطة التقسيم
4154,segmentation mask,قناع التقسيم
4155,selection bias,تحيز الاختيار
4156,selectional preference,تفضيل الاختيار
4157,self-attention,الانتباه الذاتي
4158,self-attention head,رأس الانتباه الذاتي
4159,self-attention layer,طبقة الانتباه الذاتي
4160,self-attention matrix,مصفوفة الانتباه الذاتي
4161,self-attention mechanism,آلية الانتباه الذاتي
4162,self-attention model,نموذج الانتباه الذاتي
4163,self-attention module,وحدة الانتباه الذاتي
4164,self-learning,التعلم الذاتي
4165,self-loop,حلقة ذاتية
4166,self-play,اللعب الذاتي
4168,self-supervised method,الطريقة الذاتية الإشراف
4169,self-supervised model,النموذج الذاتي الإشراف
4170,self-supervised representation learning,تعلم التمثيلات ذاتية الإشراف
4171,self-supervised signal,إشارة ذات إشراف ذاتي
4172,self-supervised training,تدريب ذاتي الإشراف
4173,self-supervision,الإشراف الذاتي
4174,self-training,تدريب ذاتي
4175,semantic alignment,المواءمة الدلالية
4176,semantic analysis,التحليل الدلالي
4177,semantic annotation,التعليق التوضيحي الدلالي
4178,semantic category,الفئة الدلالية
4179,semantic class,صنف دلالي
4180,semantic constraint,القيود الدلالية
4181,semantic distance,المسافة الدلالية
4182,semantic encoder,المشفّر الدلالي
4183,semantic equivalence,التكافؤ الدلالي
4184,semantic feature,الميزة الدلالية
4185,semantic graph,الرسم البياني الدلالي
4186,semantic information,المعلومات الدلالية
4187,semantic interpretation,التفسير الدلالي
4188,semantic label,التسمية الدلالية
4189,semantic memory,الذاكرة الدلالية
4190,semantic model,النموذج الدلالي
4191,semantic network,الشبكة الدلالية
4192,semantic object,الكائن الدلالي
4193,semantic operator,المشغل الدلالي
4194,semantic parse,التحليل الدلالي
4195,semantic parser,المحلل الدلالي
4196,semantic priming,التهيئة الدلالية
4197,semantic relation,العلاقة الدلالية
4198,semantic representation,التمثيل الدلالي
4199,semantic role,الدور الدلالي
4200,semantic role label,تسمية الدور الدلالي
4201,semantic search,البحث الدلالي
4202,semantic segmentation,التقسيم الدلالي
4203,semantic similarity,التشابه الدلالي
4204,semantic similarity measure,مقياس التشابه الدلالي
4205,semantic space,الفضاء الدلالي
4206,semantic structure,الهيكل الدلالي
4207,semantic symbol,الرمز الدلالي
4208,semantic textual similarity,تشابه النصوص الدلالي
4209,semantic unit,الوحدة الدلالية
4210,semantic vector,المتجه الدلالي
4211,semantic vector space,فضاء المتجهات الدلالية
4213,semantically,دلاليًا
4214,semantics,الدلالات
4215,semi-Markov,شبه ماركوف
4216,semi-definite programming,البرمجة شبه المحددة
4217,semi-supervised clustering,التجميع شبه المُشرف
4218,semi-supervised learning,تعُّلم شبه موَّجه
4219,semi-supervision,شبه إشراف
4220,semidefinite program,البرنامج شبه المحدد
4221,sense,معنى
4222,sense disambiguation,تمييز المعنى
4223,sensitive attribute,السمة الحساسة
4224,sensitivity analysis,تحليل الحساسية
4225,sentence,جملة
4226,sentence classification,تصنيف الجمل
4227,sentence compression,ضغط الجمل
4228,sentence embedding,تمثيل الجمل
4229,sentence encoder,مشفر الجملة
4230,sentence representation,تمثيل الجملة
4231,sentence segmentation,تقسيم الجمل
4232,sentence vector,متجه الجملة
4233,sentence-level,على مستوى الجملة
4234,sentence-level classification,تصنيف على مستوى الجملة
4235,sentence-level representation,تمثيل على مستوى الجملة
4236,sentences,جمل
4237,sentiment,المشاعر
4238,sentiment analysis,تحليل المشاعر
4239,sentiment analysis model,نموذج تحليل المشاعر
4240,sentiment classification,تصنيف المشاعر
4241,sentiment classifier,مصنف المشاعر
4242,sentiment detection,كشف المشاعر
4243,sentiment transfer,نقل المشاعر
4244,separation oracle,أوراكل الفصل
4245,separation parameter,معامل الفصل
4246,separator token,رمز الفاصل
4249,seq2seq model,نموذج تسلسل إلى تسلسل
4250,sequence,تسلسل
4251,sequence alignment,محاذاة التسلسل
4252,sequence classification,تصنيف التسلسل
4253,sequence database,قاعدة بيانات التسلسل
4254,sequence generation,توليد التسلسل
4255,sequence labeling,توسيم التسلسل
4256,sequence labeling model,نموذج توسيم التسلسلات
4257,sequence length,طول التسلسل
4258,sequence model,نموذج تسلسلي
4259,sequence prediction,تنبؤ التسلسل
4260,sequence tagging,توسيم التسلسل
4261,sequence transduction,تحويل التسلسل
4262,sequence-to-sequence,نمذجة التسلسل إلى التسلسل
4263,sequence-to-sequence architecture,بنية التسلسل إلى التسلسل
4264,sequence-to-sequence generation,توليد من تسلسل إلى تسلسل
4265,sequence-to-sequence model,نموذج تسلسل إلى تسلسل
4266,sequence-to-sequence models,مهمة تحويل تسلسل إلى تسلسل
4267,sequence-to-sequence transduction,تحويل تسلسل إلى تسلسل
4268,sequences,تسلسلات
4269,sequential datum,بيانات تسلسلية
4270,sequential decision making,اتخاذ القرارات التسلسلية
4271,sequential decision-making process,عملية اتخاذ القرار المتسلسل
4272,sequential sampler,أخذ العينات متسلسل
4273,sequential tagging,الوسم المتسلسل
4274,set cover problem,مشكلة تغطية المجموعة
4275,set function,دالة المجموعة
4276,shallow network,شبكة ضحلة
4277,shape matching,مضاهاة الأشكال
4278,shape prior,قيد الشكل
4279,shared,مشترك
4280,shift invariant,غير متغير مع الإزاحة
4281,shift reduce parser,محلل التحويل والتقليص
4282,shortest path,أقصر مسار
4283,shortest path algorithm,خوارزمية أقصر مسار
4284,shortest path kernel,نواة أقصر مسار
4285,shortest path length,طول أقصر مسار
4286,sibling model,نموذج الأشقاء
673,sigmoid,دالة سيجمويد
4287,sigmoid activation,تفعيل سيجمويد
4288,sigmoid activation function,دالة التفعيل السينية
4289,sigmoid function,دالة سيجمويد
4290,signal-to-noise ratio,نسبة الإشارة إلى الضوضاء
4291,sim,تشابه
4292,similarity,تشابه
4293,similarity function,دالة التشابه
4294,similarity graph,رسم بياني للتشابه
4295,similarity matrix,مصفوفة التشابه
4296,similarity measure,مقياس التشابه
4297,similarity metric,مقياس التشابه
4298,similarity score,درجة التشابه
4299,similarity search,بحث التشابه
4300,simplicial complex,مجموعة سيمبليسية
4301,simulated annealing,التلدين المحاكى
4302,simultaneous,متزامن
4303,single task learning,التعلم أحادي المهمة
4304,single-label classification,التصنيف أحادي التسمية
4305,single-view data,بيانات ذات رؤية واحدة
4306,singleton,عنصر مفرد
4307,singular value,القيمة الفردية
675,singular value decomposition,تحليل القيم المفردة
4308,singular vector,المتجه المفرد
4309,skip connection,اتصال تخطي
4310,skip-gram,تخطي جرام
4311,skip-gram model,نموذج تخطي-جرام
4312,slack variable,متغير التراخي
4313,sliding window,النافذة المنزلقة
4314,sliding window classifier,مصنف النافذة المنزلقة
4315,slot,خانة
4316,slot filling,ملء الخانات
4317,slot value,قيمة الحقل
4318,slot-value pair,زوج الفتحة والقيمة
4319,smoothing parameter,معامل التنعيم
4320,smoothness term,مصطلح التنعيم
4321,social,اجتماعي
4322,social bias,التحيز الاجتماعي
4323,social network analysis,تحليل الشبكات الاجتماعية
4324,soft margin,الهامش اللين
4325,softmax,سوفتماكس
4326,softmax activation,تفعيل السوفتماكس
4327,softmax activation function,دالة تفعيل السوفتماكس
4328,softmax classifier,مصنف السوفتماكس
4329,softmax distribution,توزيع سوفتماكس
4330,softmax function,دالة سوفتماكس
4331,softmax loss,خسارة سوفتماكس
4332,softplus,سوفتمبلاس
4333,softplus activation,تفعيل سوفتبلس
4334,softplus function,دالة سوفت بلس
4335,solution space,فضاء الحلول
4336,solver,الحلّال
4337,source,مصدر
4338,source domain,مجال المصدر
4339,source model,نموذج المصدر
4340,source node,عقدة المصدر
4341,source sequence,تسلسل المصدر
4342,source token,رمز المصدر
4343,source word,كلمة المصدر
4344,space carving,نحت الفضاء
4345,space complexity,تعقيد الفضاء
4346,space partitioning,تقسيم الفضاء
4347,spam detection,كشف الرسائل المزعجة
4348,spam filtering,تصفية الرسائل المزعجة
4349,span,المجال
4350,spans,الأقسام
678,sparse,متناثر
4351,sparse approximation,التقريب المتناثر
4352,sparse attention,الاهتمام المتناثر
4353,sparse attention pattern,نمط الانتباه المتناثر
4354,sparse feature,خاصية متناثرة
4355,sparse graph,رسم بياني متفرق
4356,sparse matrix,المصفوفة المتناثرة
4357,sparse model,النموذج المتناثر
4358,sparse recovery,الاسترداد المتناثر
4359,sparse representation,تمثيل متناثر
4360,sparse sampling,أخذ العينات المتناثر
4361,sparse vector,متجه نادر
4362,sparsification,التخفيف المتناثر
4363,sparsity,الندرة
4364,sparsity level,مستوى الندرة
4365,sparsity regularization,تنظيم الندرة
4366,spatial,مكاني
4367,spatial domain,المجال المكاني
4368,spatial gradient,التدرج المكاني
4369,spatial pooling,تجميع مكاني
4370,spatial pyramid,الهرم المكاني
4371,spatial-temporal reasoning,استدلال مكاني-زماني
4372,special token,رمز خاص
4373,spectral algorithm,الخوارزمية الطيفية
4374,spectral clustering,التجميع الطيفي
4375,spectral decomposition,التحليل الطيفي
4376,spectral embedding,التضمين الطيفي
4377,spectral gap,الفجوة الطيفية
4378,spectral learning,التعلم الطيفي
4379,spectral matching,المطابقة الطيفية
4380,spectral method,الطريقة الطيفية
4381,spectral norm,المعيار الطيفي
4382,spectral property,خاصية طيفية
4383,spectrogram,المخطط الطيفي
4384,speech,الكلام
4385,speech recognition,التعرف على الكلام
4386,speech recognizer,مُتعرف على الكلام
4387,speech synthesis model,نموذج توليد الكلام
4388,speech synthesizer,جهاز تركيب الكلام
4389,spoken,محكي
4390,spoken dialogue system,نظام الحوار المنطوق
4391,spurious correlation,الارتباط الزائف
4392,squared Euclidean distance,المسافة الإقليدية المربعة
4393,squared error loss,خسارة الخطأ التربيعي
4394,stable model,النموذج المستقر
4395,stable model semantic,الدلالات النموذجية المستقرة
4396,stance detection,كشف الموقف
4397,standard normal distribution,التوزيع الطبيعي القياسي
4398,start token,رمز البداية
4399,state,حالة
4400,state action pair,زوج الحالة والإجراء
4401,state distribution,توزيع الحالة
4402,state estimation,تقدير الحالة
4403,state machine,آلة الحالة
4404,state matrix,مصفوفة الحالة
4405,state of the art algorithm,خوارزمية أحدث ما توصلت إليه التكنولوجيا
4406,state representation,تمثيل الحالة
4407,state sequence,تسلسل الحالة
4408,state space,فضاء الحالة
4409,state trajectory,مسار الحالة
4410,state transition,انتقال الحالة
4411,state transition function,دالة انتقال الحالة
4412,state transition matrix,مصفوفة انتقال الحالة
4413,state transition model,نموذج انتقال الحالة
4414,state transition probability,احتمال انتقال الحالة
4415,state value function,دالة قيمة الحالة
4416,state variable,متغير الحالة
4417,state vector,متجه الحالة
4418,state-action distribution,توزيع الحالة-الإجراء
4419,state-action space,فضاء الحالة-الإجراء
4420,state-action value,قيمة الحالة-الإجراء
4421,state-action value function,دالة قيمة الحالة-الإجراء
4422,state-of-the-art baseline,الأساس المعياري الرائد
4423,state-of-the-art method,الطريقة المتقدمة
4424,state-of-the-art model,النموذج المتقدم
4425,state-of-the-art system,النظام المتقدم
4426,static analysis,التحليل الثابت
4427,stationarity,الثبات
4428,stationary distribution,التوزيع الثابت
4429,stationary kernel,النواة الثابتة
4430,stationary policy,السياسة الثابتة
4431,statistical,إحصائي
4432,statistical analysis,تحليل إحصائي
4433,statistical independence,الاستقلال الإحصائي
4434,statistical learning,التعلم الإحصائي
4435,statistical learning algorithm,خوارزمية التعلم الإحصائي
4436,statistical learning theory,نظرية التعلم الإحصائي
4437,statistical machine translation system,نظام الترجمة الآلية الإحصائي
4438,statistical measure,مقياس إحصائي
4439,statistical model,نموذج إحصائي
4440,statistical translation model,نموذج الترجمة الإحصائي
4441,steepest descent,الانحدار الأشد
4442,steerable filter,مرشح قابل للتوجيه
4443,stemmer,الجذر اللغوي
4444,stereo algorithm,خوارزمية الرؤية المجسمة
4445,stereo benchmark,معيار الاستريو
4446,stereo disparity,التفاوت المجسم
4447,stereo image,الصورة المجسمة
4448,stereo matching,المطابقة الاستريو
4449,stereo pair,الزوج المجسم
4450,stereo reconstruction,إعادة بناء الاستيريو
4451,stereo vision,الرؤية المجسمة
4452,stochastic algorithm,الخوارزمية العشوائية
4453,stochastic approximation,التقريب العشوائي
4454,stochastic depth,العمق العشوائي
4455,stochastic differential equation,معادلة تفاضلية عشوائية
4456,stochastic dynamic,الديناميكا العشوائية
4457,stochastic environment,البيئة العشوائية
4458,stochastic game,لعبة عشوائية
4459,stochastic gradient,التدرج العشوائي
4460,stochastic gradient algorithm,خوارزمية التدرج العشوائي
4461,stochastic gradient ascent,صعود التدرج العشوائي
696,stochastic gradient descent,الهبوط التدرج العشوائي
4462,stochastic gradient method,طريقة التدرج العشوائي
4463,stochastic grammar,القواعد النحوية العشوائية
4464,stochastic matrix,المصفوفة العشوائية
4465,stochastic model,النموذج العشوائي
4466,stochastic objective,الهدف العشوائي
4467,stochastic optimization,التحسين العشوائي
4468,stochastic policy,السياسة العشوائية
4469,stochastic process,العملية العشوائية
4470,stochastic sampling,أخذ العينات العشوائية
4471,stochastic search algorithm,خوارزمية البحث العشوائي
4472,stochastic subgradient descent,النزول العشوائي بالمشتق الفرعي
4473,stochastic transition matrix,مصفوفة الانتقال العشوائية
4474,stochastic variational inference,الاستدلال التبايني العشوائي
4475,stochasticity,العشوائية
4476,stop word,كلمة توقف
4477,stop-gradient,إيقاف التدرج
4478,stop-gradient operation,عملية إيقاف التدرج
4479,stopping condition,شرط الإيقاف
4480,stopping criterion,معيار الإيقاف
4481,stratified sampling,أخذ العينات الطبقي
4482,streaming algorithm,الخوارزمية المتدفقة
4483,streaming datum,البيانات المتدفقة
4484,streaming model,النموذج المتدفق
4485,stride,الخطوة
4486,string kernel metric,مقياس نواة السلسلة
4487,structural learning,التعلم الهيكلي
4488,structural risk minimization,تقليل المخاطر الهيكلية
4489,structure,الهيكل
4490,structure learning,التعلم الهيكلي
4491,structured,منظم
4492,structured datum,البيانات المهيكلة
4493,structured output,الإخراج المهيكل
4494,structured perceptron,بيرسيبترون مُنَظَّم
4495,structured prediction,التنبؤ المنظم
4496,structured prediction model,نموذج التنبؤ الهيكلي
4497,structured prediction problem,مشكلة التنبؤ الهيكلي
4498,structured support vector machine,آلة الدعم الهيكلي
4499,student model,نموذج الطالب
4500,style transfer,نقل الأسلوب
4501,sub-gradient,التدرج الفرعي
4502,sub-gradient descent,هبوط التدرج الفرعي
4503,sub-networks,الشبكات الفرعية
4504,sub-population,السكان الفرعيون
4505,sub-word,كلمة فرعية
4506,sub-word tokenization,ترميز الكلمات الفرعية
4507,subgame,اللعبة الفرعية
4508,subgradient method,طريقة التدرج الفرعي
4509,subgraph isomorphism,تطابق الرسم البياني الفرعي
4510,subgraph selection,اختيار الرسم البياني الفرعي
4511,submatrice,المصفوفة الفرعية
4512,submatrix,المصفوفة الفرعية
4513,submodular,غير شبه تآزري
4514,submodular function,دالة دون نمطية
4515,submodular function optimization,تحسين دالة دون نمطية
4516,submodular influence function,وظيفة التأثير تحت المعيارية
4517,submodular optimization,تحسين شبه معياري
