Index,English,French
5322,sampling algorithm,algorithme d’échantillonnage
5323,sampling design,plan de sondage
5324,sampling fraction,fraction d'échantillonnage
5325,sampling probability,probabilité d'échantillonnage
5326,sampling ratio,rapport d'échantillonnage
5327,sampling with replacement,sondage avec remise
5328,sampling-based inference,inférence basée sur l'échantillonnage
5329,satisfiability,satisfaisabilité
5330,satisfiability problem,problème de satisfaisabilité
5331,scalability,extensibilité
5332,scalable,échelonnable
5333,scalar,scalaire
5334,scalar product,produit scalaire
5335,scalarization,scalarisation
5336,scale invariance,invariance à l'échelle
5337,scale parameter,paramètre d'étalement
5338,scale-space,espace d'échelle
5339,scaled dot-product,produit scalaire mis à l'échelle
5340,scaled dot-product attention,attention par produit scalaire
5341,scaling,mise à l'échelle
5342,scaling factor,facteur d'échelle
5343,scanning window detector,détecteur à fenêtre de balayage
5344,scatter plot,diagramme de dispersion
5345,scene category,catégorie de scène
5346,scene classification,classification de scène
5347,scene classifier,classificateur de scène
5348,scene flow,flux de scène
5349,scene flow estimation,estimation du flux de scène
5350,scene geometry,géométrie de scène
5351,scene graph,graphe de scène
5352,scene parsing,analyse de scène
5353,scene recognition,reconnaissance de scène
5354,scene reconstruction,reconstruction de scène
5355,scene representation,représentation de scène
5356,scene understanding,compréhension de scène
5357,scheduled sampling,échantillonnage programmé
5358,scheduler,planificateur
5359,schema item,élément de schéma
5360,score,score
5361,score function,fonction de score
5362,score matching,ajustement de score
5363,score vector,vecteur de scores
5364,score-based model,modèle basé sur les scores
5365,scoring,notation
5366,scoring function,fonction de score
5367,search algorithm,algorithme de recherche
5368,search problem,problème de recherche
5369,search procedure,procédure de recherche
5370,search robot,robot de recherche
5371,search space,espace de recherche
5372,search tree,arbre de recherche
5373,second order,deuxième ordre
5374,second order statistic,statistique d'ordre deux
5375,second-order optimization,optimisation du second ordre
5376,second-order potential,potentiel de second ordre
5377,security vulnerability,faille de sécurité informatique
5378,segmentation,segmentation
5379,segmentation algorithm,algorithme de segmentation
5380,segmentation analysis,analyse par segmentation
5381,segmentation map,carte de segmentation
5382,segmentation mask,masque de segmentation
5383,selection bias,biais de sélection
5384,selectional preference,préférence de sélection
5385,self organizing maps,carte auto adaptative
5386,self-adaptive robust attention,SARA-RT
5387,self-attention,Auto-attention
5388,self-attention head,tête d'auto-attention
5389,self-attention layer,couche d'auto-attention
5390,self-attention matrix,matrice d'auto-attention
5391,self-attention mechanism,mécanisme d'auto-attention
5392,self-attention model,modèle d'auto-attention
5393,self-attention module,module d'auto-attention
5394,self-attention network,apprentissage autoatttentif
5395,self-attention neural network,réseau de neurones autoattentif
5396,self-learning,auto-apprentissage
5397,self-loop,boucle auto-référentielle
5398,self-organizing map,carte auto-adaptative de Kohonen
5399,self-play,auto-jeu
5400,self-supervised method,méthode auto-supervisée
5401,self-supervised model,modèle auto-supervisé
5402,self-supervised representation learning,apprentissage de représentations auto-supervisé
5403,self-supervised signal,signal auto-supervisé
5404,self-supervised training,entraînement auto-supervisé
5405,self-supervision,auto-supervision
5406,self-training,auto-formation
5407,semantic alignment,alignement sémantique
5408,semantic analysis,analyse sémantique
5409,semantic annotation,annotation sémantique
5410,semantic category,catégorie sémantique
5411,semantic class,classe sémantique
5412,semantic constraint,contrainte sémantique
5413,semantic distance,distance sémantique
5414,semantic encoder,encodeur sémantique
5415,semantic equivalence,équivalence sémantique
5416,semantic feature,caractéristique sémantique
5417,semantic grammar,grammaire sémantique
5418,semantic graph,graphe sémantique
5419,semantic information,information sémantique
5420,semantic interpretation,interprétation sémantique
5421,semantic label,étiquette sémantique
5422,semantic memory,mémoire sémantique
5423,semantic model,modèle sémantique
5424,semantic network,réseau sémantique
5425,semantic object,objet sémantique
5426,semantic operator,opérateur sémantique
5427,semantic parse,analyse sémantique
5428,semantic parser,analyseur sémantique
5429,semantic priming,amorçage sémantique
5430,semantic query,requêtes sémantiques
5431,semantic reasoner,moteur de raisonnement
5432,semantic relation,relation sémantique
5433,semantic relation extraction,extraction de relations sémantiques
5434,semantic relation extraction algorithm,algorithme d'extraction de relations sémantiques
5435,semantic representation,représentation sémantique
5436,semantic role,rôle sémantique
5437,semantic role label,étiquette de rôle sémantique
5438,semantic search,recherche sémantique
5439,semantic segmentation,segmentation sémantique
5440,semantic similarity,similarité sémantique
5441,semantic similarity measure,mesure de similarité sémantique
5442,semantic space,espace sémantique
5443,semantic structure,structure sémantique
5444,semantic symbol,symbole sémantique
5445,semantic textual similarity,similarité textuelle sémantique
5446,semantic unit,unité sémantique
5447,semantic vector,vecteur sémantique
5448,semantic vector space,espace vectoriel sémantique
5449,semi-Markov,semi-Markov
5450,semi-definite programming,programmation semi-définie
5451,semi-interquartile range,amplitude semi-interquartile
5452,semi-structured data,données semi-structurées
5453,semi-supervised clustering,clustering semi-supervisé
5454,semi-supervised learning,apprentissage partiellement supervisé
5455,semi-supervision,semi-supervision
5456,semidefinite program,programme semi-défini
5457,semimartingale,semimartingale
5458,sense disambiguation,désambiguïsation des sens
5459,sensitive attribute,attribut sensible
5460,sensitivity analysis,analyse de sensibilité
5461,sensor,capteur
5462,sensor fusion,fusion de données multisensorielles
5463,sentence classification,classification de phrases
5464,sentence compression,compression de phrases
5465,sentence embedding,plongement de phrases
5466,sentence encoder,encodeur de phrases
5467,sentence representation,représentation de phrases
5468,sentence segmentation,segmentation de phrases
5469,sentence vector,vecteur de phrase
5470,sentence-level,au niveau de la phrase
5471,sentence-level classification,classification au niveau de la phrase
5472,sentence-level representation,représentation au niveau de la phrase
5473,sentiment,émotionel
5474,sentiment analysis,analyse des opinions
5475,sentiment analysis model,modèle d'analyse de sentiment
5476,sentiment classification,classification du sentiment
5477,sentiment classifier,classificateur de sentiment
5478,sentiment detection,détection de sentiment
5479,sentiment polarity,polarité de sentiments
5480,sentiment transfer,transfert de sentiment
5481,separable convolution,convolution séparable
5482,separation logic,logique de séparation
5483,separation oracle,oracle de séparation
5484,separation parameter,paramètre de séparation
5485,separator token,jeton de séparation
5486,seq2seq model,modèle seq2seq
5487,sequence alignment,alignement de séquences
5488,sequence classification,classification de séquences
5489,sequence database,base de données de séquences
5490,sequence generation,génération de séquences
5491,sequence labeling,étiquetage de séquences
5492,sequence labeling model,modèle d'étiquetage de séquences
5493,sequence length,longueur de séquence
5494,sequence model,modèle de séquence
5495,sequence prediction,prédiction de séquence
5496,sequence prediction tasks,tâches de prédiction des séquences
5497,sequence tagging,étiquetage de séquence
5498,sequence transduction,transduction de séquence
5499,sequence-to-sequence,modèle seq2seq
5500,sequence-to-sequence architecture,architecture séquence-à-séquence
5501,sequence-to-sequence generation,génération séquence-à-séquence
5502,sequence-to-sequence model,modèle séquence-à-séquence
5503,sequence-to-sequence transduction,transduction séquence-à-séquence
5504,sequential datum,donnée séquentielle
5505,sequential decision making,prise de décision séquentielle
5506,sequential decision-making process,processus de prise de décision séquentielle
5507,sequential estimation,estimation séquentielle
5508,sequential pattern,motif séquentiel
5509,sequential pattern mining,fouille de motifs séquentiels
5510,sequential quadratic programming,optimisation quadratique successive
5511,sequential sampler,échantillonneur séquentiel
5512,sequential search,recherche par balayage
5513,sequential tagging,étiquetage séquentiel
5514,serverless,sans serveur
5515,set cover problem,problème de couverture d'ensemble
5516,set function,fonction d'ensemble
5517,shallow network,réseau peu profond
5518,shape matching,correspondance de formes
5519,shape prior,prior de forme
5520,shift invariant,invariant par translation
5521,shift reduce parser,analyseur à réduction de décalage
5522,shortest path,chemin le plus court
5523,shortest path algorithm,algorithme du plus court chemin
5524,shortest path kernel,noyau du plus court chemin
5525,shortest path length,longueur du plus court chemin
5526,sibling model,modèle de fratrie
5527,sigmoid,sigmoïde
5528,sigmoid activation,activation sigmoïde
5529,sigmoid activation function,fonction d'activation sigmoïde
5530,sigmoid function,fonction sigmoïde
5531,sigmoidal nonlinearity,non-linéarité sigmoïdale
5532,signal processing,traitement des signaux
5533,signal-to-noise ratio,rapport signal
5534,sim,sim
5535,similarity,similarité
5536,similarity function,fonction de similarité
5537,similarity graph,graphe de similarité
5538,similarity learning,apprentissage de similarités
5539,similarity matrix,matrice de similarité
5540,similarity measure,mesure de similarité
5541,similarity metric,métrique de similarité
5542,similarity score,score de similarité
5543,similarity search,recherche par similarité
5544,similarity-based learning,apprentissage par détection des similarités
5545,simple mean,moyenne simple
5546,simple random sampling,échantillonnage simple au hasard
5547,simplex algorithm,algorithme du simplexe
5548,simplicial complex,complexe simplicial
5549,simulated annealing,recuit simulé
5550,simulated reality,réalité simulée
5551,simulation analysis,analyse de simulation
5552,simultaneous localization and mapping,localisation et cartographie simultanées
5553,single sampling,échantillonnage à étape unique
5554,single task learning,apprentissage à tâche unique
5555,single-label classification,classification à étiquette unique
5556,single-layer perceptron,perceptron monocouche
5557,single-linkage clustering,regroupement hiérarchique par lien simple
5558,single-view data,données à vue unique
5559,singleton,singleton
5560,singular value,valeur singulière
5561,singular value decomposition,décomposition en valeurs singulières
5562,singular vector,vecteur singulier
5563,singularity,singularité
5564,situation calculus,calcul de situation
5565,skip connection,connexion résiduelle
5566,skip-gram,skip-gram
5567,skip-gram algorithm,algorithme de prédiction des grammes-voisins
5568,skip-gram model,modèle skip-gram
5569,skolemization,skolémisation
5570,slack variable,variable d'écart
5571,sliding window,fenêtre glissante
5572,sliding window classifier,classificateur à fenêtre glissante
5573,slot,emplacement
5574,slot filling,remplissage de slot
5575,slot value,valeur de slot
5576,slot-value pair,paire slot-valeur
5577,slow feature analysis,analyse des caractéristiques lentes
5578,small data,petites données
5579,smart clothing,habillement intelligent
5580,smart data,données intelligentes
5581,smart personalization,personnalisation intelligente
5582,smart robot,robot intelligent
5583,smoothing parameter,paramètre de lissage
5584,smoothness prior,a priori régulier
5585,smoothness term,terme de régularisation
5586,snowball sampling,échantillonnage en boule de neige
5587,social bias,biais social
5588,social media mining,exploration de médias sociaux
5589,social network analysis,analyse des réseaux sociaux
5590,soft biometrics,biométrie douce
5591,soft margin,marge douce
5592,softmax,fonction exponentielle normalisée
5593,softmax activation,activation softmax
5594,softmax activation function,fonction d'activation softmax
5595,softmax classifier,classificateur softmax
5596,softmax distribution,distribution softmax
5597,softmax function,fonction softmax
5598,softmax loss,perte softmax
5599,softplus,softplus
5600,softplus activation,activation softplus
5601,softplus function,fonction softplus
5602,software as a service,logiciel en tant que service
5603,software bot,robot logiciel
5604,solution space,espace de solutions
5605,solver,solveur
5606,song recognition,identification de chansons
5607,source,source
5608,source domain,domaine source
5609,source model,modèle source
5610,source node,nœud source
5611,source sequence,séquence source
5612,source token,jeton source
5613,source word,mot source
5614,space carving,carving spatial
5615,space complexity,complexité spatiale
5616,space partitioning,partitionnement de l'espace
5617,spam detection,détection de spam
5618,spam filtering,filtrage de spam
5619,span,portée
5620,sparse,Clairsemé
5621,sparse approximation,approximation parcimonieuse
5622,sparse attention,attention sparse
5623,sparse attention pattern,schéma d'attention parcimonieuse
5624,sparse auto encoder,autoencodeurs peu denses
5625,sparse coding,codage parcimonieux
5626,sparse data,données disséminées
5627,sparse feature,caractéristique creuse
5628,sparse graph,graphe épars
5629,sparse matrix,matrice clairsemée
5630,sparse model,modèle épars
5631,sparse principal component analysis,ACP éparse
5632,sparse recovery,récupération sparse
5633,sparse representation,représentation creuse
5634,sparse sampling,échantillonnage sparse
5635,sparse vector,vecteur sparse
5636,sparsification,sparsification
5637,sparsity,parcimonie
5638,sparsity level,niveau de sparsité
5639,sparsity regularization,régularisation de la sparsité
5640,spatial analysis,analyse spatiale
5641,spatial association rule,règle d'association spatiale
5642,spatial autocorrelation,autocorrélation spatiale
5643,spatial dependence,dépendance spatiale
5644,spatial domain,domaine spatial
5645,spatial gradient,gradient spatial
5646,spatial heterogeneity,hétérogénéité spatiale
5647,spatial interpolation,interpolation spatiale
5648,spatial pooling,pooling spatial
5649,spatial pyramid,pyramide spatiale
5650,spatial sampling,échantillonnage spatial
5651,spatial transformer network,réseau de transformateurs spatiaux
5652,spatial weight matrix,matrice d'interactions spatiales
5653,spatial–temporal reasoning,raisonnement spatio-temporel
5654,spatiotemporal data,données spatio-temporelles
5655,special token,jeton spécial
5656,spectral algorithm,algorithme spectral
5657,spectral clustering,partitionnement spectral
5658,spectral decomposition,décomposition spectrale
5659,spectral embedding,incorporation spectrale
5660,spectral function,fonction spectrale
5661,spectral gap,écart spectral
5662,spectral learning,apprentissage spectral
5663,spectral matching,correspondance spectrale
5664,spectral method,méthode spectrale
5665,spectral norm,norme spectrale
5666,spectral property,propriété spectrale
5667,spectral weight function,fonction de pondération spectrale
5668,spectrogram,spectrogramme
5669,specular,spéculaire
5670,speech,dicours
5671,speech recognition,reconnaissance de la parole
5672,speech recognizer,reconnaisseur de la parole
5673,speech synthesis,synthèse de la parole
5674,speech synthesis markup language,langage de balisage de synthèse vocale
5675,speech synthesis model,modèle de synthèse vocale
5676,speech synthesis system,système de synthèse vocale
5677,speech synthesizer,synthétiseur de la parole
5678,speech-to-speech translation,traduction parole à parole
5679,speech-to-text,génération voix-vers-texte
5680,spiking neuron,neurone impulsionnel
5681,spiking neuron network,réseau de neurones impulsionnels
5682,spoken dialogue system,système de dialogue oral
5683,spurious correlation,corrélation spurious
5684,squared Euclidean distance,distance euclidienne au carré
5685,squared error loss,perte d'erreur au carré
5686,squared hinge loss,marge maximale quadratique
5687,squared loss,perte quadratique
5688,stable diffusion,diffusion latente
5689,stable model,modèle stable
5690,stable model semantic,sémantique du modèle stable
5691,stacking,empilement de modèles
5692,staircase method,méthode d'estimation par accroissement ou diminution
5693,stance detection,détection de posture
5694,standard deviation,écart type
5695,standard error,erreur type
5696,standard normal distribution,distribution normale standard
5697,standardised maximum likelihood estimator,normalisé estimateur du maximum de vraisemblance
5698,start token,jeton de départ
5699,state,état
5700,state action pair,paire état-action
5701,state distribution,distribution d'état
5702,state estimation,estimation d'état
5703,state machine,machine à états
5704,state matrix,matrice d'état
5705,state of the art algorithm,algorithme à la pointe de la technologie
5706,state representation,représentation d'état
5707,state sequence,séquence d'état
5708,state space,espace d'états
5709,state trajectory,trajectoire d'état
5710,state transition,transition d'état
5711,state transition function,fonction de transition d'état
5712,state transition matrix,matrice de transition d'état
5713,state transition model,modèle de transition d'état
5714,state transition probability,probabilité de transition d'état
5715,state value function,fonction de valeur d'état
5716,state variable,variable d'état
5717,state vector,vecteur d'état
5718,state-action distribution,distribution état-action
5719,state-action space,espace état-action
5720,state-action value,valeur état-action
5721,state-action value function,fonction de valeur état-action
5722,state-of-the-art baseline,référence de pointe
5723,state-of-the-art method,méthode à la pointe de la technologie
5724,state-of-the-art model,modèle à la pointe de la technologie
5725,state-of-the-art system,système à la pointe de la technologie
5726,state-space search,recherche dans l'espace d'états
5727,stateful,avec état
5728,static analysis,analyse statique
5729,static evaluation function,fonction d'évaluation statique
5730,static model,modèle statique
5731,stationarity,stationnarité
5732,stationary distribution,distribution stationnaire
5733,stationary kernel,noyau stationnaire
5734,stationary policy,politique stationnaire
5735,stationary process,processus stationnaire
5736,statistic,statistique
5737,statistical analysis,analyse statistique
5738,statistical approach,approche statistique
5739,statistical classification,classification statistique
5740,statistical classification problem,problème de classification statistique
5741,statistical distance,distance statistique
5742,statistical independence,indépendance
5743,statistical inference,induction statistique
5744,statistical learning,apprentissage statistique
5745,statistical learning algorithm,algorithme d'apprentissage statistique
5746,statistical learning theory,théorie de l'apprentissage statistique
5747,statistical machine translation system,système de traduction automatique statistique
5748,statistical measure,mesure statistique
5749,statistical model,modèle statistique
5750,statistical population,collectivité statistique
5751,statistical relational learning,apprentissage relationnel statistique
5752,statistical significance,signification statistique
5753,statistical translation model,modèle de traduction statistique
5754,statistically significant,statistiquement significatif
5755,steepest ascent,ascension la plus raide
5756,steepest descent,descente la plus raide
5757,steerable filter,filtre orientable
5758,stemmer,raciniseur
5759,step-back prompting,incitation à la rétroaction
5760,stereo algorithm,algorithme stéréo
5761,stereo benchmark,référence stéréo
5762,stereo disparity,disparité stéréo
5763,stereo image,image stéréo
5764,stereo matching,correspondance stéréo
5765,stereo pair,paire stéréo
5766,stereo reconstruction,reconstruction stéréo
5767,stereo vision,vision stéréo
5768,stochastic algorithm,algorithme stochastique
5769,stochastic approximation,approximation stochastique
5770,stochastic depth,profondeur stochastique
5771,stochastic differential equation,équation différentielle stochastique
5772,stochastic dynamic,dynamique stochastique
5773,stochastic environment,environnement stochastique
5774,stochastic game,jeu stochastique
5775,stochastic gradient,gradient stochastique
5776,stochastic gradient algorithm,algorithme de gradient stochastique
5777,stochastic gradient ascent,ascension de gradient stochastique
5778,stochastic gradient descent,descente de gradient stochastique
5779,stochastic gradient method,méthode de gradient stochastique
5780,stochastic grammar,grammaire stochastique
5781,stochastic independence,indépendance stochastique
5782,stochastic matrix,matrice stochastique
5783,stochastic maximum likelihood,maximum de vraisemblance stochastique
5784,stochastic model,modèle stochastique
5785,stochastic objective,objectif stochastique
5786,stochastic optimization,optimisation stochastique
5787,stochastic policy,politique stochastique
5788,stochastic process,processus aléatoire
5789,stochastic programming,programmation aléatoire
5790,stochastic sampling,échantillonnage stochastique
5791,stochastic search algorithm,algorithme de recherche stochastique
5792,stochastic semantic analysis,analyse sémantique stochastique
5793,stochastic subgradient descent,descente de sous-gradient stochastique
5794,stochastic transition matrix,matrice de transition stochastique
5795,stochastic variational inference,inférence variationnelle stochastique
5796,stochasticity,stochastique
5797,stochastics,stochastique
5798,stop word,mot vide
5799,stop-gradient,arrêt de gradient
5800,stop-gradient operation,opération d'arrêt de gradient
5801,stopping condition,condition d'arrêt
5802,stopping criterion,critère d'arrêt
5803,stopword,mot grammatical
5804,storage medium,support de données
5805,stratified sampling,échantillonnage stratifié
5806,streaming algorithm,algorithme de streaming
5807,streaming data,données de diffusion en continu
5808,streaming datum,donnée de streaming
5809,streaming model,modèle de streaming
5810,stride,incrément de balayage
5811,string kernel metric,métrique de noyau de chaîne
5812,strong AI,IA forte
5813,structural learning,apprentissage structurel
5814,structural risk minimization,minimisation du risque structurel
5815,structural type system,système structurel de types
5816,structure,structure
5817,structure learning,apprentissage de structure
5818,structured data,données structurées
5819,structured datum,donnée structurée
5820,structured kNN algorithm,algorithme des k plus proches voisins à cible structurée
5821,structured output,sortie structurée
5822,structured perceptron,perceptron structuré
5823,structured prediction,apprentissage structuré
5824,structured prediction model,modèle de prédiction structurée
5825,structured prediction problem,problème de prédiction structurée
5826,structured state space sequence model,modèle d'espaces d'états structurés pour séquences
5827,structured support vector machine,machine à vecteurs de support structurée
5828,student model,modèle étudiant
5829,style transfer,transfert de style
5830,sub-gradient,sous-gradient
5831,sub-gradient descent,descente de sous-gradient
5832,sub-networks,sous-réseaux
5833,sub-population,sous-population
5834,sub-word,sous-mot
5835,sub-word tokenization,tokenisation par sous-mots
5836,subgame,sous-jeu
5837,subgradient method,méthode du sous-gradient
5838,subgraph isomorphism,isomorphisme de sous-graphe
5839,subgraph selection,sélection de sous-graphe
5840,subject-matter expert,expert métier
5841,submatrice,sous-matrice
5842,submatrix,sous-matrice
5843,submodular,sous-modulaire
5844,submodular function,fonction sous-modulaire
5845,submodular function optimization,optimisation de fonction sous-modulaire
5846,submodular influence function,fonction d'influence sous-modulaire
5847,submodular optimization,optimisation sous-modulaire
5848,submodular polyhedron,polyèdre sous-modulaire
5849,submodular set function,fonction d'ensemble sous-modulaire
5850,subnetwork,sous-réseau
5851,suboptimal,sous-optimal
5852,subpixel,sous-pixel
5853,subsample,échantillon subdivisé
5854,subsampling,sous-échantillonnage
5855,subsampling factor,facteur de sous-échantillonnage
5856,subspace learning,apprentissage en sous-espace
5857,subspace method,méthode de sous-espace
5858,subspace projection,projection sur le sous-espace
5859,substitution,substitution
5860,subsumption,subsomption
5861,subsumption relation,relation de subsomption
5862,subsymbolic learning,apprentissage subsymbolique
5863,subtree,sous-arbre
5864,subwindow,sous-fenêtre
5865,subword,sous-mot
5866,subword token,jeton de sous-mot
5867,subword unit,unité de sous-mot
5868,successor function,fonction successeur
5869,successor operator,opérateur successeur
5870,successor state,état successeur
5871,successor state axiom,axiome d'état successeur
5872,sufficient statistic,statistique suffisante
5873,suffix tree,arbre des suffixes
5874,sum-product network,réseau somme-produit
5875,summarization,résumé
5876,summarization algorithm,algorithme de résumé
5877,summarization model,modèle de résumé
5878,summarization system,système de résumé
5879,super-pixel,super-pixel
5880,super-resolution,super-résolution
5881,super-resolution imaging,super-résolution d'image
5882,supergradient,supergradient
5883,superintelligence,superintelligence
5884,superordinate concept,concept superordonné
5885,supertag,supertag
5886,supervised classification,classification supervisée
5887,supervised classification model,modèle de classification supervisée
5888,supervised classifier,classificateur supervisé
5889,supervised contrastive learning,apprentissage contrastif supervisé
5890,supervised datum,donnée supervisée
5891,supervised finetuning,ajustement supervisé
5892,supervised learning,apprentissage supervisé
5893,supervised manner,manière supervisée
5894,supervised method,méthode supervisée
5895,supervised model,modèle supervisé
5896,supervised multi-task learning,Apprentissage supervisé multi-tâches
5897,supervised setting,cadre supervisé
5898,supervised system,système supervisé
5899,supervised training,entraînement supervisé
5900,support,support
5901,support set,ensemble de support
5902,support threshold,seuil de support
5903,support vector,vecteur de support
5904,support vector machine,machine à vecteurs de support
5905,surface normal,normale de surface
5906,surface normal estimator,estimateur de normale de surface
5907,surface normal prediction,prédiction de la normale de surface
5908,surface realization,réalisation de surface
5909,surface structure,structure superficielle
5910,surrogate,substitut
5911,surrogate function,fonction substitut
5912,surrogate loss,perte substitut
5913,surrogate loss function,fonction de perte de substitution
5914,surrogate model,modèle substitut
5915,survival distribution,distribution de survie
5916,survivorship bias,biais des survivants
5917,swarm intelligence,intelligence en essaim
5918,swarm robotics,robotique en essaim
5919,symbol grounding problem,ancrage des symboles
5920,symbolic algebraic manipulation,manipulation algébrique symbolique
5921,symbolic artificial intelligence,approche symbolique
5922,symbolic expression,expression symbolique
5923,symbolic learning,apprentissage symbolique
5924,symbolic manipulation,manipulation symbolique
5925,symbolic representation,représentation symbolique
5926,symmetric cryptography,cryptographie symétrique
5927,symmetric matrix,matrice symétrique
5928,symmetric positive semidefinite matrix,matrice semi-définie positive symétrique
5929,symmetrization,symétrisation
5930,synapse,synapse
5931,synaptic connection,connexion synaptique
5932,synaptic weight,poids synaptique
5933,synchronous context-free grammar,grammaire libre de contexte synchrone
5934,synonymy,synonymie
5935,synset,synset
5936,syntactic analysis,analyse syntaxique
5937,syntactic category,catégorie syntaxique
5938,syntactic constraint,contrainte syntaxique
5939,syntactic dependency,dépendance syntaxique
5940,syntactic dependency parsing,analyse de dépendance syntaxique
5941,syntactic dependency tree,arbre de dépendance syntaxique
5942,syntactic feature,caractéristique syntaxique
5943,syntactic information,information syntaxique
5944,syntactic parse,analyse syntaxique
5945,syntactic parser,analyseur syntaxique
5946,syntactic regularity,régularité syntaxique
5947,syntactic representation,représentation syntaxique
5948,syntactic similarity,similarité syntaxique
5949,syntactic structure,structure syntaxique
5950,syntactic tree,arbre syntaxique
5951,syntax tree,arbre de syntaxe
5952,synthesized speech,voix de synthèse
5953,synthetic data,données de synthèse
5954,synthetic dataset,ensemble de données synthétiques
5955,synthetic feature,caractéristique synthétique
5956,synthetic intelligence,intelligence synthétique
5957,system identification,identification de système
5958,systematic sampling,échantillonnage par intervalles
5959,systems neuroscience,neuroscience des systèmes
5960,t-distributed stochastic neighbor embedding,algorithme t-SNE
5961,t-distribution,distribution de T
5962,t-test,test t
5963,tag recommendation,recommandation de tags
5964,tag sequence,séquence de balises
5965,tagger,étiqueteur
5966,tagset,ensemble d'étiquettes
5967,tail entity,entité de queue
5968,tangent distance,distance tangentielle
5969,tangent space,espace tangent
5970,tanh activation function,fonction d'activation tanh
5971,target,cible
5972,target class,classe cible
5973,target classifier,classificateur cible
5974,target distribution,distribution cible
5975,target domain,domaine cible
5976,target function,fonction cible
5977,target instance,instance cible
5978,target model,modèle cible
5979,target network,réseau cible
5980,target node,nœud cible
5981,target output,sortie cible
5982,target policy,politique cible
5983,target sentence,phrase cible
5984,target sequence,séquence cible
5985,target task,tâche cible
5986,target token,jeton cible
5987,target variable,variable cible
5988,target vector,vecteur cible
5989,target vocabulary,vocabulaire cible
5990,target word,mot cible
5991,target-to-source model,modèle de traduction cible-source
5992,task adaptation,adaptation de tâche
5993,task model,modèle de tâche
5994,task-oriented dialog system,système de dialogue orienté tâche
5995,task-oriented dialogue system,système de dialogue orienté tâche
5996,task-specific model,modèle spécifique à la tâche
5997,taxonomy,taxinomie
5998,teacher forcing,teacher forcing
5999,teacher network,réseau enseignant
6000,technical debt,dette technique
6001,technological singularity,singularité technologique
6002,temperature parameter,paramètre de température
6003,temperature scaling,mise à l'échelle de la température
6004,template,modèle
6005,template matching,appartement modèle-objet
6006,template model,modèle de gabarit
6007,template-matching,correspondance de gabarits
6008,temporal data,données temporelles
6009,temporal derivative,dérivée temporelle
6010,temporal difference,différence temporelle
6011,temporal difference learning,apprentissage par différence temporelle
6012,temporal drift,dérive temporelle
6013,temporal fusion,fusion temporelle
6014,temporal locality,localité temporelle
6015,temporal logic,logique temporelle
6016,temporal reasoning,raisonnement temporel
6017,temporal variable,variable temporelle
6018,tensor,tenseur
6019,tensor decomposition,décomposition tensorielle
6020,tensor factorization,factorisation tensorielle
6021,tensor field,champ tensoriel
6022,tensor network theory,théorie des réseaux tenseurs
6023,tensor nuclear norms,norme nucléaire d'un tenseur
6024,tensor processing unit,unité de traitement de tenseur
6025,tensor product,produit tensoriel
6026,tensor shape,forme du tensor
6027,tensor size,taille de tensor
6028,term frequency,fréquence des termes
6029,term frequency - inverse document frequency,fréquence du terme - fréquence inverse du document
6030,terminal node,nœud terminal
6031,terminal state,état terminal
6032,termination condition,condition de terminaison
6033,termination criterion,critère de terminaison
6034,terminology,terminologie
6035,test,test IA
6036,test accuracy,précision de test
6037,test data,données de test
6038,test dataset,ensemble de données de test
6039,test datum,donnée de test
6040,test domain,domaine de test
6041,test error,erreur de test
6042,test loss,perte de test
6043,test of randomness,test du caractère aléatoire
6044,test set,ensemble d'évaluation
6045,test split,ensemble de test
6046,test statistic,statistique du test
6047,test time,temps de test
6048,testing set,ensemble de test
6049,text categorization,catégorisation de texte
6050,text corpus,corpus de texte
6051,text embedding,intégration de texte
6052,text encoder,encodeur de texte
6053,text generation,génération de texte
6054,text generation model,modèle de génération de texte
6055,text mining,analyse de texte
6056,text segmentation,segmentation de texte
6057,text simplification,simplification de textes
6058,text-davinci-002,text-davinci-002
6059,text-davinci-003,text-davinci-003
6060,text-dependent recognition system,système de reconnaissance à message fixe
6061,text-dependent recognizer,reconnaisseur à message fixe
6062,text-to-image diffusion model,modèle de diffusion texte-image
6063,text-to-image generation,génération d'images à partir de texte
6064,text-to-image generator,générateur texte-image
6065,text-to-image model,modèle texte-à-image
6066,text-to-image synthesis,génération texte-à-image
6067,text-to-video generation,génération texte-vidéo
6068,text-to-video generator,générateur texte-vidéo
6069,text-to-video model,modèle génératif texte-vers-vidéo
6070,text-to-video synthesis,génération texte-à-vidéo
6071,textual entailment,implication textuelle
6072,tf-idf,mesure TF-IDF
6073,theorem prover,démonstrateur de théorèmes
6074,theorem proving,démonstration de théorèmes
6075,theoretical computer science,informatique théorique
6076,theory of computation,théorie du calcul
6077,theory of learning,théorie de l’apprentissage
6078,thinking machine,machina sapiens
6079,third-party data,données tierces
6080,thought vector,vecteur de pensée
6081,thread,fil d'exécution
6082,threat model,modèle de menace
6083,threshold,seuil
6084,threshold function,fonction seuil
6085,threshold parameter,paramètre de seuil
6086,threshold policy,politique de seuil
6087,tiled convolution,convolution pavée
6088,time complexity,complexité en temps
6089,time series,série chronologique
6090,time series analysis,analyse de séries temporelles
6091,time series forecasting,prévision de séries temporelles
6092,time step,pas de temps
6093,time-delay neural network,réseau de neurones à retard temporel
6094,time-series datum,donnée de séries temporelles
6095,time-series model,modèle de séries temporelles
