Input.index,WorkerId,Input.English,Input.French,Answer.translation
801,A3JPQAK02PUM87,reranking parser,analyseur de reclassement,parseur de reranking
801,A3JPQAK02PUM87,research,recherches,recherche
801,A3JPQAK02PUM87,reservoir sampling,échantillonnage de réservoir,échantillonnage par réservoir
801,A3JPQAK02PUM87,residual block,bloc résiduel,bloc résiduel
801,A3JPQAK02PUM87,residual branch,branche résiduelle,branche résiduelle
801,AATNSR9QAYC5Q,reranking parser,analyseur de reclassement,analyseur de reranking
801,AATNSR9QAYC5Q,research,recherches,recherche
801,AATNSR9QAYC5Q,reservoir sampling,échantillonnage de réservoir,échantillonnage par réservoir
801,AATNSR9QAYC5Q,residual block,bloc résiduel,bloc résiduel
801,AATNSR9QAYC5Q,residual branch,branche résiduelle,branche résiduelle
801,ACS6S6YQWPTZ1,reranking parser,analyseur de reclassement,parser de reranking
801,ACS6S6YQWPTZ1,research,recherches,recherche
801,ACS6S6YQWPTZ1,reservoir sampling,échantillonnage de réservoir,échantillonnage par réservoir
801,ACS6S6YQWPTZ1,residual block,bloc résiduel,bloc résiduel
801,ACS6S6YQWPTZ1,residual branch,branche résiduelle,branche résiduelle
801,AJFSM5DLXF59T,reranking parser,analyseur de reclassement,Analyseur de réordonnancement
801,AJFSM5DLXF59T,research,recherches,Recherche
801,AJFSM5DLXF59T,reservoir sampling,échantillonnage de réservoir,Échantillonnage de réservoir
801,AJFSM5DLXF59T,residual block,bloc résiduel,Bloc résiduel
801,AJFSM5DLXF59T,residual branch,branche résiduelle,Branche résiduelle
802,A14F5XX4Y4KG9P,residual connection,connexion résiduelle,connexion résiduelle
802,A14F5XX4Y4KG9P,residual error,erreur résiduelle,erreur résiduelle
802,A14F5XX4Y4KG9P,residual function,fonction résiduelle,fonction résiduelle
802,A14F5XX4Y4KG9P,residual graph,graphe résiduel,graphe résiduel
802,A14F5XX4Y4KG9P,residual learning,apprentissage résiduel,apprentissage résiduel
802,A1DEIZQB0X8KNT,residual connection,connexion résiduelle,connexion résiduelle
802,A1DEIZQB0X8KNT,residual error,erreur résiduelle,erreur résiduelle
802,A1DEIZQB0X8KNT,residual function,fonction résiduelle,fonction résiduelle
802,A1DEIZQB0X8KNT,residual graph,graphe résiduel,graphe résiduel
802,A1DEIZQB0X8KNT,residual learning,apprentissage résiduel,apprentissage résiduel
802,A1DP3WNXZKMBVL,residual connection,connexion résiduelle,connexion résiduelle
802,A1DP3WNXZKMBVL,residual error,erreur résiduelle,erreur résiduelle
802,A1DP3WNXZKMBVL,residual function,fonction résiduelle,fonction résiduelle
802,A1DP3WNXZKMBVL,residual graph,graphe résiduel,graphe résiduel
802,A1DP3WNXZKMBVL,residual learning,apprentissage résiduel,apprentissage résiduel
802,A1RAJW5O9HPPE2,residual connection,connexion résiduelle,connexion résiduelle
802,A1RAJW5O9HPPE2,residual error,erreur résiduelle,erreur résiduelle
802,A1RAJW5O9HPPE2,residual function,fonction résiduelle,fonction résiduelle
802,A1RAJW5O9HPPE2,residual graph,graphe résiduel,graphe résiduel
802,A1RAJW5O9HPPE2,residual learning,apprentissage résiduel,apprentissage résiduel
802,A1S9SJ5CZTZH1M,residual connection,connexion résiduelle,connexion résiduelle
802,A1S9SJ5CZTZH1M,residual error,erreur résiduelle,erreur résiduelle
802,A1S9SJ5CZTZH1M,residual function,fonction résiduelle,fonction résiduelle
802,A1S9SJ5CZTZH1M,residual graph,graphe résiduel,graphe résiduel
802,A1S9SJ5CZTZH1M,residual learning,apprentissage résiduel,apprentissage résiduel
802,A21RTAAAV3BQ1U,residual connection,connexion résiduelle,connexion résiduelle
802,A21RTAAAV3BQ1U,residual error,erreur résiduelle,erreur résiduelle
802,A21RTAAAV3BQ1U,residual function,fonction résiduelle,fonction résiduelle
802,A21RTAAAV3BQ1U,residual graph,graphe résiduel,graphe résiduel
802,A21RTAAAV3BQ1U,residual learning,apprentissage résiduel,apprentissage résiduel
802,AATNSR9QAYC5Q,residual connection,connexion résiduelle,connexion résiduelle
802,AATNSR9QAYC5Q,residual error,erreur résiduelle,erreur résiduelle
802,AATNSR9QAYC5Q,residual function,fonction résiduelle,fonction résiduelle
802,AATNSR9QAYC5Q,residual graph,graphe résiduel,graphe résiduel
802,AATNSR9QAYC5Q,residual learning,apprentissage résiduel,apprentissage résiduel
802,ACS6S6YQWPTZ1,residual connection,connexion résiduelle,connexion résiduelle
802,ACS6S6YQWPTZ1,residual error,erreur résiduelle,erreur résiduelle
802,ACS6S6YQWPTZ1,residual function,fonction résiduelle,fonction résiduelle
802,ACS6S6YQWPTZ1,residual graph,graphe résiduel,graphe résiduel
802,ACS6S6YQWPTZ1,residual learning,apprentissage résiduel,apprentissage résiduel
802,AHX4W473FN5US,residual connection,connexion résiduelle,connexion résiduelle
802,AHX4W473FN5US,residual error,erreur résiduelle,erreur résiduelle
802,AHX4W473FN5US,residual function,fonction résiduelle,fonction résiduelle
802,AHX4W473FN5US,residual graph,graphe résiduel,graphe résiduel
802,AHX4W473FN5US,residual learning,apprentissage résiduel,apprentissage résiduel
802,AJFSM5DLXF59T,residual connection,connexion résiduelle,connexion résiduelle
802,AJFSM5DLXF59T,residual error,erreur résiduelle,erreur résiduelle
802,AJFSM5DLXF59T,residual function,fonction résiduelle,fonction résiduelle
802,AJFSM5DLXF59T,residual graph,graphe résiduel,graphe résiduel
802,AJFSM5DLXF59T,residual learning,apprentissage résiduel,apprentissage résiduel
803,A1DEIZQB0X8KNT,residual network,réseau résiduel,réseau résiduel
803,A1DEIZQB0X8KNT,resources,ressources,ressources
803,A1DEIZQB0X8KNT,restricted isometry property,propriété d'isométrie restreinte,propriété d'isométrie restreinte
803,A1DEIZQB0X8KNT,retrieval,récupération,récupération
803,A1DEIZQB0X8KNT,retrieval,extraction,récupération
803,A1DP3WNXZKMBVL,residual network,réseau résiduel,réseau résiduel
803,A1DP3WNXZKMBVL,resources,ressources,ressources
803,A1DP3WNXZKMBVL,restricted isometry property,propriété d'isométrie restreinte,propriété d'isométrie restreinte
803,A1DP3WNXZKMBVL,retrieval,récupération,recherche
803,A1DP3WNXZKMBVL,retrieval,extraction,recherche
803,A1RAJW5O9HPPE2,residual network,réseau résiduel,réseau résiduel
803,A1RAJW5O9HPPE2,resources,ressources,ressources
803,A1RAJW5O9HPPE2,restricted isometry property,propriété d'isométrie restreinte,propriété d'isométrie restreinte
803,A1RAJW5O9HPPE2,retrieval,récupération,récupération
803,A1RAJW5O9HPPE2,retrieval,extraction,récupération
803,A1S9SJ5CZTZH1M,residual network,réseau résiduel,réseau résiduel
803,A1S9SJ5CZTZH1M,resources,ressources,ressources
803,A1S9SJ5CZTZH1M,restricted isometry property,propriété d'isométrie restreinte,propriété d'isométrie restreinte
803,A1S9SJ5CZTZH1M,retrieval,récupération,récupération
803,A1S9SJ5CZTZH1M,retrieval,extraction,récupération
803,A21RTAAAV3BQ1U,residual network,réseau résiduel,réseau résiduel
803,A21RTAAAV3BQ1U,resources,ressources,ressources
803,A21RTAAAV3BQ1U,restricted isometry property,propriété d'isométrie restreinte,propriété d'isométrie restreinte
803,A21RTAAAV3BQ1U,retrieval,récupération,récupération
803,A21RTAAAV3BQ1U,retrieval,extraction,récupération
803,A2RFY9YXUWY2E1,residual network,réseau résiduel,réseau résiduel
803,A2RFY9YXUWY2E1,resources,ressources,ressources
803,A2RFY9YXUWY2E1,restricted isometry property,propriété d'isométrie restreinte,propriété d'isorécupérationmétrie
803,A2RFY9YXUWY2E1,retrieval,récupération,récupération
803,A2RFY9YXUWY2E1,retrieval,extraction,récupération
803,A3JPQAK02PUM87,residual network,réseau résiduel,réseau résiduel
803,A3JPQAK02PUM87,resources,ressources,ressources
803,A3JPQAK02PUM87,restricted isometry property,propriété d'isométrie restreinte,propriété d'isométrie restreinte
803,A3JPQAK02PUM87,retrieval,récupération,récupération
803,A3JPQAK02PUM87,retrieval,extraction,récupération
803,AATNSR9QAYC5Q,residual network,réseau résiduel,réseau résiduel
803,AATNSR9QAYC5Q,resources,ressources,ressources
803,AATNSR9QAYC5Q,restricted isometry property,propriété d'isométrie restreinte,propriété d'isométrie restreinte
803,AATNSR9QAYC5Q,retrieval,récupération,récupération
803,AATNSR9QAYC5Q,retrieval,extraction,récupération
803,ACS6S6YQWPTZ1,residual network,réseau résiduel,réseau résiduel
803,ACS6S6YQWPTZ1,resources,ressources,ressources
803,ACS6S6YQWPTZ1,restricted isometry property,propriété d'isométrie restreinte,propriété d'isométrie restreinte
803,ACS6S6YQWPTZ1,retrieval,récupération,récupération
803,ACS6S6YQWPTZ1,retrieval,extraction,récupération
803,AJFSM5DLXF59T,residual network,réseau résiduel,réseau résiduel
803,AJFSM5DLXF59T,resources,ressources,ressources
803,AJFSM5DLXF59T,restricted isometry property,propriété d'isométrie restreinte,propriété d'isométrie restreinte
803,AJFSM5DLXF59T,retrieval,récupération,récupération
803,AJFSM5DLXF59T,retrieval,extraction,récupération
804,A14F5XX4Y4KG9P,retrieval function,fonction de récupération,fonction de récupération
804,A14F5XX4Y4KG9P,retrieval method,méthode de récupération,méthode de récupération
804,A14F5XX4Y4KG9P,retrieval model,modèle de recherche,modèle de récupération
804,A14F5XX4Y4KG9P,retrieval system,système de récupération,système de récupération
804,A14F5XX4Y4KG9P,retrieved,récupérés,récupéré
804,A1DEIZQB0X8KNT,retrieval function,fonction de récupération,fonction de récupération
804,A1DEIZQB0X8KNT,retrieval method,méthode de récupération,méthode de récupération
804,A1DEIZQB0X8KNT,retrieval model,modèle de recherche,modèle de récupération
804,A1DEIZQB0X8KNT,retrieval system,système de récupération,système de récupération
804,A1DEIZQB0X8KNT,retrieved,récupérés,récupéré
804,A1DP3WNXZKMBVL,retrieval function,fonction de récupération,fonction de récupération
804,A1DP3WNXZKMBVL,retrieval method,méthode de récupération,méthode de récupération
804,A1DP3WNXZKMBVL,retrieval model,modèle de recherche,modèle de récupération
804,A1DP3WNXZKMBVL,retrieval system,système de récupération,système de récupération
804,A1DP3WNXZKMBVL,retrieved,récupérés,récupéré
804,A1RAJW5O9HPPE2,retrieval function,fonction de récupération,fonction de récupération
804,A1RAJW5O9HPPE2,retrieval method,méthode de récupération,méthode de récupération
804,A1RAJW5O9HPPE2,retrieval model,modèle de recherche,modèle de récupération
804,A1RAJW5O9HPPE2,retrieval system,système de récupération,système de récupération
804,A1RAJW5O9HPPE2,retrieved,récupérés,récupéré
804,A1S9SJ5CZTZH1M,retrieval function,fonction de récupération,fonction de récupération
804,A1S9SJ5CZTZH1M,retrieval method,méthode de récupération,méthode de récupération
804,A1S9SJ5CZTZH1M,retrieval model,modèle de recherche,modèle de récupération
804,A1S9SJ5CZTZH1M,retrieval system,système de récupération,système de récupération
804,A1S9SJ5CZTZH1M,retrieved,récupérés,récupéré
804,A21RTAAAV3BQ1U,retrieval function,fonction de récupération,fonction de récupération
804,A21RTAAAV3BQ1U,retrieval method,méthode de récupération,méthode de récupération
804,A21RTAAAV3BQ1U,retrieval model,modèle de recherche,modèle de récupération
804,A21RTAAAV3BQ1U,retrieval system,système de récupération,système de récupération
804,A21RTAAAV3BQ1U,retrieved,récupérés,récupéré
804,A3JPQAK02PUM87,retrieval function,fonction de récupération,fonction de récupération
804,A3JPQAK02PUM87,retrieval method,méthode de récupération,méthode de récupération
804,A3JPQAK02PUM87,retrieval model,modèle de recherche,modèle de récupération
804,A3JPQAK02PUM87,retrieval system,système de récupération,système de récupération
804,A3JPQAK02PUM87,retrieved,récupérés,récupéré
804,AATNSR9QAYC5Q,retrieval function,fonction de récupération,fonction de récupération
804,AATNSR9QAYC5Q,retrieval method,méthode de récupération,méthode de récupération
804,AATNSR9QAYC5Q,retrieval model,modèle de recherche,modèle de récupération
804,AATNSR9QAYC5Q,retrieval system,système de récupération,système de récupération
804,AATNSR9QAYC5Q,retrieved,récupérés,récupéré
804,ACS6S6YQWPTZ1,retrieval function,fonction de récupération,fonction de récupération
804,ACS6S6YQWPTZ1,retrieval method,méthode de récupération,méthode de récupération
804,ACS6S6YQWPTZ1,retrieval model,modèle de recherche,modèle de récupération
804,ACS6S6YQWPTZ1,retrieval system,système de récupération,système de récupération
804,ACS6S6YQWPTZ1,retrieved,récupérés,récupéré
804,AJFSM5DLXF59T,retrieval function,fonction de récupération,fonction de récupération
804,AJFSM5DLXF59T,retrieval method,méthode de récupération,méthode de récupération
804,AJFSM5DLXF59T,retrieval model,modèle de recherche,modèle de récupération
804,AJFSM5DLXF59T,retrieval system,système de récupération,système de récupération
804,AJFSM5DLXF59T,retrieved,récupérés,récupéré
805,A14F5XX4Y4KG9P,reverse-mode,mode de rétropropagation,mode inverse
805,A14F5XX4Y4KG9P,reward,récompense,récompense
805,A14F5XX4Y4KG9P,reward model,modèle de récompense,modèle de récompense
805,A14F5XX4Y4KG9P,reward shaping,façonnement de la récompense,modelage de la récompense
805,A14F5XX4Y4KG9P,reward signal,signal de récompense,signal de récompense
805,A1DEIZQB0X8KNT,reverse-mode,mode de rétropropagation,mode inverse
805,A1DEIZQB0X8KNT,reward,récompense,récompense
805,A1DEIZQB0X8KNT,reward model,modèle de récompense,modèle de récompense
805,A1DEIZQB0X8KNT,reward shaping,façonnement de la récompense,façonnage de la récompense
805,A1DEIZQB0X8KNT,reward signal,signal de récompense,signal de récompense
805,A1DP3WNXZKMBVL,reverse-mode,mode de rétropropagation,mode inverse
805,A1DP3WNXZKMBVL,reward,récompense,récompense
805,A1DP3WNXZKMBVL,reward model,modèle de récompense,modèle de récompense
805,A1DP3WNXZKMBVL,reward shaping,façonnement de la récompense,formulation de récompense
805,A1DP3WNXZKMBVL,reward signal,signal de récompense,signal de récompense
805,A1RAJW5O9HPPE2,reverse-mode,mode de rétropropagation,mode inverse
805,A1RAJW5O9HPPE2,reward,récompense,récompense
805,A1RAJW5O9HPPE2,reward model,modèle de récompense,modèle de récompense
805,A1RAJW5O9HPPE2,reward shaping,façonnement de la récompense,modelage de la récompense
805,A1RAJW5O9HPPE2,reward signal,signal de récompense,signal de récompense
805,A1S9SJ5CZTZH1M,reverse-mode,mode de rétropropagation,mode inverse
805,A1S9SJ5CZTZH1M,reward,récompense,récompense
805,A1S9SJ5CZTZH1M,reward model,modèle de récompense,modèle de récompense
805,A1S9SJ5CZTZH1M,reward shaping,façonnement de la récompense,modelage de la récompense
805,A1S9SJ5CZTZH1M,reward signal,signal de récompense,signal de récompense
805,A21RTAAAV3BQ1U,reverse-mode,mode de rétropropagation,mode inverse
805,A21RTAAAV3BQ1U,reward,récompense,récompense
805,A21RTAAAV3BQ1U,reward model,modèle de récompense,modèle de récompense
805,A21RTAAAV3BQ1U,reward shaping,façonnement de la récompense,façonnement de la récompense
805,A21RTAAAV3BQ1U,reward signal,signal de récompense,signal de récompense
805,A3JPQAK02PUM87,reverse-mode,mode de rétropropagation,mode inverse
805,A3JPQAK02PUM87,reward,récompense,récompense
805,A3JPQAK02PUM87,reward model,modèle de récompense,modèle de récompense
805,A3JPQAK02PUM87,reward shaping,façonnement de la récompense,modelage de récompense
805,A3JPQAK02PUM87,reward signal,signal de récompense,signal de récompense
805,AATNSR9QAYC5Q,reverse-mode,mode de rétropropagation,mode inverse
805,AATNSR9QAYC5Q,reward,récompense,récompense
805,AATNSR9QAYC5Q,reward model,modèle de récompense,modèle de récompense
805,AATNSR9QAYC5Q,reward shaping,façonnement de la récompense,modelage de récompense
805,AATNSR9QAYC5Q,reward signal,signal de récompense,signal de récompense
805,ACS6S6YQWPTZ1,reverse-mode,mode de rétropropagation,mode inverse
805,ACS6S6YQWPTZ1,reward,récompense,récompense
805,ACS6S6YQWPTZ1,reward model,modèle de récompense,modèle de récompense
805,ACS6S6YQWPTZ1,reward shaping,façonnement de la récompense,modelage de la récompense
805,ACS6S6YQWPTZ1,reward signal,signal de récompense,signal de récompense
805,AJFSM5DLXF59T,reverse-mode,mode de rétropropagation,mode inverse
805,AJFSM5DLXF59T,reward,récompense,récompense
805,AJFSM5DLXF59T,reward model,modèle de récompense,modèle de récompense
805,AJFSM5DLXF59T,reward shaping,façonnement de la récompense,modelage de la récompense
805,AJFSM5DLXF59T,reward signal,signal de récompense,signal de récompense
806,A14F5XX4Y4KG9P,reward-maximizing policy,politique de maximisation de la récompense,politique de maximisation de la récompense
806,A14F5XX4Y4KG9P,ridge regularization,régularisation ridge,régularisation par ridge
806,A14F5XX4Y4KG9P,right-to-left model,modèle de droite à gauche,modèle de droite à gauche
806,A14F5XX4Y4KG9P,rigid body transformation,transformation rigide,transformation rigide du corps
806,A14F5XX4Y4KG9P,rigid transformation,transformation rigide,transformation rigide
806,A1DEIZQB0X8KNT,reward-maximizing policy,politique de maximisation de la récompense,politique de maximisation de la récompense
806,A1DEIZQB0X8KNT,ridge regularization,régularisation ridge,régularisation par ridge
806,A1DEIZQB0X8KNT,right-to-left model,modèle de droite à gauche,modèle de droite à gauche
806,A1DEIZQB0X8KNT,rigid body transformation,transformation rigide,transformation de corps rigide
806,A1DEIZQB0X8KNT,rigid transformation,transformation rigide,transformation rigide
806,A1DP3WNXZKMBVL,reward-maximizing policy,politique de maximisation de la récompense,politique de maximisation de la récompense
806,A1DP3WNXZKMBVL,ridge regularization,régularisation ridge,régularisation par pénalité de crête
806,A1DP3WNXZKMBVL,right-to-left model,modèle de droite à gauche,modèle de droite à gauche
806,A1DP3WNXZKMBVL,rigid body transformation,transformation rigide,transformation rigide
806,A1DP3WNXZKMBVL,rigid transformation,transformation rigide,transformation rigide
806,A1RAJW5O9HPPE2,reward-maximizing policy,politique de maximisation de la récompense,politique de maximisation de récompense
806,A1RAJW5O9HPPE2,ridge regularization,régularisation ridge,régularisation par crête
806,A1RAJW5O9HPPE2,right-to-left model,modèle de droite à gauche,modèle de droite à gauche
806,A1RAJW5O9HPPE2,rigid body transformation,transformation rigide,transformation rigide
806,A1RAJW5O9HPPE2,rigid transformation,transformation rigide,transformation rigide
806,A1S9SJ5CZTZH1M,reward-maximizing policy,politique de maximisation de la récompense,politique de maximisation de la récompense
806,A1S9SJ5CZTZH1M,ridge regularization,régularisation ridge,régularisation par crête
806,A1S9SJ5CZTZH1M,right-to-left model,modèle de droite à gauche,modèle de droite à gauche
806,A1S9SJ5CZTZH1M,rigid body transformation,transformation rigide,transformation rigide
806,A1S9SJ5CZTZH1M,rigid transformation,transformation rigide,transformation rigide
806,A21RTAAAV3BQ1U,reward-maximizing policy,politique de maximisation de la récompense,politique de maximisation de la récompense
806,A21RTAAAV3BQ1U,ridge regularization,régularisation ridge,régularisation par crête
806,A21RTAAAV3BQ1U,right-to-left model,modèle de droite à gauche,modèle de droite à gauche
806,A21RTAAAV3BQ1U,rigid body transformation,transformation rigide,transformation de corps rigide
806,A21RTAAAV3BQ1U,rigid transformation,transformation rigide,transformation rigide
806,AATNSR9QAYC5Q,reward-maximizing policy,politique de maximisation de la récompense,politique de maximisation de la récompense
806,AATNSR9QAYC5Q,ridge regularization,régularisation ridge,régularisation de ridge
806,AATNSR9QAYC5Q,right-to-left model,modèle de droite à gauche,modèle de droite à gauche
806,AATNSR9QAYC5Q,rigid body transformation,transformation rigide,transformation rigide
806,AATNSR9QAYC5Q,rigid transformation,transformation rigide,transformation rigide
806,ACS6S6YQWPTZ1,reward-maximizing policy,politique de maximisation de la récompense,politique de maximisation de la récompense
806,ACS6S6YQWPTZ1,ridge regularization,régularisation ridge,régularisation de ridge
806,ACS6S6YQWPTZ1,right-to-left model,modèle de droite à gauche,modèle de droite à gauche
806,ACS6S6YQWPTZ1,rigid body transformation,transformation rigide,transformation rigide
806,ACS6S6YQWPTZ1,rigid transformation,transformation rigide,transformation rigide
806,AHX4W473FN5US,reward-maximizing policy,politique de maximisation de la récompense,politique de maximisation de la récompense
806,AHX4W473FN5US,ridge regularization,régularisation ridge,régularisation par ridge
806,AHX4W473FN5US,right-to-left model,modèle de droite à gauche,modèle de droite à gauche
806,AHX4W473FN5US,rigid body transformation,transformation rigide,transformation rigide
806,AHX4W473FN5US,rigid transformation,transformation rigide,transformation rigide
806,AJFSM5DLXF59T,reward-maximizing policy,politique de maximisation de la récompense,politique de maximisation des récompenses
806,AJFSM5DLXF59T,ridge regularization,régularisation ridge,régularisation de crête
806,AJFSM5DLXF59T,right-to-left model,modèle de droite à gauche,modèle de droite à gauche
806,AJFSM5DLXF59T,rigid body transformation,transformation rigide,transformation rigide
806,AJFSM5DLXF59T,rigid transformation,transformation rigide,transformation rigide
807,A1DEIZQB0X8KNT,risk minimization,minimisation du risque,minimisation du risque
807,A1DEIZQB0X8KNT,roberta-large,roberta-large,roberta-large
807,A1DEIZQB0X8KNT,robotic,robotique,robotique
807,A1DEIZQB0X8KNT,robust optimization,optimisation robuste,optimisation robuste
807,A1DEIZQB0X8KNT,robust risk,risque robuste,risque robuste
807,A1DP3WNXZKMBVL,risk minimization,minimisation du risque,minimisation des risques
807,A1DP3WNXZKMBVL,roberta-large,roberta-large,roberta-large
807,A1DP3WNXZKMBVL,robotic,robotique,robotique
807,A1DP3WNXZKMBVL,robust optimization,optimisation robuste,optimisation robuste
807,A1DP3WNXZKMBVL,robust risk,risque robuste,risque robuste
807,A1RAJW5O9HPPE2,risk minimization,minimisation du risque,minimisation du risque
807,A1RAJW5O9HPPE2,roberta-large,roberta-large,roberta-large
807,A1RAJW5O9HPPE2,robotic,robotique,robotique
807,A1RAJW5O9HPPE2,robust optimization,optimisation robuste,optimisation robuste
807,A1RAJW5O9HPPE2,robust risk,risque robuste,risque robuste
807,A1S9SJ5CZTZH1M,risk minimization,minimisation du risque,minimisation du risque
807,A1S9SJ5CZTZH1M,roberta-large,roberta-large,roberta-large
807,A1S9SJ5CZTZH1M,robotic,robotique,robotique
807,A1S9SJ5CZTZH1M,robust optimization,optimisation robuste,optimisation robuste
807,A1S9SJ5CZTZH1M,robust risk,risque robuste,risque robuste
807,A21RTAAAV3BQ1U,risk minimization,minimisation du risque,minimisation des risques
807,A21RTAAAV3BQ1U,roberta-large,roberta-large,roberta-large
807,A21RTAAAV3BQ1U,robotic,robotique,robotique
807,A21RTAAAV3BQ1U,robust optimization,optimisation robuste,optimisation robuste
807,A21RTAAAV3BQ1U,robust risk,risque robuste,risque robuste
807,A3JPQAK02PUM87,risk minimization,minimisation du risque,minimisation des risques
807,A3JPQAK02PUM87,roberta-large,roberta-large,roberta-large
807,A3JPQAK02PUM87,robotic,robotique,robotique
807,A3JPQAK02PUM87,robust optimization,optimisation robuste,optimisation robuste
807,A3JPQAK02PUM87,robust risk,risque robuste,risque robuste
807,A7F86G1M4A22D,risk minimization,minimisation du risque,minimisation du risque
807,A7F86G1M4A22D,roberta-large,roberta-large,roberta-large
807,A7F86G1M4A22D,robotic,robotique,robotique
807,A7F86G1M4A22D,robust optimization,optimisation robuste,optimisation robuste
807,A7F86G1M4A22D,robust risk,risque robuste,risque robuste
807,AATNSR9QAYC5Q,risk minimization,minimisation du risque,minimisation du risque
807,AATNSR9QAYC5Q,roberta-large,roberta-large,roberta-large
807,AATNSR9QAYC5Q,robotic,robotique,robotique
807,AATNSR9QAYC5Q,robust optimization,optimisation robuste,optimisation robuste
807,AATNSR9QAYC5Q,robust risk,risque robuste,risque robuste
807,ACS6S6YQWPTZ1,risk minimization,minimisation du risque,minimisation des risques
807,ACS6S6YQWPTZ1,roberta-large,roberta-large,roberta-large
807,ACS6S6YQWPTZ1,robotic,robotique,robotique
807,ACS6S6YQWPTZ1,robust optimization,optimisation robuste,optimisation robuste
807,ACS6S6YQWPTZ1,robust risk,risque robuste,risque robuste
807,AJFSM5DLXF59T,risk minimization,minimisation du risque,minimisation des risques
807,AJFSM5DLXF59T,roberta-large,roberta-large,roberta-large
807,AJFSM5DLXF59T,robotic,robotique,robotique
807,AJFSM5DLXF59T,robust optimization,optimisation robuste,optimisation robuste
807,AJFSM5DLXF59T,robust risk,risque robuste,risque robuste
808,A14F5XX4Y4KG9P,robustness,robustesse,robustesse
808,A14F5XX4Y4KG9P,robustness,robustesse,robustesse
808,A14F5XX4Y4KG9P,role assertion,assertion de rôle,assertion de rôle
808,A14F5XX4Y4KG9P,role atom,atome de rôle,atome de rôle
808,A14F5XX4Y4KG9P,role classification,classification des rôles,classification des rôles
808,A1DEIZQB0X8KNT,robustness,robustesse,robustesse
808,A1DEIZQB0X8KNT,robustness,robustesse,robustesse
808,A1DEIZQB0X8KNT,role assertion,assertion de rôle,assertion de rôle
808,A1DEIZQB0X8KNT,role atom,atome de rôle,atome de rôleclassification de rôle
808,A1DEIZQB0X8KNT,role classification,classification des rôles,classification de rôle
808,A1DP3WNXZKMBVL,robustness,robustesse,robustesse
808,A1DP3WNXZKMBVL,robustness,robustesse,robustesse
808,A1DP3WNXZKMBVL,role assertion,assertion de rôle,assertion de rôle
808,A1DP3WNXZKMBVL,role atom,atome de rôle,atome de rôle
808,A1DP3WNXZKMBVL,role classification,classification des rôles,classification de rôle
808,A1RAJW5O9HPPE2,robustness,robustesse,robustesse
808,A1RAJW5O9HPPE2,robustness,robustesse,robustesse
808,A1RAJW5O9HPPE2,role assertion,assertion de rôle,assertion de rôle
808,A1RAJW5O9HPPE2,role atom,atome de rôle,atome de rôle
808,A1RAJW5O9HPPE2,role classification,classification des rôles,classification de rôle
808,A1S9SJ5CZTZH1M,robustness,robustesse,robustesse
808,A1S9SJ5CZTZH1M,robustness,robustesse,robustesse
808,A1S9SJ5CZTZH1M,role assertion,assertion de rôle,assertion de rôle
808,A1S9SJ5CZTZH1M,role atom,atome de rôle,atome de rôle
808,A1S9SJ5CZTZH1M,role classification,classification des rôles,classification de rôle
808,A21RTAAAV3BQ1U,robustness,robustesse,robustesse
808,A21RTAAAV3BQ1U,robustness,robustesse,robustesse
808,A21RTAAAV3BQ1U,role assertion,assertion de rôle,assertion de rôle
808,A21RTAAAV3BQ1U,role atom,atome de rôle,atome de rôle
808,A21RTAAAV3BQ1U,role classification,classification des rôles,classification de rôle
808,A3JPQAK02PUM87,robustness,robustesse,robustesse
808,A3JPQAK02PUM87,robustness,robustesse,robustesse
808,A3JPQAK02PUM87,role assertion,assertion de rôle,assertion de rôle
808,A3JPQAK02PUM87,role atom,atome de rôle,atome de rôle
808,A3JPQAK02PUM87,role classification,classification des rôles,classification de rôle
808,AATNSR9QAYC5Q,robustness,robustesse,robustesse
808,AATNSR9QAYC5Q,robustness,robustesse,robustesse
808,AATNSR9QAYC5Q,role assertion,assertion de rôle,assertion de rôle
808,AATNSR9QAYC5Q,role atom,atome de rôle,atome de rôle
808,AATNSR9QAYC5Q,role classification,classification des rôles,classification de rôle
808,ACS6S6YQWPTZ1,robustness,robustesse,robustesse
808,ACS6S6YQWPTZ1,robustness,robustesse,robustesse
808,ACS6S6YQWPTZ1,role assertion,assertion de rôle,assertion de rôle
808,ACS6S6YQWPTZ1,role atom,atome de rôle,atome de rôle
808,ACS6S6YQWPTZ1,role classification,classification des rôles,classification de rôle
808,AJFSM5DLXF59T,robustness,robustesse,robustesse
808,AJFSM5DLXF59T,robustness,robustesse,robustesse
808,AJFSM5DLXF59T,role assertion,assertion de rôle,assertion de rôle
808,AJFSM5DLXF59T,role atom,atome de rôle,atome de rôle
808,AJFSM5DLXF59T,role classification,classification des rôles,classification de rôle
809,A1DEIZQB0X8KNT,role name,nom de rôle,nom de rôle
809,A1DEIZQB0X8KNT,roll-out policy,politique de roll-out,politique de déploiement
809,A1DEIZQB0X8KNT,rollout,déploiement,déploiement
809,A1DEIZQB0X8KNT,rollout length,longueur de déroulement,longueur de déploiement
809,A1DEIZQB0X8KNT,root mean square error,erreur quadratique moyenne de la racine (RMSE),erreur quadratique moyenne
809,A1DP3WNXZKMBVL,role name,nom de rôle,nom de rôle
809,A1DP3WNXZKMBVL,roll-out policy,politique de roll-out,politique de déroulement
809,A1DP3WNXZKMBVL,rollout,déploiement,déroulement
